TimeStep,Station_PM,occu
976,1,0.068875
976,2,
976,3,
976,4,0.077875
976,5,
976,6,
976,7,0.0415
976,8,
976,9,0.060625
976,10,
976,11,0.063375
976,12,
976,13,0.078
976,14,0.03916666666666667
976,15,0.06175
976,16,0.0505
977,0,0.043
977,1,0.054875
977,2,
977,3,
977,4,0.035500000000000004
977,5,
977,6,
977,7,0.0635
977,8,
977,9,0.06975
977,10,
977,11,0.06762499999999999
977,12,
977,13,0.050875000000000004
977,14,0.060625
977,15,0.05575
977,16,0.06725
978,0,0.037875
978,1,0.027833333333333335
978,2,
978,3,
978,4,0.046
978,5,
978,6,
978,7,0.07825
978,8,
978,9,0.053375
978,10,
978,11,0.04225
978,12,
978,13,0.043625
978,14,0.046
978,15,0.070375
978,16,0.059875
979,0,0.028999999999999998
979,1,0.028375
979,2,
979,3,
979,4,0.05887500000000001
979,5,
979,6,
979,7,0.036000000000000004
979,8,
979,9,0.05725
979,10,
979,11,0.057499999999999996
979,12,
979,13,0.0705
979,14,0.03925
979,15,0.05125
979,16,0.06525
980,0,0.035124999999999997
980,1,0.030999999999999996
980,2,
980,3,
980,4,0.074
980,5,
980,6,
980,7,0.04133333333333333
980,8,
980,9,0.07650000000000001
980,10,
980,11,0.085125
980,12,
980,13,0.057375
980,14,0.048874999999999995
980,15,0.0425
980,16,0.043625
981,0,0.06575
981,1,0.03075
981,2,
981,3,
981,4,0.03825
981,5,
981,6,
981,7,0.058124999999999996
981,8,
981,9,0.057499999999999996
981,10,
981,11,0.06862499999999999
981,12,
981,13,0.06899999999999999
981,14,0.065
981,15,0.069125
981,16,0.0605
982,0,0.036375000000000005
982,1,0.03333333333333333
982,2,
982,3,
982,4,0.041625
982,5,
982,6,
982,7,0.09150000000000001
982,8,
982,9,0.0565
982,10,
982,11,0.06275
982,12,
982,13,0.05633333333333334
982,14,0.045375
982,15,0.068
982,16,0.058875
983,0,0.055749999999999994
983,1,0.053625
983,2,
983,3,
983,4,0.03775
983,5,
983,6,
983,7,0.052333333333333336
983,8,
983,9,0.062375
983,10,
983,11,0.06
983,12,
983,13,0.077875
983,14,0.06662499999999999
983,15,0.059250000000000004
983,16,0.072875
984,0,0.035875000000000004
984,1,0.039625
984,2,
984,3,
984,4,0.024875
984,5,
984,6,
984,7,0.037875
984,8,
984,9,0.074125
984,10,
984,11,0.057625
984,12,
984,13,0.06083333333333333
984,14,0.06725
984,15,0.084375
984,16,0.060125
985,0,0.056
985,1,0.0345
985,2,
985,3,
985,4,0.045625
985,5,
985,6,
985,7,0.037250000000000005
985,8,
985,9,0.096875
985,10,
985,11,0.08725
985,12,
985,13,0.044125
985,14,0.05487500000000001
985,15,0.07375
985,16,0.08275
986,0,0.057125
986,1,0.044
986,2,
986,3,
986,4,0.053625
986,5,
986,6,
986,7,0.025500000000000002
986,8,
986,9,0.038125
986,10,
986,11,0.06925
986,12,
986,13,0.0735
986,14,0.050625
986,15,0.077375
986,16,0.085
987,0,0.017375
987,1,0.032
987,2,
987,3,
987,4,0.060875
987,5,
987,6,
987,7,0.04675
987,8,
987,9,0.050625
987,10,
987,11,0.08083333333333334
987,12,
987,13,0.05975
987,14,0.044375
987,15,0.04625
987,16,0.05450000000000001
988,0,0.058750000000000004
988,1,0.035625000000000004
988,2,
988,3,
988,4,0.04
988,5,
988,6,
988,7,0.050125
988,8,
988,9,0.035
988,10,
988,11,0.0565
988,12,
988,13,0.085375
988,14,0.062
988,15,0.066625
988,16,0.060625
989,0,0.03375
989,1,0.046
989,2,
989,3,
989,4,0.04575
989,5,
989,6,
989,7,0.059625
989,8,
989,9,0.0395
989,10,
989,11,0.04625
989,12,
989,13,0.08175
989,14,0.063125
989,15,0.076875
989,16,0.063
990,0,0.046625
990,1,0.024249999999999997
990,2,
990,3,
990,4,0.052375
990,5,
990,6,
990,7,0.04675
990,8,
990,9,0.05575
990,10,
990,11,0.036000000000000004
990,12,
990,13,0.05875
990,14,0.06733333333333333
990,15,0.073875
990,16,0.081125
991,0,0.058875000000000004
991,1,0.04025
991,2,
991,3,
991,4,0.050624999999999996
991,5,
991,6,
991,7,0.060625
991,8,
991,9,0.076625
991,10,
991,11,0.04425
991,12,
991,13,0.064125
991,14,0.051125
991,15,0.09325
991,16,0.052625
992,0,0.066
992,1,0.042125
992,2,
992,3,
992,4,0.046625
992,5,
992,6,
992,7,0.05625
992,8,
992,9,0.06025
992,10,
992,11,0.06375
992,12,
992,13,0.032625
992,14,0.052000000000000005
992,15,0.058625
992,16,0.10225000000000001
993,0,0.05324999999999999
993,1,0.06075
993,2,
993,3,
993,4,0.039125
993,5,
993,6,
993,7,0.044333333333333336
993,8,
993,9,0.04525
993,10,
993,11,0.06762499999999999
993,12,
993,13,0.056249999999999994
993,14,0.031875
993,15,0.062125
993,16,0.0435
994,0,0.058875
994,1,0.049375
994,2,
994,3,
994,4,0.033875
994,5,
994,6,
994,7,0.028
994,8,
994,9,0.073125
994,10,
994,11,0.056375
994,12,
994,13,0.045625
994,14,0.034875
994,15,0.04075
994,16,0.0695
995,0,0.028624999999999998
995,1,0.042499999999999996
995,2,
995,3,
995,4,0.03125
995,5,
995,6,
995,7,0.057375
995,8,
995,9,0.0695
995,10,
995,11,0.062125
995,12,
995,13,0.071875
995,14,0.05475
995,15,0.046
995,16,0.048125
996,0,0.076375
996,1,0.023625
996,2,
996,3,
996,4,0.067
996,5,
996,6,
996,7,0.017125
996,8,
996,9,0.051375000000000004
996,10,
996,11,0.03875
996,12,
996,13,0.063
996,14,0.042
996,15,0.06375
996,16,0.03275
997,0,0.035124999999999997
997,1,0.058166666666666665
997,2,
997,3,
997,4,0.06025
997,5,
997,6,
997,7,0.055375
997,8,
997,9,0.076375
997,10,
997,11,0.072625
997,12,
997,13,0.03849999999999999
997,14,0.046125
997,15,0.058
997,16,0.069
998,0,0.0325
998,1,0.025125
998,2,
998,3,
998,4,0.052375000000000005
998,5,
998,6,
998,7,0.070625
998,8,
998,9,0.042124999999999996
998,10,
998,11,0.0785
998,12,
998,13,0.0695
998,14,0.047875
998,15,0.07012499999999999
998,16,0.06425
999,0,0.053500000000000006
999,1,0.034125
999,2,
999,3,
999,4,0.03775
999,5,
999,6,
999,7,0.04975
999,8,
999,9,0.056
999,10,
999,11,0.056
999,12,
999,13,0.036666666666666674
999,14,0.036833333333333336
999,15,0.039
999,16,0.0475
1000,0,0.05425
1000,1,0.02925
1000,2,
1000,3,
1000,4,0.060000000000000005
1000,5,
1000,6,
1000,7,0.064625
1000,8,
1000,9,0.06325
1000,10,
1000,11,0.045875
1000,12,
1000,13,0.034
1000,14,0.044875
1000,15,0.062625
1000,16,0.056499999999999995
1001,0,0.049
1001,1,0.0565
1001,2,
1001,3,
1001,4,0.024874999999999998
1001,5,
1001,6,
1001,7,0.043
1001,8,
1001,9,0.05575
1001,10,
1001,11,0.044375
1001,12,
1001,13,0.084125
1001,14,0.050375
1001,15,0.060625000000000005
1001,16,0.0355
1002,0,0.036000000000000004
1002,1,0.031875
1002,2,
1002,3,
1002,4,0.042875
1002,5,
1002,6,
1002,7,0.045
1002,8,
1002,9,0.088625
1002,10,
1002,11,0.06025
1002,12,
1002,13,0.04325
1002,14,0.06225
1002,15,0.0545
1002,16,0.07475
1003,0,0.03375
1003,1,0.03075
1003,2,
1003,3,
1003,4,0.03775
1003,5,
1003,6,
1003,7,0.0375
1003,8,
1003,9,0.046
1003,10,
1003,11,0.075375
1003,12,
1003,13,0.051
1003,14,0.042
1003,15,0.0605
1003,16,0.046875
1004,0,0.053125
1004,1,0.034
1004,2,
1004,3,
1004,4,0.067
1004,5,
1004,6,
1004,7,0.035750000000000004
1004,8,
1004,9,0.0555
1004,10,
1004,11,0.08524999999999999
1004,12,
1004,13,0.044875
1004,14,0.029375
1004,15,0.052625000000000005
1004,16,0.065125
1005,0,0.051500000000000004
1005,1,0.040999999999999995
1005,2,
1005,3,
1005,4,0.0395
1005,5,
1005,6,
1005,7,0.035250000000000004
1005,8,
1005,9,0.06625
1005,10,
1005,11,0.057999999999999996
1005,12,
1005,13,0.079875
1005,14,0.05383333333333332
1005,15,0.04575
1005,16,0.048
1006,0,0.03275
1006,1,0.041125
1006,2,
1006,3,
1006,4,0.0405
1006,5,
1006,6,
1006,7,0.035
1006,8,
1006,9,0.034125
1006,10,
1006,11,0.047375
1006,12,
1006,13,0.10725
1006,14,0.071875
1006,15,0.050375
1006,16,0.035500000000000004
1007,0,0.065375
1007,1,0.026625
1007,2,
1007,3,
1007,4,0.029124999999999998
1007,5,
1007,6,
1007,7,0.06687499999999999
1007,8,
1007,9,0.020749999999999998
1007,10,
1007,11,0.044625
1007,12,
1007,13,0.03275
1007,14,0.077125
1007,15,0.081375
1007,16,0.06975
1008,0,0.0225
1008,1,0.051625
1008,2,
1008,3,
1008,4,0.054000000000000006
1008,5,
1008,6,
1008,7,0.038
1008,8,
1008,9,0.047
1008,10,
1008,11,0.05075
1008,12,
1008,13,0.07375
1008,14,0.048625
1008,15,0.104625
1008,16,0.084875
1009,0,0.038
1009,1,0.025125
1009,2,
1009,3,
1009,4,0.027375000000000003
1009,5,
1009,6,
1009,7,0.03375
1009,8,
1009,9,0.078875
1009,10,
1009,11,0.02975
1009,12,
1009,13,0.056875
1009,14,0.0515
1009,15,0.044625
1009,16,0.08675
1010,0,0.0565
1010,1,0.027
1010,2,
1010,3,
1010,4,0.044125
1010,5,
1010,6,
1010,7,0.046375
1010,8,
1010,9,0.059125
1010,10,
1010,11,0.0535
1010,12,
1010,13,0.0325
1010,14,0.047
1010,15,0.06025
1010,16,0.056749999999999995
1011,0,0.03425
1011,1,0.04416666666666667
1011,2,
1011,3,
1011,4,0.04775
1011,5,
1011,6,
1011,7,0.029333333333333336
1011,8,
1011,9,0.04575
1011,10,
1011,11,0.05025
1011,12,
1011,13,0.043125
1011,14,0.023375
1011,15,0.060125
1011,16,0.045375
1012,0,0.035375000000000004
1012,1,0.0325
1012,2,
1012,3,
1012,4,0.059875000000000005
1012,5,
1012,6,
1012,7,0.042333333333333334
1012,8,
1012,9,0.048125
1012,10,
1012,11,0.041625
1012,12,
1012,13,0.04875
1012,14,0.034875
1012,15,0.031625
1012,16,0.046
1013,0,0.04275
1013,1,0.026125
1013,2,
1013,3,
1013,4,0.024874999999999998
1013,5,
1013,6,
1013,7,0.0575
1013,8,
1013,9,0.057875
1013,10,
1013,11,0.066875
1013,12,
1013,13,0.06
1013,14,0.035625000000000004
1013,15,0.041875
1013,16,0.04025
1014,0,0.034125
1014,1,0.025500000000000002
1014,2,
1014,3,
1014,4,0.051875000000000004
1014,5,
1014,6,
1014,7,0.05475000000000001
1014,8,
1014,9,0.053375
1014,10,
1014,11,0.034125
1014,12,
1014,13,0.0325
1014,14,0.051625
1014,15,0.04825
1014,16,0.03525
1015,0,0.048875
1015,1,0.046375
1015,2,
1015,3,
1015,4,0.04075
1015,5,
1015,6,
1015,7,0.040375
1015,8,
1015,9,0.07625
1015,10,
1015,11,0.079625
1015,12,
1015,13,0.075375
1015,14,0.028625
1015,15,0.057375
1015,16,0.03475
1016,0,0.0305
1016,1,0.02775
1016,2,
1016,3,
1016,4,0.030166666666666665
1016,5,
1016,6,
1016,7,0.052000000000000005
1016,8,
1016,9,0.076375
1016,10,
1016,11,0.058374999999999996
1016,12,
1016,13,0.037125
1016,14,0.06875
1016,15,0.030000000000000002
1016,16,0.054875
1017,0,0.017375
1017,1,0.03925
1017,2,
1017,3,
1017,4,0.043875
1017,5,
1017,6,
1017,7,0.068
1017,8,
1017,9,0.07
1017,10,
1017,11,0.063
1017,12,
1017,13,0.074875
1017,14,0.034
1017,15,0.07950000000000002
1017,16,0.057375
1018,0,0.046875
1018,1,0.0105
1018,2,
1018,3,
1018,4,0.044375000000000005
1018,5,
1018,6,
1018,7,0.02766666666666667
1018,8,
1018,9,0.030000000000000002
1018,10,
1018,11,0.0575
1018,12,
1018,13,0.05725
1018,14,0.057874999999999996
1018,15,0.04975
1018,16,0.071625
1019,0,0.043625
1019,1,0.041749999999999995
1019,2,
1019,3,
1019,4,0.03625
1019,5,
1019,6,
1019,7,0.0435
1019,8,
1019,9,0.078125
1019,10,
1019,11,0.063375
1019,12,
1019,13,0.06775
1019,14,0.056625
1019,15,0.072125
1019,16,0.048
1020,0,0.0505
1020,1,0.031
1020,2,
1020,3,
1020,4,0.049375
1020,5,
1020,6,
1020,7,0.057749999999999996
1020,8,
1020,9,0.052125000000000005
1020,10,
1020,11,0.023375
1020,12,
1020,13,0.080875
1020,14,0.06475
1020,15,0.06575
1020,16,0.093875
1021,0,0.08925
1021,1,0.0385
1021,2,
1021,3,
1021,4,0.02425
1021,5,
1021,6,
1021,7,0.038125
1021,8,
1021,9,0.058124999999999996
1021,10,
1021,11,0.09037500000000001
1021,12,
1021,13,0.055125
1021,14,0.066125
1021,15,0.063125
1021,16,0.0455
1022,0,0.0435
1022,1,0.06475
1022,2,
1022,3,
1022,4,0.02366666666666667
1022,5,
1022,6,
1022,7,0.046125
1022,8,
1022,9,0.07350000000000001
1022,10,
1022,11,0.039
1022,12,
1022,13,0.03625
1022,14,0.062375
1022,15,0.08837500000000001
1022,16,0.079875
1023,0,0.03925
1023,1,0.051125
1023,2,
1023,3,
1023,4,0.036375000000000005
1023,5,
1023,6,
1023,7,0.029124999999999998
1023,8,
1023,9,0.044375000000000005
1023,10,
1023,11,0.070625
1023,12,
1023,13,0.074625
1023,14,0.019625
1023,15,0.052375
1023,16,0.07
1024,0,0.043625000000000004
1024,1,0.01975
1024,2,
1024,3,
1024,4,0.0445
1024,5,
1024,6,
1024,7,0.027875
1024,8,
1024,9,0.060375
1024,10,
1024,11,0.047375
1024,12,
1024,13,0.055625
1024,14,0.062875
1024,15,0.041499999999999995
1024,16,0.063375
1025,0,0.03
1025,1,0.031166666666666665
1025,2,
1025,3,
1025,4,0.051125
1025,5,
1025,6,
1025,7,0.044625
1025,8,
1025,9,0.035375000000000004
1025,10,
1025,11,0.03775
1025,12,
1025,13,0.056375
1025,14,0.048625
1025,15,0.06725
1025,16,0.027375
1026,0,0.040499999999999994
1026,1,0.026000000000000002
1026,2,
1026,3,
1026,4,0.070875
1026,5,
1026,6,
1026,7,0.036875
1026,8,
1026,9,0.034875
1026,10,
1026,11,0.051750000000000004
1026,12,
1026,13,0.058124999999999996
1026,14,0.06762499999999999
1026,15,0.06475
1026,16,0.069125
1027,0,0.068375
1027,1,0.023625000000000004
1027,2,
1027,3,
1027,4,0.041624999999999995
1027,5,
1027,6,
1027,7,0.063875
1027,8,
1027,9,0.059250000000000004
1027,10,
1027,11,0.050125
1027,12,
1027,13,0.0415
1027,14,0.031875
1027,15,0.071625
1027,16,0.0695
1028,0,0.050624999999999996
1028,1,0.067
1028,2,
1028,3,
1028,4,0.03675
1028,5,
1028,6,
1028,7,0.07325
1028,8,
1028,9,0.034
1028,10,
1028,11,0.042499999999999996
1028,12,
1028,13,0.039125
1028,14,0.038125000000000006
1028,15,0.051125000000000004
1028,16,0.08474999999999999
1029,0,0.031875
1029,1,0.0405
1029,2,
1029,3,
1029,4,0.03325
1029,5,
1029,6,
1029,7,0.04875
1029,8,
1029,9,0.072125
1029,10,
1029,11,0.05675
1029,12,
1029,13,0.033625
1029,14,0.026875
1029,15,0.04425
1029,16,0.034375
1030,0,0.0375
1030,1,0.020125
1030,2,
1030,3,
1030,4,0.03866666666666666
1030,5,
1030,6,
1030,7,0.0475
1030,8,
1030,9,0.07625
1030,10,
1030,11,0.039125
1030,12,
1030,13,0.041749999999999995
1030,14,0.040125
1030,15,0.034125
1030,16,0.045875
1031,0,0.026250000000000002
1031,1,0.03775
1031,2,
1031,3,
1031,4,0.051250000000000004
1031,5,
1031,6,
1031,7,0.029124999999999998
1031,8,
1031,9,0.056499999999999995
1031,10,
1031,11,0.072125
1031,12,
1031,13,0.06625
1031,14,0.028999999999999998
1031,15,0.03675
1031,16,0.035625000000000004
1032,0,0.032
1032,1,0.025375
1032,2,
1032,3,
1032,4,0.053375000000000006
1032,5,
1032,6,
1032,7,0.028125
1032,8,
1032,9,0.07150000000000001
1032,10,
1032,11,0.0695
1032,12,
1032,13,0.0505
1032,14,0.049666666666666665
1032,15,0.043625000000000004
1032,16,0.05425
1033,0,0.038125
1033,1,0.022375
1033,2,
1033,3,
1033,4,0.037625
1033,5,
1033,6,
1033,7,0.046625
1033,8,
1033,9,0.051375000000000004
1033,10,
1033,11,0.055375
1033,12,
1033,13,0.051
1033,14,0.040874999999999995
1033,15,0.055375
1033,16,0.028749999999999998
1034,0,0.045625
1034,1,0.027250000000000003
1034,2,
1034,3,
1034,4,0.058374999999999996
1034,5,
1034,6,
1034,7,0.052750000000000005
1034,8,
1034,9,0.04075
1034,10,
1034,11,0.07025
1034,12,
1034,13,0.074
1034,14,0.053125
1034,15,0.050875
1034,16,0.06675
1035,0,0.038875
1035,1,0.035
1035,2,
1035,3,
1035,4,0.0325
1035,5,
1035,6,
1035,7,0.03266666666666667
1035,8,
1035,9,0.044875
1035,10,
1035,11,0.047999999999999994
1035,12,
1035,13,0.050875
1035,14,0.06483333333333334
1035,15,0.047875
1035,16,0.049125
1036,0,0.025750000000000002
1036,1,0.04075
1036,2,
1036,3,
1036,4,0.0285
1036,5,
1036,6,
1036,7,0.041624999999999995
1036,8,
1036,9,0.060625
1036,10,
1036,11,0.0795
1036,12,
1036,13,0.07025
1036,14,0.043000000000000003
1036,15,0.087625
1036,16,0.055374999999999994
1037,0,0.031875
1037,1,0.02125
1037,2,
1037,3,
1037,4,0.044875
1037,5,
1037,6,
1037,7,0.0415
1037,8,
1037,9,0.053625
1037,10,
1037,11,0.037000000000000005
1037,12,
1037,13,0.05425000000000001
1037,14,0.05983333333333333
1037,15,0.05425
1037,16,0.062000000000000006
1038,0,0.032125
1038,1,0.031625
1038,2,
1038,3,
1038,4,0.048749999999999995
1038,5,
1038,6,
1038,7,0.0445
1038,8,
1038,9,0.04125
1038,10,
1038,11,0.06275
1038,12,
1038,13,0.06225
1038,14,0.04375
1038,15,0.066125
1038,16,0.04825
1039,0,0.031375
1039,1,0.023625
1039,2,
1039,3,
1039,4,0.04
1039,5,
1039,6,
1039,7,0.049125
1039,8,
1039,9,0.060375
1039,10,
1039,11,0.080125
1039,12,
1039,13,0.03975
1039,14,0.04975
1039,15,0.048
1039,16,0.064875
1040,0,0.027875
1040,1,0.0225
1040,2,
1040,3,
1040,4,0.037500000000000006
1040,5,
1040,6,
1040,7,0.033625
1040,8,
1040,9,0.04575
1040,10,
1040,11,0.05175
1040,12,
1040,13,0.05487499999999999
1040,14,0.02275
1040,15,0.06525
1040,16,0.0475
1041,0,0.055375
1041,1,0.021125
1041,2,
1041,3,
1041,4,0.03425
1041,5,
1041,6,
1041,7,0.056374999999999995
1041,8,
1041,9,0.0455
1041,10,
1041,11,0.056624999999999995
1041,12,
1041,13,0.14150000000000001
1041,14,0.047
1041,15,0.026125
1041,16,0.053875000000000006
1042,0,0.033875
1042,1,0.048
1042,2,
1042,3,
1042,4,0.024999999999999998
1042,5,
1042,6,
1042,7,0.022125
1042,8,
1042,9,0.039625
1042,10,
1042,11,0.052250000000000005
1042,12,
1042,13,0.05550000000000001
1042,14,0.058750000000000004
1042,15,0.058750000000000004
1042,16,0.021
1043,0,0.022125
1043,1,0.027625
1043,2,
1043,3,
1043,4,0.037875000000000006
1043,5,
1043,6,
1043,7,0.051125
1043,8,
1043,9,0.06425
1043,10,
1043,11,0.050624999999999996
1043,12,
1043,13,0.056
1043,14,0.045375
1043,15,0.072
1043,16,0.07300000000000001
1044,0,0.03325
1044,1,0.022375
1044,2,
1044,3,
1044,4,0.025249999999999998
1044,5,
1044,6,
1044,7,0.036750000000000005
1044,8,
1044,9,0.050625
1044,10,
1044,11,0.070625
1044,12,
1044,13,0.056
1044,14,0.058499999999999996
1044,15,0.052
1044,16,0.08075
1045,0,0.027125
1045,1,0.02975
1045,2,
1045,3,
1045,4,0.052125000000000005
1045,5,
1045,6,
1045,7,0.02525
1045,8,
1045,9,0.043625
1045,10,
1045,11,0.0555
1045,12,
1045,13,0.043500000000000004
1045,14,0.02825
1045,15,0.062125
1045,16,0.043875
1046,0,0.0315
1046,1,0.017125
1046,2,
1046,3,
1046,4,0.049874999999999996
1046,5,
1046,6,
1046,7,0.031125
1046,8,
1046,9,0.04625
1046,10,
1046,11,0.029
1046,12,
1046,13,0.029625000000000002
1046,14,0.042
1046,15,0.038125000000000006
1046,16,0.05875
1047,0,0.0445
1047,1,0.029249999999999998
1047,2,
1047,3,
1047,4,0.026624999999999996
1047,5,
1047,6,
1047,7,0.056374999999999995
1047,8,
1047,9,0.043625
1047,10,
1047,11,0.041625
1047,12,
1047,13,0.08349999999999999
1047,14,0.05025
1047,15,0.064
1047,16,0.046625
1048,0,0.04075
1048,1,0.03075
1048,2,
1048,3,
1048,4,0.017375
1048,5,
1048,6,
1048,7,0.04575
1048,8,
1048,9,0.0365
1048,10,
1048,11,0.050875000000000004
1048,12,
1048,13,0.0475
1048,14,0.052875000000000005
1048,15,0.052750000000000005
1048,16,0.0605
1049,0,0.024375
1049,1,0.033875
1049,2,
1049,3,
1049,4,0.042833333333333334
1049,5,
1049,6,
1049,7,0.03225
1049,8,
1049,9,0.041624999999999995
1049,10,
1049,11,0.040625
1049,12,
1049,13,0.0275
1049,14,0.030875
1049,15,0.073875
1049,16,0.051500000000000004
1050,0,0.03375
1050,1,0.02375
1050,2,
1050,3,
1050,4,0.02975
1050,5,
1050,6,
1050,7,0.028
1050,8,
1050,9,0.062625
1050,10,
1050,11,0.056
1050,12,
1050,13,0.048625
1050,14,0.021374999999999998
1050,15,0.03875
1050,16,0.07275
1051,0,0.065
1051,1,0.028
1051,2,
1051,3,
1051,4,0.0245
1051,5,
1051,6,
1051,7,0.04025
1051,8,
1051,9,0.06225
1051,10,
1051,11,0.060625000000000005
1051,12,
1051,13,0.05437500000000001
1051,14,0.045375
1051,15,0.028625
1051,16,0.036500000000000005
1052,0,0.02425
1052,1,0.041499999999999995
1052,2,
1052,3,
1052,4,0.043
1052,5,
1052,6,
1052,7,0.025125
1052,8,
1052,9,0.037375
1052,10,
1052,11,0.051875000000000004
1052,12,
1052,13,0.042749999999999996
1052,14,0.036125000000000004
1052,15,0.05
1052,16,0.024
1053,0,0.06775
1053,1,0.03475
1053,2,
1053,3,
1053,4,0.046625
1053,5,
1053,6,
1053,7,0.024625
1053,8,
1053,9,0.036750000000000005
1053,10,
1053,11,0.056999999999999995
1053,12,
1053,13,0.054000000000000006
1053,14,0.0555
1053,15,0.049875
1053,16,0.061875
1054,0,0.03875
1054,1,0.034375
1054,2,
1054,3,
1054,4,0.030875
1054,5,
1054,6,
1054,7,0.028749999999999998
1054,8,
1054,9,0.032
1054,10,
1054,11,0.02975
1054,12,
1054,13,0.046875
1054,14,0.056374999999999995
1054,15,0.061
1054,16,0.039125
1055,0,0.029125
1055,1,0.047125
1055,2,
1055,3,
1055,4,0.04325
1055,5,
1055,6,
1055,7,0.06133333333333333
1055,8,
1055,9,0.039625
1055,10,
1055,11,0.027125
1055,12,
1055,13,0.06125
1055,14,0.035375000000000004
1055,15,0.063125
1055,16,0.05975
1056,0,0.04
1056,1,0.028875
1056,2,
1056,3,
1056,4,0.060375000000000005
1056,5,
1056,6,
1056,7,0.031375
1056,8,
1056,9,0.04650000000000001
1056,10,
1056,11,0.053
1056,12,
1056,13,0.027000000000000003
1056,14,0.03875
1056,15,0.04675
1056,16,0.06862499999999999
1057,0,0.030000000000000002
1057,1,0.0325
1057,2,
1057,3,
1057,4,0.057375
1057,5,
1057,6,
1057,7,0.035
1057,8,
1057,9,0.052
1057,10,
1057,11,0.038875
1057,12,
1057,13,0.045625
1057,14,0.038
1057,15,0.06225
1057,16,0.037375
1058,0,0.019875
1058,1,0.025500000000000002
1058,2,
1058,3,
1058,4,0.048875
1058,5,
1058,6,
1058,7,0.041875
1058,8,
1058,9,0.053625
1058,10,
1058,11,0.048625
1058,12,
1058,13,0.03275
1058,14,0.032
1058,15,0.035875
1058,16,0.058625000000000003
1059,0,0.044875
1059,1,0.006625000000000001
1059,2,
1059,3,
1059,4,0.0455
1059,5,
1059,6,
1059,7,0.07012499999999999
1059,8,
1059,9,0.043125000000000004
1059,10,
1059,11,0.060375
1059,12,
1059,13,0.051625000000000004
1059,14,0.03275
1059,15,0.041875
1059,16,0.05375
1060,0,0.03775
1060,1,0.04025
1060,2,
1060,3,
1060,4,0.0235
1060,5,
1060,6,
1060,7,0.059500000000000004
1060,8,
1060,9,0.04925
1060,10,
1060,11,0.047
1060,12,
1060,13,0.045875
1060,14,0.029249999999999998
1060,15,0.039
1060,16,0.030125
1061,0,0.048625
1061,1,0.03275
1061,2,
1061,3,
1061,4,0.036125
1061,5,
1061,6,
1061,7,0.039375
1061,8,
1061,9,0.088
1061,10,
1061,11,0.03825
1061,12,
1061,13,0.063375
1061,14,0.037333333333333336
1061,15,0.042125
1061,16,0.038375
1062,0,0.018500000000000003
1062,1,0.03825
1062,2,
1062,3,
1062,4,0.023875
1062,5,
1062,6,
1062,7,0.027375
1062,8,
1062,9,0.053125000000000006
1062,10,
1062,11,0.0565
1062,12,
1062,13,0.054375
1062,14,0.06175
1062,15,0.046
1062,16,0.0325
1063,0,0.044750000000000005
1063,1,0.022625
1063,2,
1063,3,
1063,4,0.038625
1063,5,
1063,6,
1063,7,0.045625
1063,8,
1063,9,0.049625
1063,10,
1063,11,0.10175000000000001
1063,12,
1063,13,0.031125
1063,14,0.045375
1063,15,0.06637499999999999
1063,16,0.048
1064,0,0.08374999999999999
1064,1,0.031
1064,2,
1064,3,
1064,4,0.05025
1064,5,
1064,6,
1064,7,0.018250000000000002
1064,8,
1064,9,0.039
1064,10,
1064,11,0.06
1064,12,
1064,13,0.0535
1064,14,0.026875
1064,15,0.053875
1064,16,0.061625
1065,0,0.038375
1065,1,0.0675
1065,2,
1065,3,
1065,4,0.051125
1065,5,
1065,6,
1065,7,0.041875
1065,8,
1065,9,0.051625
1065,10,
1065,11,0.045
1065,12,
1065,13,0.090875
1065,14,0.0665
1065,15,0.028
1065,16,0.058125
1066,0,0.06412499999999999
1066,1,0.031
1066,2,
1066,3,
1066,4,0.046
1066,5,
1066,6,
1066,7,0.03937500000000001
1066,8,
1066,9,0.019000000000000003
1066,10,
1066,11,0.045375
1066,12,
1066,13,0.07125000000000001
1066,14,0.092375
1066,15,0.08
1066,16,0.031375
1067,0,0.061625
1067,1,0.057874999999999996
1067,2,
1067,3,
1067,4,0.030875
1067,5,
1067,6,
1067,7,0.035375000000000004
1067,8,
1067,9,0.044125
1067,10,
1067,11,0.04575
1067,12,
1067,13,0.050875
1067,14,0.039125
1067,15,0.089125
1067,16,0.0785
1068,0,0.056375
1068,1,0.05575
1068,2,
1068,3,
1068,4,0.049875
1068,5,
1068,6,
1068,7,0.07100000000000001
1068,8,
1068,9,0.05437500000000001
1068,10,
1068,11,0.017
1068,12,
1068,13,0.0395
1068,14,0.03862500000000001
1068,15,0.071125
1068,16,0.10575
1069,0,0.057249999999999995
1069,1,0.0425
1069,2,
1069,3,
1069,4,0.04775
1069,5,
1069,6,
1069,7,0.0305
1069,8,
1069,9,0.05
1069,10,
1069,11,0.056
1069,12,
1069,13,0.0645
1069,14,0.045125
1069,15,0.0515
1069,16,0.044625
1070,0,0.091625
1070,1,0.0445
1070,2,
1070,3,
1070,4,0.05383333333333334
1070,5,
1070,6,
1070,7,0.02975
1070,8,
1070,9,0.106375
1070,10,
1070,11,0.052250000000000005
1070,12,
1070,13,0.037625
1070,14,0.043375
1070,15,0.046875
1070,16,0.039
1071,0,0.085375
1071,1,0.06925
1071,2,
1071,3,
1071,4,0.062
1071,5,
1071,6,
1071,7,0.052375000000000005
1071,8,
