TimeStep,Station_PM,occu
2523,0,0.10112499999999999
2523,1,0.062
2523,2,
2523,3,
2523,4,0.07012499999999999
2523,5,
2523,6,
2523,7,0.096875
2523,8,
2523,9,0.1195
2523,10,
2523,11,0.08975
2523,12,
2523,13,0.08875
2523,14,0.085
2523,15,0.084875
2523,16,0.074375
2524,0,0.113625
2524,1,0.095
2524,2,
2524,3,
2524,4,0.09325
2524,5,
2524,6,
2524,7,0.09383333333333334
2524,8,
2524,9,0.073375
2524,10,
2524,11,0.10037499999999999
2524,12,
2524,13,0.102625
2524,14,0.06625
2524,15,0.092875
2524,16,0.07175000000000001
2525,0,0.07675
2525,1,0.0815
2525,2,
2525,3,
2525,4,0.085125
2525,5,
2525,6,
2525,7,0.078125
2525,8,
2525,9,0.096625
2525,10,
2525,11,0.0795
2525,12,
2525,13,0.081625
2525,14,0.078875
2525,15,0.091375
2525,16,0.11174999999999999
2526,0,0.109125
2526,1,0.068375
2526,2,
2526,3,
2526,4,0.086
2526,5,
2526,6,
2526,7,0.1075
2526,8,
2526,9,0.067875
2526,10,
2526,11,0.083
2526,12,
2526,13,0.055749999999999994
2526,14,0.074625
2526,15,0.0995
2526,16,0.076875
2527,0,0.061625
2527,1,0.0945
2527,2,
2527,3,
2527,4,0.075625
2527,5,
2527,6,
2527,7,0.092125
2527,8,
2527,9,0.110375
2527,10,
2527,11,0.08612500000000001
2527,12,
2527,13,0.105
2527,14,0.073875
2527,15,0.077
2527,16,0.097625
2528,0,0.094
2528,1,0.040625
2528,2,
2528,3,
2528,4,0.10300000000000001
2528,5,
2528,6,
2528,7,0.10266666666666668
2528,8,
2528,9,0.1055
2528,10,
2528,11,0.082375
2528,12,
2528,13,0.073125
2528,14,0.05466666666666667
2528,15,0.08474999999999999
2528,16,0.068625
2529,0,0.04975
2529,1,0.081375
2529,2,
2529,3,
2529,4,0.0895
2529,5,
2529,6,
2529,7,0.076875
2529,8,
2529,9,0.131
2529,10,
2529,11,0.126625
2529,12,
2529,13,0.0835
2529,14,0.057125
2529,15,0.09025
2529,16,0.101
2530,0,0.10775000000000001
2530,1,0.046875
2530,2,
2530,3,
2530,4,0.0885
2530,5,
2530,6,
2530,7,0.0905
2530,8,
2530,9,0.10250000000000001
2530,10,
2530,11,0.082375
2530,12,
2530,13,0.07725
2530,14,0.064375
2530,15,0.0725
2530,16,0.06912499999999999
2531,0,0.079375
2531,1,0.080125
2531,2,
2531,3,
2531,4,0.07375
2531,5,
2531,6,
2531,7,0.1195
2531,8,
2531,9,0.08725
2531,10,
2531,11,0.142625
2531,12,
2531,13,0.11925
2531,14,0.0625
2531,15,0.08
2531,16,0.051750000000000004
2532,0,0.051500000000000004
2532,1,0.07924999999999999
2532,2,
2532,3,
2532,4,0.088625
2532,5,
2532,6,
2532,7,0.081875
2532,8,
2532,9,0.130375
2532,10,
2532,11,0.113625
2532,12,
2532,13,0.080125
2532,14,0.083625
2532,15,0.075625
2532,16,0.10275000000000001
2533,0,0.053375
2533,1,0.0485
2533,2,
2533,3,
2533,4,0.045
2533,5,
2533,6,
2533,7,0.091625
2533,8,
2533,9,0.09137500000000001
2533,10,
2533,11,0.09675
2533,12,
2533,13,0.15137499999999998
2533,14,0.085875
2533,15,0.108125
2533,16,0.072875
2534,0,0.11025
2534,1,0.04575
2534,2,
2534,3,
2534,4,0.087625
2534,5,
2534,6,
2534,7,0.082
2534,8,
2534,9,0.107125
2534,10,
2534,11,0.110625
2534,12,
2534,13,0.06533333333333334
2534,14,0.09862499999999999
2534,15,0.097125
2534,16,0.094125
2535,0,0.085
2535,1,0.089125
2535,2,
2535,3,
2535,4,0.10250000000000001
2535,5,
2535,6,
2535,7,0.0775
2535,8,
2535,9,0.09225
2535,10,
2535,11,0.073125
2535,12,
2535,13,0.12466666666666666
2535,14,0.099
2535,15,0.122125
2535,16,0.11425
2536,0,0.085125
2536,1,0.073125
2536,2,
2536,3,
2536,4,0.06987499999999999
2536,5,
2536,6,
2536,7,0.09725
2536,8,
2536,9,0.08574999999999999
2536,10,
2536,11,0.10600000000000001
2536,12,
2536,13,0.127625
2536,14,0.097
2536,15,0.08887500000000001
2536,16,0.0985
2537,0,0.096875
2537,1,0.062375
2537,2,
2537,3,
2537,4,0.057666666666666665
2537,5,
2537,6,
2537,7,0.07550000000000001
2537,8,
2537,9,0.114375
2537,10,
2537,11,0.081375
2537,12,
2537,13,0.0755
2537,14,0.08725000000000001
2537,15,0.122375
2537,16,0.109125
2538,0,0.05225
2538,1,0.083
2538,2,
2538,3,
2538,4,0.091875
2538,5,
2538,6,
2538,7,0.12037500000000001
2538,8,
2538,9,0.0735
2538,10,
2538,11,0.114875
2538,12,
2538,13,0.08925
2538,14,0.06987499999999999
2538,15,0.115625
2538,16,0.11250000000000002
2539,0,0.061125
2539,1,0.042333333333333334
2539,2,
2539,3,
2539,4,0.0945
2539,5,
2539,6,
2539,7,0.05925
2539,8,
2539,9,0.10425000000000001
2539,10,
2539,11,0.09825
2539,12,
2539,13,0.0965
2539,14,0.07425000000000001
2539,15,0.0745
2539,16,0.103625
2540,0,0.09175
2540,1,0.048375
2540,2,
2540,3,
2540,4,0.058374999999999996
2540,5,
2540,6,
2540,7,0.075125
2540,8,
2540,9,0.113875
2540,10,
2540,11,0.07350000000000001
2540,12,
2540,13,0.09662499999999999
2540,14,0.05575
2540,15,0.094
2540,16,0.09225
2541,0,0.11787500000000001
2541,1,0.08425
2541,2,
2541,3,
2541,4,0.08750000000000001
2541,5,
2541,6,
2541,7,0.127
2541,8,
2541,9,0.09575
2541,10,
2541,11,0.11537499999999999
2541,12,
2541,13,0.112875
2541,14,0.110625
2541,15,0.08224999999999999
2541,16,0.089125
2542,0,0.09425
2542,1,0.08925
2542,2,
2542,3,
2542,4,0.076875
2542,5,
2542,6,
2542,7,0.0885
2542,8,
2542,9,0.07250000000000001
2542,10,
2542,11,0.13462500000000002
2542,12,
2542,13,0.07033333333333333
2542,14,0.060625
2542,15,0.121125
2542,16,0.06775
2543,0,0.075875
2543,1,0.0695
2543,2,
2543,3,
2543,4,0.047875
2543,5,
2543,6,
2543,7,0.073125
2543,8,
2543,9,0.124125
2543,10,
2543,11,0.106375
2543,12,
2543,13,0.109
2543,14,0.08375
2543,15,0.084125
2543,16,0.1395
2544,0,0.101625
2544,1,0.09166666666666667
2544,2,
2544,3,
2544,4,0.07225
2544,5,
2544,6,
2544,7,0.093375
2544,8,
2544,9,0.110875
2544,10,
2544,11,0.090625
2544,12,
2544,13,0.111125
2544,14,0.073375
2544,15,0.10425
2544,16,0.06575
2545,0,0.17875
2545,1,0.08399999999999999
2545,2,
2545,3,
2545,4,0.098125
2545,5,
2545,6,
2545,7,0.041875
2545,8,
2545,9,0.095375
2545,10,
2545,11,0.1145
2545,12,
2545,13,0.11674999999999999
2545,14,0.07183333333333333
2545,15,0.07775
2545,16,0.102125
2546,0,0.06537499999999999
2546,1,0.12325
2546,2,
2546,3,
2546,4,0.099625
2546,5,
2546,6,
2546,7,0.06375
2546,8,
2546,9,0.074625
2546,10,
2546,11,0.133
2546,12,
2546,13,0.078625
2546,14,0.1075
2546,15,0.109625
2546,16,0.0825
2547,0,0.079
2547,1,0.06575
2547,2,
2547,3,
2547,4,0.058
2547,5,
2547,6,
2547,7,0.1335
2547,8,
2547,9,0.09625
2547,10,
2547,11,0.082375
2547,12,
2547,13,0.1335
2547,14,0.09162500000000001
2547,15,0.13025
2547,16,0.11312499999999999
2548,0,0.091125
2548,1,0.058499999999999996
2548,2,
2548,3,
2548,4,0.108
2548,5,
2548,6,
2548,7,0.10300000000000001
2548,8,
2548,9,0.06175
2548,10,
2548,11,0.073125
2548,12,
2548,13,0.12075
2548,14,0.0925
2548,15,0.085125
2548,16,0.10475
2549,0,0.065875
2549,1,0.07162500000000001
2549,2,
2549,3,
2549,4,0.0785
2549,5,
2549,6,
2549,7,0.0665
2549,8,
2549,9,0.093625
2549,10,
2549,11,0.081375
2549,12,
2549,13,0.10699999999999998
2549,14,0.094
2549,15,0.12087500000000001
2549,16,0.109125
2550,0,0.06725
2550,1,0.053875
2550,2,
2550,3,
2550,4,0.09675
2550,5,
2550,6,
2550,7,0.109625
2550,8,
2550,9,0.16075
2550,10,
2550,11,0.08549999999999999
2550,12,
2550,13,0.046625
2550,14,0.061875
2550,15,0.122375
2550,16,0.127125
2551,0,0.109625
2551,1,0.0625
2551,2,
2551,3,
2551,4,0.07425
2551,5,
2551,6,
2551,7,0.11987500000000001
2551,8,
2551,9,0.10325
2551,10,
2551,11,0.0785
2551,12,
2551,13,0.105375
2551,14,0.06375
2551,15,0.08574999999999999
2551,16,0.11
2552,0,0.073
2552,1,0.08550000000000002
2552,2,
2552,3,
2552,4,0.07583333333333334
2552,5,
2552,6,
2552,7,0.081
2552,8,
2552,9,0.10033333333333333
2552,10,
2552,11,0.12849999999999998
2552,12,
2552,13,0.07166666666666667
2552,14,0.06283333333333334
2552,15,0.04816666666666667
2552,16,0.037
2553,0,0.104375
2553,1,0.03725
2553,2,
2553,3,
2553,4,0.07325000000000001
2553,5,
2553,6,
2553,7,0.10075
2553,8,
2553,9,0.133
2553,10,
2553,11,0.10200000000000001
2553,12,
2553,13,0.089
2553,14,0.057874999999999996
2553,15,0.096375
2553,16,0.078875
2554,0,0.12787500000000002
2554,1,0.088875
2554,2,
2554,3,
2554,4,0.0615
2554,5,
2554,6,
2554,7,0.072375
2554,8,
2554,9,0.096625
2554,10,
2554,11,0.11283333333333334
2554,12,
2554,13,0.114875
2554,14,0.08274999999999999
2554,15,0.073875
2554,16,0.08800000000000001
2555,0,0.071875
2555,1,0.104375
2555,2,
2555,3,
2555,4,0.074625
2555,5,
2555,6,
2555,7,0.052
2555,8,
2555,9,0.131125
2555,10,
2555,11,0.153
2555,12,
2555,13,0.11737500000000001
2555,14,0.09925
2555,15,0.09525
2555,16,0.07525
2556,0,0.177625
2556,1,0.06116666666666667
2556,2,
2556,3,
2556,4,0.08925
2556,5,
2556,6,
2556,7,0.07433333333333333
2556,8,
2556,9,0.10875
2556,10,
2556,11,0.081375
2556,12,
2556,13,0.10925
2556,14,0.10025
2556,15,0.111625
2556,16,0.11525
2557,0,0.099875
2557,1,0.14475
2557,2,
2557,3,
2557,4,0.080125
2557,5,
2557,6,
2557,7,0.1055
2557,8,
2557,9,0.06987499999999999
2557,10,
2557,11,0.134125
2557,12,
2557,13,0.12887500000000002
2557,14,0.0805
2557,15,0.1205
2557,16,0.12587500000000001
2558,0,0.095875
2558,1,0.09
2558,2,
2558,3,
2558,4,0.095375
2558,5,
2558,6,
2558,7,0.11074999999999999
2558,8,
2558,9,0.06575
2558,10,
2558,11,0.108375
2558,12,
2558,13,0.1335
2558,14,0.10875
2558,15,0.099
2558,16,0.118875
2559,0,0.09325
2559,1,0.063375
2559,2,
2559,3,
2559,4,0.07275
2559,5,
2559,6,
2559,7,0.05150000000000001
2559,8,
2559,9,0.10725000000000001
2559,10,
2559,11,0.07100000000000001
2559,12,
2559,13,0.108375
2559,14,0.12225
2559,15,0.129375
2559,16,0.073625
2560,0,0.13525
2560,1,0.08512499999999999
2560,2,
2560,3,
2560,4,0.091375
2560,5,
2560,6,
2560,7,0.09825
2560,8,
2560,9,0.11674999999999999
2560,10,
2560,11,0.046625
2560,12,
2560,13,0.0865
2560,14,0.0955
2560,15,0.13774999999999998
2560,16,0.140625
2561,0,0.10187500000000001
2561,1,0.10187500000000001
2561,2,
2561,3,
2561,4,0.138875
2561,5,
2561,6,
2561,7,0.094
2561,8,
2561,9,0.1135
2561,10,
2561,11,0.12975
2561,12,
2561,13,0.0935
2561,14,0.06975
2561,15,0.11
2561,16,0.14775
2562,0,0.07012499999999999
2562,1,0.089875
2562,2,
2562,3,
2562,4,0.108125
2562,5,
2562,6,
2562,7,0.08625
2562,8,
2562,9,0.09625
2562,10,
2562,11,0.13025
2562,12,
2562,13,0.062125
2562,14,0.039125
2562,15,0.063375
2562,16,0.10375000000000001
2563,0,0.07025
2563,1,0.063
2563,2,
2563,3,
2563,4,0.07425
2563,5,
2563,6,
2563,7,0.12412500000000001
2563,8,
2563,9,0.09275
2563,10,
2563,11,0.0935
2563,12,
2563,13,0.133
2563,14,0.0765
2563,15,0.08125
2563,16,0.0685
2564,0,0.07475
2564,1,0.064
2564,2,
2564,3,
2564,4,0.09775
2564,5,
2564,6,
2564,7,0.15587499999999999
2564,8,
2564,9,0.071875
2564,10,
2564,11,0.12037500000000001
2564,12,
2564,13,0.143
2564,14,0.09025000000000001
2564,15,0.088875
2564,16,0.06837499999999999
2565,0,0.07012499999999999
2565,1,0.054625
2565,2,
2565,3,
2565,4,0.11687499999999999
2565,5,
2565,6,
2565,7,0.072
2565,8,
2565,9,0.12075
2565,10,
2565,11,0.106875
2565,12,
2565,13,0.113875
2565,14,0.153375
2565,15,0.10875
2565,16,0.104
2566,0,0.138
2566,1,0.048875
2566,2,
2566,3,
2566,4,0.083875
2566,5,
2566,6,
2566,7,0.0955
2566,8,
2566,9,0.174
2566,10,
2566,11,0.090375
2566,12,
2566,13,0.1025
2566,14,0.0495
2566,15,0.173875
2566,16,0.086875
2567,0,0.10012499999999999
2567,1,0.12100000000000001
2567,2,
2567,3,
2567,4,0.059125
2567,5,
2567,6,
2567,7,0.136375
2567,8,
2567,9,0.121125
2567,10,
2567,11,0.103875
2567,12,
2567,13,0.12425
2567,14,0.10775
2567,15,0.097
2567,16,0.168875
2568,0,0.068125
2568,1,0.079375
2568,2,
2568,3,
2568,4,0.058249999999999996
2568,5,
2568,6,
2568,7,0.113375
2568,8,
2568,9,0.13674999999999998
2568,10,
2568,11,0.172875
2568,12,
2568,13,0.093125
2568,14,0.08525
2568,15,0.123875
2568,16,0.07287500000000001
2569,0,0.092625
2569,1,0.05625
2569,2,
2569,3,
2569,4,0.056874999999999995
2569,5,
2569,6,
2569,7,0.076625
2569,8,
2569,9,0.107875
2569,10,
2569,11,0.114375
2569,12,
2569,13,0.1205
2569,14,0.096125
2569,15,0.107375
2569,16,0.144375
2570,0,0.10725
2570,1,0.06616666666666667
2570,2,
2570,3,
2570,4,0.104375
2570,5,
2570,6,
2570,7,0.05975
2570,8,
2570,9,0.147
2570,10,
2570,11,0.154625
2570,12,
2570,13,0.141375
2570,14,0.077875
2570,15,0.095
2570,16,0.1015
2571,0,0.14225
2571,1,0.0955
2571,2,
2571,3,
2571,4,0.07416666666666667
2571,5,
2571,6,
2571,7,0.05487500000000001
2571,8,
2571,9,0.11237499999999999
2571,10,
2571,11,0.10525000000000001
2571,12,
2571,13,0.119375
2571,14,0.138625
2571,15,0.10575
2571,16,0.10262500000000001
2572,0,0.11725000000000001
2572,1,0.11275
2572,2,
2572,3,
2572,4,0.079375
2572,5,
2572,6,
2572,7,0.079
2572,8,
2572,9,0.07500000000000001
2572,10,
2572,11,0.13724999999999998
2572,12,
2572,13,0.156125
2572,14,0.106125
2572,15,0.125
2572,16,0.10450000000000001
2573,0,0.07300000000000001
2573,1,0.092625
2573,2,
2573,3,
2573,4,0.09075
2573,5,
2573,6,
2573,7,0.15337499999999998
2573,8,
2573,9,0.08625000000000001
2573,10,
2573,11,0.1045
2573,12,
2573,13,0.124
2573,14,0.11175
2573,15,0.15762500000000002
2573,16,0.12462499999999999
2574,0,0.101875
2574,1,0.062875
2574,2,
2574,3,
2574,4,0.092375
2574,5,
2574,6,
2574,7,0.08825
2574,8,
2574,9,0.082
2574,10,
2574,11,0.078
2574,12,
2574,13,0.123125
2574,14,0.08975
2574,15,0.14075000000000001
2574,16,0.15837500000000002
2575,0,0.08399999999999999
2575,1,0.0815
2575,2,
2575,3,
2575,4,0.073375
2575,5,
2575,6,
2575,7,0.09675
2575,8,
2575,9,0.091125
2575,10,
2575,11,0.060625
2575,12,
2575,13,0.134125
2575,14,0.095125
2575,15,0.092
2575,16,0.12737500000000002
2576,0,0.139125
2576,1,0.0715
2576,2,
2576,3,
2576,4,0.08866666666666667
2576,5,
2576,6,
2576,7,0.086875
2576,8,
2576,9,0.16012500000000002
2576,10,
2576,11,0.094125
2576,12,
2576,13,0.08712500000000001
2576,14,0.095125
2576,15,0.154
2576,16,0.0925
2577,0,0.08787500000000001
2577,1,0.11624999999999999
2577,2,
2577,3,
2577,4,0.09275
2577,5,
2577,6,
2577,7,0.094625
2577,8,
2577,9,0.092625
2577,10,
2577,11,0.098125
2577,12,
2577,13,0.076125
2577,14,0.06487499999999999
2577,15,0.1185
2577,16,0.136875
2578,0,0.08762500000000001
2578,1,0.064125
2578,2,
2578,3,
2578,4,0.090375
2578,5,
2578,6,
2578,7,0.102125
2578,8,
2578,9,0.10237500000000001
2578,10,
2578,11,0.148375
2578,12,
2578,13,0.07550000000000001
2578,14,0.059250000000000004
2578,15,0.081125
2578,16,0.1
2579,0,0.1325
2579,1,0.077125
2579,2,
2579,3,
2579,4,0.08249999999999999
2579,5,
2579,6,
2579,7,0.11499999999999999
2579,8,
2579,9,0.119
2579,10,
2579,11,0.104
2579,12,
2579,13,0.12
2579,14,0.062625
2579,15,0.07037500000000001
2579,16,0.093
2580,0,0.20750000000000002
2580,1,0.10262500000000001
2580,2,
2580,3,
2580,4,0.0995
2580,5,
2580,6,
2580,7,0.075125
2580,8,
2580,9,0.103625
2580,10,
2580,11,0.10525000000000001
2580,12,
2580,13,0.10400000000000001
2580,14,0.103
2580,15,0.06325
2580,16,0.064875
2581,0,0.07400000000000001
2581,1,0.194375
2581,2,
2581,3,
2581,4,0.09462499999999999
2581,5,
2581,6,
2581,7,0.11199999999999999
2581,8,
2581,9,0.13374999999999998
2581,10,
2581,11,0.089875
2581,12,
2581,13,0.167625
2581,14,0.091625
2581,15,0.12637500000000002
2581,16,0.09625
2582,0,0.09175
2582,1,0.06725
2582,2,
2582,3,
2582,4,0.083625
2582,5,
2582,6,
2582,7,0.083125
2582,8,
2582,9,0.08825
2582,10,
2582,11,0.130625
2582,12,
2582,13,0.11300000000000002
2582,14,0.102375
2582,15,0.100375
2582,16,0.11112499999999999
2583,0,0.08474999999999999
2583,1,0.075625
2583,2,
2583,3,
2583,4,0.09899999999999999
2583,5,
2583,6,
2583,7,0.12487500000000001
2583,8,
2583,9,0.128625
2583,10,
2583,11,0.108375
2583,12,
2583,13,0.10187500000000001
2583,14,0.11183333333333334
2583,15,0.149375
2583,16,0.096125
2584,0,0.05925
2584,1,0.077875
2584,2,
2584,3,
2584,4,0.1475
2584,5,
2584,6,
2584,7,0.07766666666666668
2584,8,
2584,9,0.12
2584,10,
2584,11,0.11574999999999999
2584,12,
2584,13,0.10062499999999999
2584,14,0.057499999999999996
2584,15,0.1175
2584,16,0.15675
2585,0,0.09575
2585,1,0.049874999999999996
2585,2,
2585,3,
2585,4,0.10225
2585,5,
2585,6,
2585,7,0.06583333333333334
2585,8,
2585,9,0.105875
2585,10,
2585,11,0.124
2585,12,
2585,13,0.12012500000000001
2585,14,0.092375
2585,15,0.071625
2585,16,0.121625
2586,0,0.085875
2586,1,0.08499999999999999
2586,2,
2586,3,
2586,4,0.08425
2586,5,
2586,6,
2586,7,0.14
2586,8,
2586,9,0.123
2586,10,
2586,11,0.11333333333333333
2586,12,
2586,13,0.11025
2586,14,0.08537499999999999
2586,15,0.091875
2586,16,0.06
2587,0,0.10200000000000001
2587,1,0.064125
2587,2,
2587,3,
2587,4,0.07075000000000001
2587,5,
2587,6,
2587,7,0.17916666666666667
2587,8,
2587,9,0.08775
2587,10,
2587,11,0.09525
2587,12,
2587,13,0.10149999999999999
2587,14,0.083625
2587,15,0.134375
2587,16,0.09625
2588,0,0.079125
2588,1,0.069625
2588,2,
2588,3,
2588,4,0.079625
2588,5,
2588,6,
2588,7,0.09412500000000001
2588,8,
2588,9,0.15125
2588,10,
2588,11,0.12037500000000001
2588,12,
2588,13,0.153125
2588,14,0.088125
2588,15,0.11175000000000002
2588,16,0.12050000000000001
2589,0,0.093375
2589,1,0.06987499999999999
2589,2,
2589,3,
2589,4,0.0835
2589,5,
2589,6,
2589,7,0.09625
2589,8,
2589,9,0.152875
2589,10,
2589,11,0.098
2589,12,
2589,13,0.07450000000000001
2589,14,0.11399999999999999
2589,15,0.10200000000000001
2589,16,0.090625
2590,0,0.11524999999999999
2590,1,0.075375
2590,2,
2590,3,
2590,4,0.08712500000000001
2590,5,
2590,6,
2590,7,0.0895
2590,8,
2590,9,0.16375
2590,10,
2590,11,0.14033333333333334
2590,12,
2590,13,0.147375
2590,14,0.0935
2590,15,0.136625
2590,16,0.10975
2591,0,0.055875
2591,1,0.1
2591,2,
2591,3,
2591,4,0.087375
2591,5,
2591,6,
2591,7,0.074625
2591,8,
2591,9,0.1025
2591,10,
2591,11,0.16275
2591,12,
2591,13,0.103875
2591,14,0.088625
2591,15,0.07337500000000001
2591,16,0.131125
2592,0,0.0815
2592,1,0.040374999999999994
2592,2,
2592,3,
2592,4,0.0805
2592,5,
2592,6,
2592,7,0.11812500000000001
2592,8,
2592,9,0.08975
2592,10,
2592,11,0.12612500000000001
2592,12,
2592,13,0.12112499999999998
2592,14,0.1
2592,15,0.13949999999999999
2592,16,0.108625
2593,0,0.06987499999999999
2593,1,0.06675
2593,2,
2593,3,
2593,4,0.071875
2593,5,
2593,6,
2593,7,0.07175000000000001
2593,8,
2593,9,0.098
2593,10,
2593,11,0.070625
2593,12,
2593,13,0.153
2593,14,0.12687500000000002
2593,15,0.13125
2593,16,0.12775
2594,0,0.12225
2594,1,0.056499999999999995
2594,2,
2594,3,
2594,4,0.11925000000000001
2594,5,
2594,6,
2594,7,0.096
2594,8,
2594,9,0.1095
2594,10,
2594,11,0.087375
2594,12,
2594,13,0.157375
2594,14,0.10025
2594,15,0.11525
2594,16,0.101875
2595,0,0.092875
2595,1,0.10312500000000001
2595,2,
2595,3,
2595,4,0.055875
2595,5,
2595,6,
2595,7,0.08862500000000001
2595,8,
2595,9,0.10475000000000001
2595,10,
2595,11,0.116875
2595,12,
2595,13,0.08725
2595,14,0.109125
2595,15,0.17350000000000002
2595,16,0.14800000000000002
2596,0,0.10225
2596,1,0.087375
2596,2,
2596,3,
2596,4,0.057125
2596,5,
2596,6,
2596,7,0.077625
2596,8,
2596,9,0.097625
2596,10,
2596,11,0.1245
2596,12,
2596,13,0.089625
2596,14,0.059875000000000005
2596,15,0.13924999999999998
2596,16,0.146125
2597,0,0.0565
2597,1,0.07325
2597,2,
2597,3,
2597,4,0.062625
2597,5,
2597,6,
2597,7,0.109625
2597,8,
2597,9,0.12325
2597,10,
2597,11,0.11937500000000001
2597,12,
2597,13,0.10250000000000001
2597,14,0.088
2597,15,0.07250000000000001
2597,16,0.11149999999999999
2598,0,0.14375
2598,1,0.056874999999999995
2598,2,
2598,3,
2598,4,0.096375
2598,5,
2598,6,
2598,7,0.057125
2598,8,
2598,9,0.08637500000000001
2598,10,
2598,11,0.10675
2598,12,
2598,13,0.15233333333333335
2598,14,0.082125
2598,15,0.096
2598,16,0.0545
2599,0,0.116375
2599,1,0.10675000000000001
2599,2,
2599,3,
2599,4,0.1105
2599,5,
2599,6,
2599,7,0.061250000000000006
2599,8,
2599,9,0.129125
2599,10,
2599,11,0.11
2599,12,
2599,13,0.083375
2599,14,0.11225
2599,15,0.11
2599,16,0.12275
2600,0,0.07975
2600,1,0.1075
2600,2,
2600,3,
2600,4,0.06175
2600,5,
2600,6,
2600,7,0.07875
2600,8,
2600,9,0.0775
2600,10,
2600,11,0.09075
2600,12,
2600,13,0.13425
2600,14,0.067875
2600,15,0.12775
2600,16,0.10775000000000001
2601,0,0.078625
2601,1,0.0635
2601,2,
2601,3,
2601,4,0.07375000000000001
2601,5,
2601,6,
2601,7,0.11975
2601,8,
2601,9,0.053000000000000005
2601,10,
2601,11,0.11699999999999999
2601,12,
2601,13,0.109875
2601,14,0.096875
2601,15,0.09425
2601,16,0.13425
2602,0,0.109375
2602,1,0.07125000000000001
2602,2,
2602,3,
2602,4,0.11475
2602,5,
2602,6,
2602,7,0.11750000000000001
2602,8,
2602,9,0.12225
2602,10,
2602,11,0.093
2602,12,
2602,13,0.07350000000000001
2602,14,0.081875
2602,15,0.11887500000000001
2602,16,0.08787500000000001
2603,0,0.08975
2603,1,0.08575
2603,2,
2603,3,
2603,4,0.12125
2603,5,
2603,6,
2603,7,0.04775
2603,8,
2603,9,0.10975000000000001
2603,10,
2603,11,0.059625
2603,12,
2603,13,0.11075
2603,14,0.0665
2603,15,0.10550000000000001
2603,16,0.133875
2604,0,0.12212500000000001
2604,1,0.071125
2604,2,
2604,3,
2604,4,0.078
2604,5,
2604,6,
2604,7,0.139125
2604,8,
2604,9,0.131
2604,10,
2604,11,0.11399999999999999
2604,12,
2604,13,0.11387499999999999
2604,14,0.112625
2604,15,0.06712499999999999
2604,16,0.084875
2605,0,0.087375
2605,1,0.0975
2605,2,
2605,3,
2605,4,0.057874999999999996
2605,5,
2605,6,
2605,7,0.129625
2605,8,
2605,9,0.091125
2605,10,
2605,11,0.145625
2605,12,
2605,13,0.0665
2605,14,0.077875
2605,15,0.11024999999999999
2605,16,0.0875
2606,0,0.075375
2606,1,0.06825
2606,2,
2606,3,
2606,4,0.08374999999999999
2606,5,
2606,6,
2606,7,0.105875
2606,8,
2606,9,0.0995
2606,10,
2606,11,0.111375
2606,12,
2606,13,0.10850000000000001
2606,14,0.03675
2606,15,0.10687500000000001
2606,16,0.10124999999999999
2607,0,0.0875
2607,1,0.06887499999999999
2607,2,
2607,3,
2607,4,0.072875
2607,5,
2607,6,
2607,7,0.056833333333333326
2607,8,
2607,9,0.144125
2607,10,
2607,11,0.109375
2607,12,
2607,13,0.14250000000000002
2607,14,0.1065
2607,15,0.04975
2607,16,0.098125
2608,0,0.055
2608,1,0.069
2608,2,
2608,3,
2608,4,0.091625
2608,5,
2608,6,
2608,7,0.105625
2608,8,
2608,9,0.14200000000000002
2608,10,
2608,11,0.08987500000000001
2608,12,
2608,13,0.115375
2608,14,0.143875
2608,15,0.10475
2608,16,0.051000000000000004
2609,0,0.107375
2609,1,0.0395
2609,2,
2609,3,
2609,4,0.099125
2609,5,
2609,6,
2609,7,0.071
2609,8,
2609,9,0.077625
2609,10,
2609,11,0.13375
2609,12,
2609,13,0.096125
2609,14,0.12283333333333335
2609,15,0.170625
2609,16,0.1355
2610,0,0.092375
2610,1,0.09875
2610,2,
2610,3,
2610,4,0.08049999999999999
2610,5,
2610,6,
2610,7,0.11475
2610,8,
2610,9,0.105875
2610,10,
2610,11,0.140625
2610,12,
2610,13,0.10550000000000001
2610,14,0.052875
2610,15,0.1255
2610,16,0.171375
2611,0,0.111375
2611,1,0.07175000000000001
2611,2,
2611,3,
2611,4,0.07200000000000001
2611,5,
2611,6,
2611,7,0.10375
2611,8,
2611,9,0.076375
2611,10,
2611,11,0.122625
2611,12,
2611,13,0.13337500000000002
2611,14,0.09883333333333333
2611,15,0.062
2611,16,0.08975
2612,0,0.12512500000000001
2612,1,0.10037499999999999
2612,2,
2612,3,
2612,4,0.04825
2612,5,
2612,6,
2612,7,0.093125
2612,8,
2612,9,0.12125
2612,10,
2612,11,0.111875
2612,12,
2612,13,0.130875
2612,14,0.09825
2612,15,0.1295
2612,16,0.066375
2613,0,0.103
2613,1,0.085125
2613,2,
2613,3,
2613,4,0.076625
2613,5,
2613,6,
2613,7,0.063625
2613,8,
2613,9,0.098125
2613,10,
2613,11,0.069625
2613,12,
2613,13,0.140875
2613,14,0.08725
2613,15,0.11587499999999999
2613,16,0.142375
2614,0,0.0805
2614,1,0.10112499999999999
2614,2,
2614,3,
2614,4,0.11250000000000002
2614,5,
2614,6,
2614,7,0.053500000000000006
2614,8,
2614,9,0.12325
2614,10,
2614,11,0.142625
2614,12,
2614,13,0.11524999999999999
2614,14,0.104375
2614,15,0.12425
2614,16,0.12625
2615,0,0.077375
