TimeStep,Station_PM,Occupancy
32,1,0.0081
32,20,0.0169
32,23,0.0093
32,3,0.0088
32,5,0.0037
32,24,0.0087
32,21,0.0085
33,2,0.0077
33,6,0.0101
33,15,0.0211
33,19,0.015
33,0,0.0063
33,4,0.011
33,7,0.0093
33,10,0.0165
33,11,0.0184
33,12,0.0174
33,13,0.0172
33,14,0.0152
33,17,0.0162
33,22,0.0106
33,8,0.0084
33,1,0.0082
33,20,0.0083
33,23,0.0127
33,3,0.0075
33,5,0.0072
33,24,0.0082
33,21,0.0105
34,2,0.0083
34,6,0.0111
34,15,0.0161
34,19,0.0122
34,0,0.0046
34,4,0.0145
34,7,0.0113
34,10,0.0173
34,11,0.0207
34,12,0.0183
34,13,0.0175
34,14,0.0122
34,17,0.0102
34,22,0.0075
34,8,0.0082
34,1,0.006
34,20,0.009
34,23,0.0112
34,3,0.0105
34,5,0.0072
34,24,0.0091
34,21,0.0108
35,2,0.0052
35,6,0.0154
35,15,0.031
35,19,0.0131
35,0,0.0027
35,4,0.0115
35,7,0.01
35,10,0.0158
35,11,0.0193
35,12,0.0173
35,13,0.0221
35,14,0.0132
35,17,0.0124
35,22,0.01
35,8,0.0139
35,1,0.0057
35,20,0.0082
35,23,0.0179
35,3,0.009
35,5,0.0078
35,24,0.0111
35,21,0.0112
36,2,0.0045
36,6,0.0136
36,15,0.0269
36,19,0.0147
36,0,0.0035
36,4,0.01
36,7,0.0085
36,10,0.017
36,11,0.024
36,12,0.0181
36,13,0.0189
36,14,0.0161
36,17,0.0132
36,22,0.0066
36,8,0.0083
36,1,0.0051
36,20,0.0074
36,23,0.0115
36,3,0.0063
36,5,0.0051
36,24,0.008
36,21,0.0094
37,2,0.0088
37,6,0.0061
37,15,0.0274
37,19,0.0173
37,0,0.008
37,4,0.0105
37,7,0.007
37,10,0.0243
37,11,0.0192
37,12,0.0137
37,13,0.0185
37,14,0.0161
37,17,0.0185
37,22,0.0075
37,8,0.0077
37,1,0.0058
37,20,0.0087
