TimeStep,Station_PM,speed
27,15,64.8
27,16,59.78947368421053
28,0,64.55
28,1,65.08
28,2,
28,3,
28,4,66.35
28,5,
28,6,
28,7,64.0
28,8,
28,9,61.9375
28,10,
28,11,68.29411764705883
28,12,
28,13,66.1
28,14,64.42857142857143
28,15,69.51851851851852
28,16,68.15789473684211
29,0,63.0
29,1,68.4375
29,2,
29,3,
29,4,68.38095238095238
29,5,
29,6,
29,7,66.25
29,8,
29,9,61.1578947368421
29,10,
29,11,65.0625
29,12,
29,13,72.13333333333334
29,14,69.8
29,15,65.82352941176471
29,16,60.69565217391305
30,0,64.76470588235294
30,1,64.77272727272727
30,2,
30,3,
30,4,66.36842105263158
30,5,
30,6,
30,7,63.40909090909091
30,8,
30,9,63.6
30,10,
30,11,62.5
30,12,
30,13,66.07692307692308
30,14,66.61538461538461
30,15,71.0625
30,16,64.3
31,0,64.6923076923077
31,1,65.07142857142857
31,2,
31,3,
31,4,65.35
31,5,
31,6,
31,7,68.15789473684211
31,8,
31,9,60.05882352941177
31,10,
31,11,68.5
31,12,
31,13,64.15789473684211
31,14,66.25
31,15,65.64285714285714
31,16,63.63157894736842
32,0,67.73684210526316
32,1,68.06666666666666
32,2,
32,3,
32,4,66.77272727272727
32,5,
32,6,
32,7,63.89473684210526
32,8,
32,9,68.1923076923077
32,10,
32,11,63.5
32,12,
32,13,66.18518518518519
32,14,64.5909090909091
32,15,63.10526315789474
32,16,59.285714285714285
33,0,66.03846153846153
33,1,68.38095238095238
33,2,
33,3,
33,4,64.07142857142857
33,5,
33,6,
33,7,61.92307692307692
33,8,
33,9,64.16666666666667
33,10,
33,11,68.625
33,12,
33,13,67.0
33,14,69.64285714285714
33,15,69.48148148148148
33,16,62.54545454545455
34,0,67.57142857142857
34,1,66.23076923076923
34,2,
34,3,
34,4,71.5
34,5,
34,6,
34,7,62.833333333333336
34,8,
34,9,61.76470588235294
34,10,
34,11,69.0
34,12,
34,13,70.72727272727273
34,14,71.42857142857143
34,15,65.93333333333334
34,16,65.65625
35,0,68.57142857142857
35,1,65.3
35,2,
35,3,
35,4,70.2
35,5,
35,6,
35,7,64.15384615384616
35,8,
35,9,63.40909090909091
35,10,
35,11,67.9
35,12,
35,13,67.61111111111111
35,14,67.8125
35,15,72.54166666666667
35,16,71.78947368421052
36,0,67.0
36,1,66.57142857142857
36,2,
36,3,
36,4,66.63636363636364
36,5,
36,6,
36,7,68.52173913043478
36,8,
36,9,62.88461538461539
36,10,
36,11,61.30769230769231
36,12,
36,13,66.05882352941177
36,14,61.94736842105263
36,15,69.41176470588235
36,16,63.916666666666664
37,0,62.53333333333333
37,1,69.1
37,2,
37,3,
37,4,66.96296296296296
37,5,
37,6,
37,7,65.0909090909091
37,8,
37,9,67.72727272727273
37,10,
37,11,64.05263157894737
37,12,
37,13,65.36842105263158
37,14,64.4375
37,15,67.7
37,16,63.904761904761905
38,0,63.94736842105263
38,1,64.375
38,2,
38,3,
38,4,67.2
38,5,
38,6,
38,7,66.18518518518519
38,8,
38,9,64.88
38,10,
38,11,71.1304347826087
38,12,
38,13,62.7037037037037
38,14,63.63636363636363
38,15,61.0
38,16,67.93333333333334
39,0,64.47058823529412
39,1,66.04545454545455
39,2,
39,3,
39,4,62.69230769230769
39,5,
39,6,
39,7,61.95652173913044
39,8,
39,9,64.23076923076923
39,10,
39,11,62.82608695652174
39,12,
39,13,69.75862068965517
39,14,67.66666666666667
39,15,63.3448275862069
39,16,57.833333333333336
40,0,67.7
40,1,66.0
40,2,
40,3,
40,4,65.13333333333334
40,5,
40,6,
40,7,63.0
40,8,
40,9,67.5
40,10,
40,11,65.58620689655173
40,12,
40,13,70.9375
40,14,67.5909090909091
40,15,72.05263157894737
40,16,64.89655172413794
41,0,64.38461538461539
41,1,69.35714285714286
41,2,
41,3,
41,4,66.16666666666667
41,5,
41,6,
41,7,61.64705882352941
41,8,
41,9,62.388888888888886
41,10,
41,11,64.53333333333333
41,12,
41,13,66.75
41,14,71.14285714285714
41,15,70.68
41,16,68.04545454545455
42,0,71.31818181818181
42,1,66.66666666666667
42,2,
42,3,
42,4,67.75
42,5,
42,6,
42,7,65.5
42,8,
42,9,65.08333333333333
42,10,
42,11,61.77272727272727
42,12,
42,13,65.35483870967742
42,14,67.10344827586206
42,15,68.1
42,16,63.04545454545455
43,0,66.0
43,1,70.06666666666666
43,2,
43,3,
43,4,60.833333333333336
43,5,
43,6,
43,7,63.10526315789474
43,8,
43,9,66.35
43,10,
43,11,61.25
43,12,
43,13,63.25
43,14,63.36842105263158
43,15,64.90625
43,16,63.80769230769231
44,0,64.0
44,1,70.52941176470588
44,2,
44,3,
44,4,73.05882352941177
44,5,
44,6,
44,7,54.2
44,8,
44,9,63.86363636363637
44,10,
44,11,66.57142857142857
44,12,
44,13,65.85714285714286
44,14,61.95238095238095
44,15,65.14285714285714
44,16,59.65
45,0,66.21428571428571
45,1,67.0909090909091
45,2,
45,3,
45,4,68.6923076923077
45,5,
45,6,
45,7,69.21052631578948
45,8,
45,9,63.3125
45,10,
45,11,64.15789473684211
45,12,
45,13,68.3
45,14,67.53846153846153
45,15,62.55555555555556
45,16,58.1
46,0,66.66666666666667
46,1,67.8125
46,2,
46,3,
46,4,62.333333333333336
46,5,
46,6,
46,7,74.41666666666667
46,8,
46,9,68.0
46,10,
46,11,60.529411764705884
46,12,
46,13,66.73684210526316
46,14,68.04
46,15,69.88235294117646
46,16,63.0
47,0,65.92857142857143
47,1,64.07142857142857
47,2,
47,3,
47,4,67.84615384615384
47,5,
47,6,
