0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0.00624395,0.0,-0.0,-0.0,-0.0,-0.0,0.0054160925,0.008756309,-0.0,0.010442004,0.0,-0.0,0.0,0.0,-0.0,0.0,0.02570886,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.001081266,-0.0,-0.0,-0.0028280604,-0.0,0.0,-0.027780255,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0043652193,-0.0,0.0,0.0,0.0,-0.035772573,-0.0,0.0054326546,0.022862675,-0.00835425,-0.0,-0.0,0.0016633135,-3.847418e-05
