TimeStep,Station_Number,v_x
4.0,89.0,0.009112617
4.0,74.0,0.014449557
4.0,136.0,0.15819499
4.0,99.0,-0.051414836
4.0,79.0,0.015596671
4.0,199.0,-0.0018039737
4.0,297.0,0.018401828
4.0,23.0,-0.4051686
4.0,0.0,-5.461803
4.0,17.0,-0.13713849
4.0,5.0,0.06094289
4.0,12.0,-0.049331665
4.0,7.0,-0.23369037
4.0,10.0,-0.07422179
4.0,45.0,0.011197016
4.0,157.0,0.059771113
4.0,175.0,0.040493898
4.0,247.0,-0.024248663
4.0,234.0,-0.037107904
4.0,268.0,-0.0062141214
4.0,264.0,-0.009334458
4.0,226.0,-0.040484816
4.0,229.0,-0.040057722
4.0,212.0,-0.026630217
4.0,196.0,0.0041870466
4.0,220.0,-0.0375551
4.0,170.0,0.04156585
4.0,148.0,0.10327167
4.0,77.0,0.015380099
4.0,161.0,0.048015654
4.0,132.0,0.1672883
4.0,128.0,0.1709454
4.0,117.0,-0.01514645
4.0,92.0,0.0013404386
4.0,69.0,0.010955071
4.0,65.0,0.0038019628
4.0,22.0,-0.2106353
4.0,52.0,0.86650527
4.0,60.0,-0.03717452
4.0,56.0,-0.034576327
4.0,58.0,-0.068785384
4.0,75.0,0.014843876
5.0,294.0,0.011412919
5.0,181.0,0.037602168
5.0,152.0,0.093999535
5.0,118.0,-0.032686576
5.0,286.0,0.004680624
5.0,281.0,0.0012237262
5.0,276.0,-0.0022923183
5.0,272.0,-0.0051948093
5.0,258.0,-0.015662557
5.0,256.0,-0.017194625
5.0,252.0,-0.0203351
5.0,224.0,-0.03564857
5.0,216.0,-0.027487984
5.0,208.0,-0.014215667
5.0,207.0,-0.012426872
5.0,201.0,-0.0015819073
5.0,192.0,0.015338402
5.0,186.0,0.027433192
5.0,173.0,0.04942696
5.0,144.0,0.10930817
5.0,124.0,0.07353642
5.0,122.0,0.053219646
5.0,109.0,-0.3805672
5.0,107.0,-0.2794526
5.0,97.0,-0.011482222
5.0,89.0,0.015240674
5.0,74.0,0.0124333
5.0,136.0,0.10715443
5.0,99.0,-0.030440483
5.0,79.0,0.0136149535
5.0,199.0,0.0020763902
5.0,297.0,0.01535923
5.0,23.0,-0.19485259
5.0,0.0,-2.2573755
5.0,17.0,-0.47498024
5.0,5.0,1.3510458
5.0,12.0,0.020454943
5.0,7.0,-0.442405
5.0,10.0,-0.49666178
5.0,45.0,0.049704924
5.0,157.0,0.073229246
5.0,175.0,0.04754751
5.0,247.0,-0.024462938
5.0,234.0,-0.03485784
5.0,268.0,-0.008153096
5.0,264.0,-0.011139661
5.0,226.0,-0.036440074
5.0,229.0,-0.036662977
5.0,212.0,-0.021185879
5.0,196.0,0.0076537076
5.0,220.0,-0.032494083
5.0,170.0,0.050525587
5.0,148.0,0.10582045
5.0,77.0,0.012992231
5.0,161.0,0.05926727
5.0,132.0,0.10351141
5.0,128.0,0.0945227
5.0,117.0,-0.06950515
5.0,92.0,0.011464726
5.0,69.0,0.011456785
5.0,65.0,0.004194091
5.0,22.0,-0.121331066
5.0,52.0,1.0900662
5.0,60.0,-0.060984675
5.0,56.0,-0.16483773
5.0,58.0,-0.13224486
5.0,75.0,0.012569521
6.0,294.0,0.009213146
6.0,181.0,0.042201824
6.0,152.0,0.049749665
6.0,118.0,0.0031204852
6.0,286.0,0.0023946315
6.0,281.0,-0.0010149069
6.0,276.0,-0.004177626
6.0,272.0,-0.006627258
6.0,258.0,-0.015448866
6.0,256.0,-0.016809978
6.0,252.0,-0.0196488
6.0,224.0,-0.032190178
6.0,216.0,-0.023183718
6.0,208.0,-0.009455342
6.0,207.0,-0.007658151
6.0,201.0,0.0029677325
6.0,192.0,0.019203834
6.0,186.0,0.031401478
6.0,173.0,0.05392734
6.0,144.0,0.048923917
6.0,124.0,0.06635207
6.0,122.0,0.057692662
6.0,109.0,-0.25837642
6.0,107.0,-0.2018822
6.0,97.0,-0.008977715
6.0,89.0,0.0103673395
6.0,74.0,0.016158212
6.0,136.0,0.05513497
6.0,99.0,-0.024306476
6.0,79.0,0.0134366825
6.0,199.0,0.0064691547
6.0,297.0,0.012760565
6.0,23.0,-0.3437609
6.0,0.0,-0.88166726
6.0,17.0,0.21258855
6.0,5.0,-5.2166567
6.0,12.0,-0.29026663
6.0,7.0,-0.08330503
6.0,10.0,-0.8001825
6.0,45.0,0.026371717
6.0,157.0,0.047672346
6.0,175.0,0.052564636
6.0,247.0,-0.023423575
6.0,234.0,-0.032600604
6.0,268.0,-0.0090687135
6.0,264.0,-0.011553103
6.0,226.0,-0.033219904
6.0,229.0,-0.033807263
6.0,212.0,-0.016580127
6.0,196.0,0.011786917
6.0,220.0,-0.028585164
6.0,170.0,0.05293332
6.0,148.0,0.049399234
6.0,77.0,0.0145956185
6.0,161.0,0.045429632
6.0,132.0,0.06206595
6.0,128.0,0.068171315
6.0,117.0,-0.023136882
6.0,92.0,0.007921411
6.0,69.0,0.014305558
6.0,65.0,-0.0033085202
6.0,22.0,-0.46801522
6.0,52.0,1.7346627
6.0,60.0,-0.14509626
6.0,56.0,-0.3986475
6.0,58.0,-0.32088915
6.0,75.0,0.015712377
7.0,294.0,0.0072512478
7.0,181.0,0.030996185
7.0,152.0,0.030978266
7.0,118.0,0.032792386
7.0,286.0,0.000732135
7.0,281.0,-0.0022365265
7.0,276.0,-0.0047800653
7.0,272.0,-0.006692443
7.0,258.0,-0.014222551
7.0,256.0,-0.015503433
7.0,252.0,-0.018229663
7.0,224.0,-0.029608764
7.0,216.0,-0.019820288
7.0,208.0,-0.0049865707
7.0,207.0,-0.0030919227
7.0,201.0,0.007412908
7.0,192.0,0.019981
7.0,186.0,0.02692944
7.0,173.0,0.027318701
7.0,144.0,0.04888451
7.0,124.0,0.07534936
7.0,122.0,0.07045642
7.0,109.0,-0.22334228
7.0,107.0,-0.18795235
7.0,97.0,-0.014716441
7.0,89.0,0.010385215
7.0,74.0,0.01904007
7.0,136.0,0.065080695
7.0,99.0,-0.029262915
7.0,79.0,0.020055126
7.0,199.0,0.010500499
7.0,297.0,0.010656878
7.0,23.0,-0.45347875
7.0,0.0,-0.4499302
7.0,17.0,0.043820158
7.0,5.0,-0.31890807
7.0,12.0,-0.6126356
7.0,7.0,0.43965954
7.0,10.0,-0.72740555
7.0,45.0,0.018248968
7.0,157.0,0.01916618
7.0,175.0,0.029987399
7.0,247.0,-0.021895334
7.0,234.0,-0.03058447
7.0,268.0,-0.008637188
7.0,264.0,-0.010718018
7.0,226.0,-0.03076857
7.0,229.0,-0.03152921
7.0,212.0,-0.012647071
7.0,196.0,0.014774837
7.0,220.0,-0.025676858
7.0,170.0,0.021294622
7.0,148.0,0.040373996
7.0,77.0,0.020590127
7.0,161.0,0.012429761
7.0,132.0,0.07210481
7.0,128.0,0.07626574
7.0,117.0,0.0124838585
7.0,92.0,0.004667717
7.0,69.0,0.0009780207
7.0,65.0,-0.03939634
7.0,22.0,-0.3761861
7.0,52.0,2.3668551
7.0,60.0,-0.3169161
7.0,56.0,-0.3250864
7.0,58.0,-0.49659652
7.0,75.0,0.020007348
8.0,294.0,0.0070402175
8.0,181.0,0.0038043521
8.0,152.0,0.045701265
8.0,118.0,0.03494093
8.0,286.0,0.00071744993
8.0,281.0,-0.0019608587
8.0,276.0,-0.0041371845
8.0,272.0,-0.0057504512
8.0,258.0,-0.012642514
8.0,256.0,-0.013900072
8.0,252.0,-0.016614538
8.0,224.0,-0.029561765
8.0,216.0,-0.020117156
8.0,208.0,-0.0052800747
8.0,207.0,-0.0036688638
8.0,201.0,0.0020299992
8.0,192.0,-0.00038129836
8.0,186.0,-0.00055169687
8.0,173.0,0.014968524
8.0,144.0,0.057956703
8.0,124.0,0.068135925
8.0,122.0,0.06545317
8.0,109.0,-0.2031233
8.0,107.0,-0.17459479
8.0,97.0,-0.011735881
8.0,89.0,0.019105272
8.0,74.0,0.002071388
8.0,136.0,0.06691063
8.0,99.0,-0.028040517
8.0,79.0,0.021883417
8.0,199.0,0.0022645835
8.0,297.0,0.010395072
8.0,23.0,-0.20501302
8.0,0.0,-0.4280221
8.0,17.0,-0.119861245
8.0,5.0,3.9806063
8.0,12.0,-0.6385073
8.0,7.0,0.84437996
8.0,10.0,-0.36608645
8.0,45.0,-0.0002606511
8.0,157.0,0.03593509
8.0,175.0,0.012326196
8.0,247.0,-0.020306418
8.0,234.0,-0.02941116
8.0,268.0,-0.0074302815
8.0,264.0,-0.009307174
8.0,226.0,-0.030472927
8.0,229.0,-0.030853556
8.0,212.0,-0.012690184
8.0,196.0,0.0014597271
8.0,220.0,-0.025981594
8.0,170.0,0.01811676
8.0,148.0,0.052218445
8.0,77.0,0.017226312
8.0,161.0,0.02817945
8.0,132.0,0.06811381
8.0,128.0,0.06821051
8.0,117.0,0.017084245
8.0,92.0,0.012538255
8.0,69.0,-0.03301965
8.0,65.0,-0.0719233
8.0,22.0,-0.10203335
8.0,52.0,3.127604
8.0,60.0,-0.4379323
8.0,56.0,-0.17980827
8.0,58.0,-0.42517188
8.0,75.0,0.008322539
9.0,294.0,0.008745581
9.0,181.0,0.018170748
9.0,152.0,0.04736934
9.0,118.0,0.018449683
9.0,286.0,0.0020183958
9.0,281.0,-0.0007295292
9.0,276.0,-0.002879493
9.0,272.0,-0.004428815
9.0,258.0,-0.01119496
9.0,256.0,-0.01249923
9.0,252.0,-0.015398993
9.0,224.0,-0.039791897
9.0,216.0,-0.03289229
9.0,208.0,-0.021631084
9.0,207.0,-0.020739004
9.0,201.0,-0.017150287
9.0,192.0,-0.0070149787
9.0,186.0,0.0058576446
9.0,173.0,0.03435377
9.0,144.0,0.0555098
9.0,124.0,0.04719648
9.0,122.0,0.043750487
9.0,109.0,-0.1533229
9.0,107.0,-0.13533388
9.0,97.0,-0.0014662626
9.0,89.0,0.025032781
9.0,74.0,-0.03340791
9.0,136.0,0.054482684
9.0,99.0,-0.017695712
9.0,79.0,0.0013682097
9.0,199.0,-0.015847277
9.0,297.0,0.0122933015
9.0,23.0,-0.10751048
9.0,0.0,-0.5596075
9.0,17.0,-0.23810966
9.0,5.0,0.40305415
9.0,12.0,-0.49517938
9.0,7.0,-0.8689547
9.0,10.0,0.015985928
9.0,45.0,-0.022864405
9.0,157.0,0.042011425
9.0,175.0,0.031289723
9.0,247.0,-0.019575797
9.0,234.0,-0.032950617
9.0,268.0,-0.006031761
9.0,264.0,-0.007848611
9.0,226.0,-0.03945308
9.0,229.0,-0.037720375
9.0,212.0,-0.026611691
9.0,196.0,-0.012989629
9.0,220.0,-0.037935566
9.0,170.0,0.037110016
9.0,148.0,0.051944897
9.0,77.0,-0.015172664
9.0,161.0,0.03905845
9.0,132.0,0.051263176
9.0,128.0,0.049204286
9.0,117.0,0.0050142203
9.0,92.0,0.020461312
9.0,69.0,-0.03281157
9.0,65.0,-0.09243525
9.0,22.0,-0.079334006
9.0,52.0,2.1000347
9.0,60.0,-0.44388306
9.0,56.0,-0.104944706
9.0,58.0,-0.353639
9.0,75.0,-0.029318133
10.0,294.0,0.011414686
10.0,181.0,0.03284499
10.0,152.0,0.04272601
10.0,118.0,0.025655251
10.0,286.0,0.0038088635
10.0,281.0,0.0007510483
10.0,276.0,-0.0016209092
10.0,272.0,-0.0033224337
10.0,258.0,-0.011313954
10.0,256.0,-0.013058732
10.0,252.0,-0.017246034
10.0,224.0,-0.06139327
10.0,216.0,-0.0454583
10.0,208.0,-0.020944897
10.0,207.0,-0.018092297
10.0,201.0,-0.0031408258
10.0,192.0,0.013990806
10.0,186.0,0.024440039
10.0,173.0,0.04089202
10.0,144.0,0.043063585
10.0,124.0,0.03235756
10.0,122.0,0.033385195
10.0,109.0,-0.107115634
10.0,107.0,-0.104624584
10.0,97.0,0.0053009423
10.0,89.0,0.023758782
10.0,74.0,-0.024437852
10.0,136.0,0.033695556
10.0,99.0,-0.009648375
10.0,79.0,-0.03460326
10.0,199.0,0.0010672268
10.0,297.0,0.015409427
10.0,23.0,-0.111662485
10.0,0.0,-0.7289606
10.0,17.0,-0.31154814
10.0,5.0,-0.09349847
10.0,12.0,-0.23931015
10.0,7.0,-2.6131504
10.0,10.0,0.28757343
10.0,45.0,-0.037826765
10.0,157.0,0.03885944
10.0,175.0,0.039961293
10.0,247.0,-0.024094358
10.0,234.0,-0.051023133
10.0,268.0,-0.005098626
10.0,264.0,-0.007177543
10.0,226.0,-0.061938737
10.0,229.0,-0.059923284
10.0,212.0,-0.03311795
10.0,196.0,0.00685185
10.0,220.0,-0.055743385
10.0,170.0,0.0406953
10.0,148.0,0.044453457
10.0,77.0,-0.034489535
10.0,161.0,0.03707149
10.0,132.0,0.030299038
10.0,128.0,0.029928952
10.0,117.0,0.01893989
10.0,92.0,0.023391956
10.0,69.0,-0.020176847
10.0,65.0,-0.104583696
10.0,22.0,-0.119748645
10.0,52.0,1.2190102
10.0,60.0,-0.44750053
10.0,56.0,0.031108141
10.0,58.0,-0.29287726
10.0,75.0,-0.028268415
11.0,294.0,0.013798267
11.0,181.0,0.033274483
11.0,152.0,0.03102047
11.0,118.0,0.045365777
11.0,286.0,0.0051540155
11.0,281.0,0.0014835205
11.0,276.0,-0.0016769208
11.0,272.0,-0.0042277332
11.0,258.0,-0.018401073
11.0,256.0,-0.021631256
11.0,252.0,-0.029210156
11.0,224.0,-0.061371364
11.0,216.0,-0.032691866
11.0,208.0,-0.0011365879
11.0,207.0,0.0020107897
11.0,201.0,0.015843458
11.0,192.0,0.02534249
11.0,186.0,0.029671598
11.0,173.0,0.03672099
11.0,144.0,0.024417415
11.0,124.0,0.04168661
11.0,122.0,0.045651823
11.0,109.0,-0.08487812
11.0,107.0,-0.0925749
11.0,97.0,0.006786733
11.0,89.0,-0.0036431968
11.0,74.0,-0.0061604395
11.0,136.0,0.022755664
11.0,99.0,-0.0067407093
11.0,79.0,-0.021438414
11.0,199.0,0.018766236
11.0,297.0,0.018332414
11.0,23.0,-0.14558849
11.0,0.0,-0.8799549
11.0,17.0,-0.2705857
11.0,5.0,-0.10305322
11.0,12.0,0.092261635
11.0,7.0,0.40226585
11.0,10.0,0.30509856
11.0,45.0,-0.046652973
11.0,157.0,0.032104686
11.0,175.0,0.036367897
11.0,247.0,-0.040528093
11.0,234.0,-0.06784883
11.0,268.0,-0.0071492996
11.0,264.0,-0.0108012725
11.0,226.0,-0.065638624
11.0,229.0,-0.069191895
11.0,212.0,-0.01588345
11.0,196.0,0.022075143
11.0,220.0,-0.048819754
11.0,170.0,0.036360726
11.0,148.0,0.028134879
11.0,77.0,-0.013660913
11.0,161.0,0.03238483
11.0,132.0,0.02660372
11.0,128.0,0.033214625
11.0,117.0,0.041068777
11.0,92.0,0.013096657
11.0,69.0,-0.017765157
11.0,65.0,-0.120196566
11.0,22.0,-0.16290496
11.0,52.0,0.6675847
11.0,60.0,-0.39345214
11.0,56.0,0.28977898
11.0,58.0,-0.14560865
11.0,75.0,-0.0079099815
12.0,294.0,0.014177211
12.0,181.0,0.029216994
12.0,152.0,0.015466014
12.0,118.0,0.060081977
12.0,286.0,0.0035417825
12.0,281.0,-0.0020626336
12.0,276.0,-0.007716533
12.0,272.0,-0.012472059
12.0,258.0,-0.03119095
12.0,256.0,-0.03412285
12.0,252.0,-0.040207185
12.0,224.0,-0.05219327
12.0,216.0,-0.014274569
12.0,208.0,0.014864361
12.0,207.0,0.016954342
12.0,201.0,0.023756169
12.0,192.0,0.025431912
12.0,186.0,0.026853144
12.0,173.0,0.0324477
12.0,144.0,0.01953303
12.0,124.0,0.053194076
12.0,122.0,0.057689626
12.0,109.0,-0.07514163
12.0,107.0,-0.09058899
12.0,97.0,-0.008286753
12.0,89.0,-0.032718446
12.0,74.0,-0.0021680242
12.0,136.0,0.030534312
12.0,99.0,-0.014783898
12.0,79.0,-0.0029964796
12.0,199.0,0.02453544
12.0,297.0,0.019339263
12.0,23.0,-0.192855
12.0,0.0,-0.9687193
12.0,17.0,-0.37661272
12.0,5.0,-0.09228962
12.0,12.0,0.29483587
12.0,7.0,1.0696371
12.0,10.0,0.1198186
12.0,45.0,-0.035718232
12.0,157.0,0.018106427
12.0,175.0,0.03208583
12.0,247.0,-0.048295505
12.0,234.0,-0.06707862
12.0,268.0,-0.01749089
12.0,264.0,-0.022779323
12.0,226.0,-0.058911126
12.0,229.0,-0.06535565
12.0,212.0,0.0029878956
12.0,196.0,0.02506299
12.0,220.0,-0.034281198
12.0,170.0,0.031789336
12.0,148.0,0.016166573
12.0,77.0,-0.0014032193
12.0,161.0,0.022050034
12.0,132.0,0.036938164
12.0,128.0,0.04432858
12.0,117.0,0.05682814
12.0,92.0,-0.025981447
12.0,69.0,-0.020655258
12.0,65.0,-0.12044795
12.0,22.0,-0.21568888
12.0,52.0,6.212248
12.0,60.0,-0.22150107
12.0,56.0,0.28507993
12.0,58.0,0.004152626
12.0,75.0,-0.0015108964
13.0,294.0,0.008333515
13.0,181.0,0.025803894
13.0,152.0,0.0147421565
13.0,118.0,0.07265616
13.0,286.0,-0.005734049
13.0,281.0,-0.012474707
13.0,276.0,-0.017347436
13.0,272.0,-0.020025093
13.0,258.0,-0.029619545
13.0,256.0,-0.0321173
13.0,252.0,-0.038484354
13.0,224.0,-0.034413107
13.0,216.0,0.002831283
13.0,208.0,0.019924855
13.0,207.0,0.020872168
13.0,201.0,0.023467544
13.0,192.0,0.023603853
13.0,186.0,0.02445196
13.0,173.0,0.02481841
13.0,144.0,0.02881033
13.0,124.0,0.061839655
13.0,122.0,0.06722342
13.0,109.0,-0.07335014
13.0,107.0,-0.09918943
13.0,97.0,-0.046968445
13.0,89.0,-0.012770838
13.0,74.0,-0.0035034816
13.0,136.0,0.039731603
13.0,99.0,-0.051599357
13.0,79.0,0.0001123026
13.0,199.0,0.023620242
13.0,297.0,0.014621548
13.0,23.0,-0.2546548
13.0,0.0,-0.9560901
13.0,17.0,-0.38089246
13.0,5.0,-0.21683702
13.0,12.0,0.405746
13.0,7.0,1.0951235
13.0,10.0,0.2856531
13.0,45.0,-0.08097869
13.0,157.0,0.008699227
13.0,175.0,0.025917798
13.0,247.0,-0.048923388
13.0,234.0,-0.069581
13.0,268.0,-0.022137905
13.0,264.0,-0.02440216
13.0,226.0,-0.044796947
13.0,229.0,-0.05819017
13.0,212.0,0.013810228
13.0,196.0,0.023607362
13.0,220.0,-0.01377941
13.0,170.0,0.021566562
13.0,148.0,0.021883726
13.0,77.0,-0.0014244108
13.0,161.0,0.008461131
13.0,132.0,0.045219228
13.0,128.0,0.05227661
13.0,117.0,0.07031947
13.0,92.0,-0.028439548
13.0,69.0,-0.0124866115
13.0,65.0,-0.05991721
13.0,22.0,-0.25673565
13.0,52.0,6.5937085
13.0,60.0,-0.13604942
13.0,56.0,0.09491557
13.0,58.0,-0.07889737
13.0,75.0,-0.0028546525
14.0,294.0,0.0015073754
14.0,181.0,0.017415445
14.0,152.0,0.02459221
14.0,118.0,0.0851823
14.0,286.0,-0.0050725397
14.0,281.0,-0.0074138986
14.0,276.0,-0.009535568
14.0,272.0,-0.011759838
14.0,258.0,-0.030572696
14.0,256.0,-0.035217974
14.0,252.0,-0.045773137
14.0,224.0,-0.016043922
14.0,216.0,0.008399527
14.0,208.0,0.019636327
14.0,207.0,0.02037026
14.0,201.0,0.022648191
14.0,192.0,0.021893289
14.0,186.0,0.02002821
14.0,173.0,0.010495925
14.0,144.0,0.037086554
14.0,124.0,0.07008615
14.0,122.0,0.076863766
14.0,109.0,-0.100328684
14.0,107.0,-0.14253205
14.0,97.0,-0.04060755
14.0,89.0,0.0046240552
14.0,74.0,0.003300018
14.0,136.0,0.045453385
14.0,99.0,-0.060951747
14.0,79.0,-0.0020030541
14.0,199.0,0.02278972
14.0,297.0,0.0051901974
14.0,23.0,-0.28328693
14.0,0.0,-0.83420336
14.0,17.0,0.002133523
14.0,5.0,-0.44563746
14.0,12.0,0.07868639
14.0,7.0,0.95706713
14.0,10.0,0.2525575
14.0,45.0,-0.13114929
14.0,157.0,0.0151867755
14.0,175.0,0.012421624
14.0,247.0,-0.059499227
14.0,234.0,-0.05836534
14.0,268.0,-0.015005199
14.0,264.0,-0.019763824
14.0,226.0,-0.024376463
14.0,229.0,-0.03777219
14.0,212.0,0.015353004
14.0,196.0,0.02261707
14.0,220.0,-0.0019305826
14.0,170.0,0.007872561
14.0,148.0,0.03163237
14.0,77.0,-0.0020818186
14.0,161.0,0.009036163
14.0,132.0,0.050813496
14.0,128.0,0.05865
14.0,117.0,0.08309787
14.0,92.0,-0.003787675
14.0,69.0,0.024092814
14.0,65.0,-0.0042336537
14.0,22.0,-0.2530989
14.0,52.0,-0.028942823
14.0,60.0,-0.17764989
14.0,56.0,-0.06989077
14.0,58.0,-0.1864645
14.0,75.0,0.0006000976
15.0,294.0,0.012799254
15.0,181.0,0.004002964
15.0,152.0,0.032368377
15.0,118.0,0.08790881
15.0,286.0,0.013906445
15.0,281.0,0.008071484
15.0,276.0,-0.0001541432
15.0,272.0,-0.0076981448
15.0,258.0,-0.0421254
15.0,256.0,-0.047278825
15.0,252.0,-0.056011982
15.0,224.0,-0.010168716
15.0,216.0,0.0081877215
15.0,208.0,0.018607317
15.0,207.0,0.019325197
15.0,201.0,0.020911409
