TimeStep,Station_Number,v_x
74.0,252.0,-0.20664729
74.0,224.0,-0.24861811
74.0,216.0,0.0500111
74.0,208.0,0.23484746
74.0,207.0,0.22803164
74.0,201.0,0.012899093
74.0,192.0,1.7264159
74.0,186.0,-0.012125112
74.0,173.0,-0.2667856
74.0,144.0,-0.6000761
74.0,124.0,0.052583132
74.0,122.0,0.07512559
74.0,109.0,-0.066226095
74.0,107.0,0.10457921
74.0,97.0,0.202272
74.0,89.0,0.07113095
74.0,74.0,-4.3722224
74.0,136.0,-0.08615197
74.0,99.0,0.1863958
74.0,79.0,0.48245552
74.0,199.0,-0.15445505
74.0,297.0,0.12690994
74.0,23.0,0.76047635
74.0,0.0,-3.2948298
74.0,17.0,0.93533933
74.0,5.0,-3.0894399
74.0,12.0,0.37458277
74.0,7.0,-3.9389906
74.0,10.0,-2.7630472
74.0,45.0,0.60065955
74.0,157.0,0.28958315
74.0,175.0,0.048549965
74.0,247.0,-0.100999795
74.0,234.0,-0.06415461
74.0,268.0,0.0134910215
74.0,264.0,-0.027200023
74.0,226.0,-0.30678415
74.0,229.0,-0.3079487
74.0,212.0,0.19610152
74.0,196.0,-0.133911
74.0,220.0,-0.12637885
74.0,170.0,-0.432707
74.0,148.0,-0.58560246
74.0,77.0,0.5955391
74.0,161.0,0.08075613
74.0,132.0,-0.03967852
74.0,128.0,0.00047693215
74.0,117.0,-0.058837265
74.0,92.0,0.11338146
74.0,69.0,0.28588817
74.0,65.0,1.9652932
74.0,22.0,5.3831134
74.0,52.0,0.6775776
74.0,60.0,4.203859
74.0,56.0,0.45116603
74.0,58.0,-0.010460019
74.0,75.0,-2.4796941
75.0,294.0,0.03358297
75.0,181.0,0.2674207
75.0,152.0,-0.10153642
75.0,118.0,-0.03556003
75.0,286.0,-0.08333364
75.0,281.0,0.14826208
75.0,276.0,0.23355871
75.0,272.0,0.017442934
75.0,258.0,-0.25981602
75.0,256.0,-0.229166
75.0,252.0,-0.1343363
75.0,224.0,-0.14069307
75.0,216.0,0.19964966
75.0,208.0,0.21806224
75.0,207.0,0.19285412
75.0,201.0,-0.13999139
75.0,192.0,0.3070153
75.0,186.0,-0.044546828
75.0,173.0,-0.26860148
75.0,144.0,-0.7592256
75.0,124.0,0.022562401
75.0,122.0,0.041977677
75.0,109.0,0.30086175
75.0,107.0,-0.61793625
75.0,97.0,0.14641741
75.0,89.0,0.07135427
75.0,74.0,-1.5841379
75.0,136.0,-0.081767574
75.0,99.0,0.1626647
75.0,79.0,0.63047034
75.0,199.0,-0.22380058
75.0,297.0,0.076482184
75.0,23.0,2.0072308
75.0,0.0,-2.1435156
75.0,17.0,1.3139132
75.0,5.0,-0.6461989
75.0,12.0,-5.488313
75.0,7.0,-2.927932
75.0,10.0,-3.7030094
75.0,45.0,-1.2244732
75.0,157.0,0.4229979
75.0,175.0,-0.12106786
75.0,247.0,-0.020509169
75.0,234.0,-0.17646265
75.0,268.0,-0.043376535
75.0,264.0,-0.16710556
75.0,226.0,-0.19390792
75.0,229.0,-0.26820385
75.0,212.0,0.26208818
75.0,196.0,1.5239476
75.0,220.0,0.025375087
75.0,170.0,-0.28371847
75.0,148.0,-0.84425473
75.0,77.0,-0.07922745
75.0,161.0,0.34158814
75.0,132.0,-0.054727945
75.0,128.0,-0.024345603
75.0,117.0,-0.020225236
75.0,92.0,0.07857555
75.0,69.0,0.5461327
75.0,65.0,0.86314464
75.0,22.0,-0.36279297
75.0,52.0,0.68907505
75.0,60.0,2.884798
75.0,56.0,0.3950104
75.0,58.0,0.3850024
75.0,75.0,-4.5618935
76.0,294.0,-0.043030586
76.0,181.0,0.6557014
76.0,152.0,-0.020289317
76.0,118.0,0.08383472
76.0,286.0,0.06900527
76.0,281.0,0.4254336
76.0,276.0,0.03397189
76.0,272.0,-0.058331214
76.0,258.0,-0.2186307
76.0,256.0,-0.15692171
76.0,252.0,-0.046557017
76.0,224.0,0.005013816
76.0,216.0,0.24959531
76.0,208.0,0.13723473
76.0,207.0,0.1057994
76.0,201.0,-0.13776162
76.0,192.0,0.08285695
76.0,186.0,-0.0789189
76.0,173.0,-0.22232524
76.0,144.0,-0.9733965
76.0,124.0,-0.0015331422
76.0,122.0,0.013419859
76.0,109.0,-0.41385856
76.0,107.0,-1.2454374
76.0,97.0,0.09714123
76.0,89.0,0.18639281
76.0,74.0,1.1160936
76.0,136.0,-0.06905035
76.0,99.0,0.11214179
76.0,79.0,0.5216796
76.0,199.0,0.5908163
76.0,297.0,0.0058873817
76.0,23.0,4.1147566
76.0,0.0,-1.197797
76.0,17.0,0.99586195
76.0,5.0,0.06501879
76.0,12.0,-4.592108
76.0,7.0,-1.8639138
76.0,10.0,-2.0696363
76.0,45.0,-1.8833334
76.0,157.0,0.22563092
76.0,175.0,-0.15934765
76.0,247.0,0.020587973
76.0,234.0,-0.23501831
76.0,268.0,-0.21050441
76.0,264.0,-0.3391644
76.0,226.0,-0.07072546
76.0,229.0,-0.14483392
76.0,212.0,0.22188488
76.0,196.0,0.7782188
76.0,220.0,0.17767671
76.0,170.0,-0.09706125
76.0,148.0,-0.97857213
76.0,77.0,-2.0249124
76.0,161.0,0.55703235
76.0,132.0,-0.05753647
76.0,128.0,-0.038637187
76.0,117.0,0.29041812
76.0,92.0,0.0570276
76.0,69.0,1.068371
76.0,65.0,-0.5011369
76.0,22.0,10.03013
76.0,52.0,0.4702689
76.0,60.0,1.672622
76.0,56.0,0.35438147
76.0,58.0,0.5626774
76.0,75.0,-1.5312126
77.0,294.0,-0.09536429
77.0,181.0,0.6057357
77.0,152.0,0.28569964
77.0,118.0,0.5495463
77.0,286.0,0.5642057
77.0,281.0,0.16256331
77.0,276.0,-0.07634016
77.0,272.0,-0.28290296
77.0,258.0,-0.12195735
77.0,256.0,-0.061855294
77.0,252.0,0.013151389
77.0,224.0,0.14283602
77.0,216.0,0.20897858
77.0,208.0,0.054665722
77.0,207.0,0.019337133
77.0,201.0,0.5171113
77.0,192.0,0.026988175
77.0,186.0,-0.10709204
77.0,173.0,-0.11629828
77.0,144.0,-1.2182528
77.0,124.0,-0.020543234
77.0,122.0,-0.0048959847
77.0,109.0,-1.0578289
77.0,107.0,-1.2604187
77.0,97.0,0.06290604
77.0,89.0,0.5640948
77.0,74.0,1.8157779
77.0,136.0,-0.057424743
77.0,99.0,0.06774916
77.0,79.0,-0.047175407
77.0,199.0,0.8668137
77.0,297.0,-0.067202196
77.0,23.0,3.2579317
77.0,0.0,-0.65261257
77.0,17.0,0.7797054
77.0,5.0,-4.8891034
77.0,12.0,10.817883
77.0,7.0,-3.0147572
77.0,10.0,-3.4717667
77.0,45.0,-2.1680837
77.0,157.0,0.20653223
77.0,175.0,-0.14071257
77.0,247.0,0.025351524
77.0,234.0,-0.14422354
77.0,268.0,-0.44696462
77.0,264.0,-0.36589822
77.0,226.0,0.06765804
77.0,229.0,-0.03635262
77.0,212.0,0.15217453
77.0,196.0,0.20510384
77.0,220.0,0.22205509
77.0,170.0,0.1399109
77.0,148.0,-1.2119949
77.0,77.0,-3.93652
77.0,161.0,0.17686313
77.0,132.0,-0.056153588
77.0,128.0,-0.04771267
77.0,117.0,0.99792176
77.0,92.0,0.060768895
77.0,69.0,1.532988
77.0,65.0,-0.543676
77.0,22.0,14.601693
77.0,52.0,-0.38325983
77.0,60.0,1.6063918
77.0,56.0,0.38904756
77.0,58.0,0.4951077
77.0,75.0,1.5763371
78.0,294.0,0.0732433
78.0,181.0,0.43121463
78.0,152.0,0.41045487
78.0,118.0,1.4190477
78.0,286.0,0.5913806
78.0,281.0,-0.03692961
78.0,276.0,-0.44475225
78.0,272.0,-0.63460225
78.0,258.0,-0.02805392
78.0,256.0,0.009872485
78.0,252.0,0.038819835
78.0,224.0,0.19651467
78.0,216.0,0.15007125
78.0,208.0,-0.022697173
78.0,207.0,-0.05428628
78.0,201.0,0.67328954
78.0,192.0,-0.0038897805
78.0,186.0,-0.10797896
78.0,173.0,0.08282573
78.0,144.0,-1.439602
78.0,124.0,-0.03448343
78.0,122.0,0.008256851
78.0,109.0,-1.2833683
78.0,107.0,-0.53774345
78.0,97.0,0.04307415
78.0,89.0,1.0174474
78.0,74.0,0.3266968
78.0,136.0,-0.049035586
78.0,99.0,0.037765503
78.0,79.0,-1.4045744
78.0,199.0,0.29492626
78.0,297.0,-0.093538105
78.0,23.0,7.2389536
78.0,0.0,-0.41953266
78.0,17.0,2.8604202
78.0,5.0,-3.2143893
78.0,12.0,-4.5778427
78.0,7.0,-2.7516053
78.0,10.0,-2.8057907
78.0,45.0,-2.5611327
78.0,157.0,-0.061753087
78.0,175.0,-0.055191733
78.0,247.0,-0.020563835
78.0,234.0,-0.053044327
78.0,268.0,-0.49840614
78.0,264.0,-0.25053298
78.0,226.0,0.16648786
78.0,229.0,0.07823388
78.0,212.0,0.085283875
78.0,196.0,0.06383356
78.0,220.0,0.19296286
78.0,170.0,0.5475559
78.0,148.0,-1.4846387
78.0,77.0,-1.0731168
78.0,161.0,0.49706128
78.0,132.0,-0.05523372
78.0,128.0,-0.057671625
78.0,117.0,0.43465775
78.0,92.0,0.110690475
78.0,69.0,2.0578675
78.0,65.0,-0.3424617
78.0,22.0,0.6263389
78.0,52.0,-1.4495661
78.0,60.0,2.532615
78.0,56.0,0.5151691
78.0,58.0,0.45911455
78.0,75.0,1.8035277
79.0,294.0,0.94960684
79.0,181.0,0.2786259
79.0,152.0,0.07208666
79.0,118.0,0.23163743
79.0,286.0,0.1359842
79.0,281.0,-0.4879661
79.0,276.0,-1.0806869
79.0,272.0,-0.7091217
79.0,258.0,0.03364661
79.0,256.0,0.047373764
79.0,252.0,0.022462938
79.0,224.0,0.17308515
79.0,216.0,0.09387502
79.0,208.0,-0.057597406
79.0,207.0,-0.013746528
79.0,201.0,0.25889713
79.0,192.0,-0.03066079
79.0,186.0,-0.06440367
79.0,173.0,0.49521783
79.0,144.0,-1.6293949
79.0,124.0,-0.027385438
79.0,122.0,0.2297048
79.0,109.0,-1.0647523
79.0,107.0,-0.17655909
79.0,97.0,0.036157764
79.0,89.0,0.7059513
79.0,74.0,-0.24152952
79.0,136.0,-0.043679856
79.0,99.0,0.021807488
79.0,79.0,-2.2251024
79.0,199.0,0.093848005
79.0,297.0,0.21216348
79.0,23.0,6.31576
79.0,0.0,-0.31222793
79.0,17.0,5.6171746
79.0,5.0,-3.4357352
79.0,12.0,-2.054139
79.0,7.0,-4.618335
79.0,10.0,-1.7595191
79.0,45.0,-2.9101622
79.0,157.0,-0.32205904
79.0,175.0,0.12889326
79.0,247.0,-0.11933566
79.0,234.0,0.029501569
79.0,268.0,-0.3419098
79.0,264.0,-0.11564322
79.0,226.0,0.18000449
79.0,229.0,0.15796089
79.0,212.0,0.025134278
79.0,196.0,0.015232315
79.0,220.0,0.1394638
79.0,170.0,1.0113583
79.0,148.0,-1.8530222
79.0,77.0,2.6049294
79.0,161.0,0.27351817
79.0,132.0,-0.057120673
79.0,128.0,-0.072955795
79.0,117.0,0.22343111
79.0,92.0,0.22733024
79.0,69.0,0.36725688
79.0,65.0,-0.18997185
79.0,22.0,3.9628336
79.0,52.0,-0.4887394
79.0,60.0,2.9108715
79.0,56.0,0.7348493
79.0,58.0,0.5223526
79.0,75.0,0.18042696
80.0,294.0,1.6692609
80.0,181.0,0.17673798
80.0,152.0,-0.3908474
80.0,118.0,0.12574995
80.0,286.0,-0.1616301
80.0,281.0,-1.536417
80.0,276.0,-1.0940132
80.0,272.0,-0.48427215
80.0,258.0,0.06103681
80.0,256.0,0.044706605
80.0,252.0,-0.07483861
80.0,224.0,0.12393977
80.0,216.0,0.048220046
80.0,208.0,0.12841715
80.0,207.0,0.3370517
80.0,201.0,0.085564315
80.0,192.0,-0.054746978
80.0,186.0,0.045944884
80.0,173.0,1.981051
80.0,144.0,-1.8341498
80.0,124.0,0.12215977
80.0,122.0,2.0184925
80.0,109.0,-0.7339574
80.0,107.0,-0.11745384
80.0,97.0,0.041206844
80.0,89.0,0.07405935
80.0,74.0,-0.15794948
80.0,136.0,-0.041543942
80.0,99.0,0.018788587
80.0,79.0,0.428551
80.0,199.0,0.022131942
80.0,297.0,1.8564833
80.0,23.0,6.045463
80.0,0.0,-0.24858326
80.0,17.0,2.5022533
80.0,5.0,-4.0570354
80.0,12.0,-0.9911507
80.0,7.0,-4.0535884
80.0,10.0,3.1807325
80.0,45.0,-2.9488986
80.0,157.0,-0.3319361
80.0,175.0,0.76975286
80.0,247.0,-0.14179927
80.0,234.0,0.11202257
80.0,268.0,-0.16372131
80.0,264.0,-0.0068107657
80.0,226.0,0.13791052
80.0,229.0,0.153296
80.0,212.0,-0.027067551
80.0,196.0,-0.013207318
80.0,220.0,0.09221153
80.0,170.0,1.8212594
80.0,148.0,-2.2502785
80.0,77.0,1.2828947
80.0,161.0,0.11924977
80.0,132.0,-0.06407051
80.0,128.0,-0.09498054
80.0,117.0,-0.1052029
80.0,92.0,0.45078766
80.0,69.0,-1.0606363
80.0,65.0,-0.24475875
80.0,22.0,1.3023965
80.0,52.0,0.8500396
80.0,60.0,3.1160512
80.0,56.0,1.0310371
80.0,58.0,0.70335996
80.0,75.0,-0.32105404
81.0,294.0,0.3208827
81.0,181.0,0.15924293
81.0,152.0,-0.637657
81.0,118.0,-0.14833553
81.0,286.0,-0.85359013
81.0,281.0,-2.5509517
81.0,276.0,-0.7105363
81.0,272.0,-0.23812751
81.0,258.0,0.029147428
81.0,256.0,-0.055019468
81.0,252.0,-0.17789769
81.0,224.0,0.085729234
81.0,216.0,0.008792708
81.0,208.0,0.39682442
81.0,207.0,0.38981685
81.0,201.0,0.013245892
81.0,192.0,-0.07483992
81.0,186.0,0.29032692
81.0,173.0,1.9296491
81.0,144.0,-2.1061497
81.0,124.0,1.5602981
81.0,122.0,0.74461913
81.0,109.0,-0.5274725
81.0,107.0,-0.14414732
81.0,97.0,0.048707128
81.0,89.0,-0.115633726
81.0,74.0,0.28295282
81.0,136.0,-0.04449137
81.0,99.0,0.02612871
81.0,79.0,2.766849
81.0,199.0,-0.013575783
81.0,297.0,1.262691
81.0,23.0,-0.36399394
81.0,0.0,-0.1663714
81.0,17.0,0.7580825
81.0,5.0,-5.714923
81.0,12.0,-0.8152035
81.0,7.0,-3.3450289
81.0,10.0,-1.5564319
81.0,45.0,-2.5673144
81.0,157.0,-0.26841694
81.0,175.0,1.7543283
81.0,247.0,-0.06528757
81.0,234.0,0.12695093
81.0,268.0,-0.024582213
81.0,264.0,0.06511052
81.0,226.0,0.09610603
81.0,229.0,0.11038785
81.0,212.0,-0.04231377
81.0,196.0,-0.035445232
81.0,220.0,0.05801563
81.0,170.0,0.98508674
81.0,148.0,-2.2841141
81.0,77.0,0.1870442
81.0,161.0,0.095754586
81.0,132.0,-0.07919394
81.0,128.0,-0.11072469
81.0,117.0,-0.17060022
81.0,92.0,0.86234224
81.0,69.0,-1.5576776
81.0,65.0,-0.72978425
81.0,22.0,1.1958458
81.0,52.0,1.3549564
81.0,60.0,3.232945
81.0,56.0,1.3464628
81.0,58.0,1.0116382
81.0,75.0,-0.28791338
82.0,294.0,0.09054451
82.0,181.0,0.43957698
82.0,152.0,-0.67454225
82.0,118.0,-0.013953492
82.0,286.0,-2.1908855
82.0,281.0,-1.506376
82.0,276.0,-0.35126534
82.0,272.0,-0.053803176
82.0,258.0,-0.15524685
82.0,256.0,-0.23344694
82.0,252.0,-0.11758481
82.0,224.0,0.061541844
82.0,216.0,-0.027624253
82.0,208.0,0.30458635
82.0,207.0,0.223207
82.0,201.0,-0.024590258
82.0,192.0,-0.08986954
82.0,186.0,0.757787
82.0,173.0,1.0022705
82.0,144.0,-2.4657426
82.0,124.0,1.4627134
82.0,122.0,-0.029863816
82.0,109.0,-0.41957211
82.0,107.0,-0.19688241
82.0,97.0,0.014677569
82.0,89.0,-0.11466035
82.0,74.0,0.7823272
82.0,136.0,-0.056856196
82.0,99.0,0.033484854
82.0,79.0,1.3616905
82.0,199.0,-0.038142916
82.0,297.0,0.24138677
82.0,23.0,-0.21963817
82.0,0.0,0.058555063
82.0,17.0,1.6632674
82.0,5.0,-6.3022275
82.0,12.0,-0.98068476
82.0,7.0,-3.0838754
82.0,10.0,-0.41311404
82.0,45.0,-1.8180324
82.0,157.0,-0.21946548
82.0,175.0,1.8013425
82.0,247.0,-0.0016477965
82.0,234.0,0.09104488
82.0,268.0,0.07390823
82.0,264.0,0.1047816
82.0,226.0,0.07060843
82.0,229.0,0.079542205
82.0,212.0,0.104937375
82.0,196.0,-0.05322614
82.0,220.0,0.030283414
82.0,170.0,0.5735183
82.0,148.0,-1.7193036
82.0,77.0,-0.3107594
82.0,161.0,0.109861575
82.0,132.0,-0.10517104
82.0,128.0,-0.038298413
82.0,117.0,-0.08289811
82.0,92.0,0.40841877
82.0,69.0,-1.0131058
82.0,65.0,-1.2266881
82.0,22.0,0.55787826
82.0,52.0,1.5355568
82.0,60.0,3.0082488
82.0,56.0,1.565419
82.0,58.0,1.4212493
82.0,75.0,0.10654992
83.0,294.0,-0.18524873
83.0,181.0,2.6666148
83.0,152.0,-0.6414666
83.0,118.0,-0.05301303
83.0,286.0,-3.1854248
83.0,281.0,-0.721816
83.0,276.0,-0.09993246
83.0,272.0,0.08150135
83.0,258.0,-0.30583182
83.0,256.0,-0.1881228
83.0,252.0,-0.026841428
83.0,224.0,0.042996302
83.0,216.0,-0.032593355
83.0,208.0,0.13504077
83.0,207.0,0.06780545
83.0,201.0,-0.050402932
83.0,192.0,-0.0992959
83.0,186.0,0.97998035
83.0,173.0,0.6304444
83.0,144.0,-2.897471
83.0,124.0,-0.092039235
83.0,122.0,0.28331152
83.0,109.0,-0.31989616
83.0,107.0,-0.24534702
83.0,97.0,-0.18168971
83.0,89.0,-0.08394461
83.0,74.0,0.4958924
83.0,136.0,-0.08585457
83.0,99.0,0.011097617
83.0,79.0,0.3720202
83.0,199.0,-0.0569307
83.0,297.0,0.09874457
83.0,23.0,0.8675268
83.0,0.0,0.050380323
83.0,17.0,1.9002538
83.0,5.0,-5.522565
83.0,12.0,-1.2502578
83.0,7.0,-3.0324175
83.0,10.0,-0.7535781
83.0,45.0,-0.878543
83.0,157.0,-0.18337594
83.0,175.0,0.7648944
83.0,247.0,0.035383962
83.0,234.0,0.06684508
83.0,268.0,0.14719905
83.0,264.0,0.033985198
83.0,226.0,0.05467168
83.0,229.0,0.06434258
83.0,212.0,0.3074526
83.0,196.0,-0.06564112
83.0,220.0,0.0011649989
83.0,170.0,0.56708866
83.0,148.0,-0.9855013
83.0,77.0,-0.37809965
83.0,161.0,0.13346592
83.0,132.0,-0.13631426
83.0,128.0,0.6750215
83.0,117.0,-0.10323052
83.0,92.0,-0.033680208
83.0,69.0,-0.4192595
83.0,65.0,-0.76546633
83.0,22.0,-0.4015415
83.0,52.0,1.7791598
83.0,60.0,2.4356148
83.0,56.0,1.5598756
83.0,58.0,1.8465915
83.0,75.0,0.43957996
84.0,294.0,-0.74572796
84.0,181.0,1.362725
84.0,152.0,-0.5750021
84.0,118.0,-0.07495618
84.0,286.0,-1.6967249
84.0,281.0,-0.27829266
84.0,276.0,0.08706421
84.0,272.0,0.20342308
84.0,258.0,-0.16292065
84.0,256.0,-0.057945155
84.0,252.0,0.013748564
84.0,224.0,0.021965962
84.0,216.0,0.10362885
84.0,208.0,0.008726455
84.0,207.0,-0.022214618
84.0,201.0,-0.0696473
84.0,192.0,-0.10241863
84.0,186.0,0.62929225
84.0,173.0,0.6451485
84.0,144.0,-3.480272
84.0,124.0,0.33418083
84.0,122.0,0.1908645
84.0,109.0,-0.26499438
84.0,107.0,-0.27534917
84.0,97.0,-0.49362338
84.0,89.0,-0.06500286
84.0,74.0,-0.2122263
84.0,136.0,-0.13946185
84.0,99.0,-0.112286605
84.0,79.0,-0.10871261
84.0,199.0,-0.06993483
84.0,297.0,-0.143662
84.0,23.0,0.6457142
84.0,0.0,-0.31488094
84.0,17.0,-1.1557738
84.0,5.0,-5.2108636
84.0,12.0,-0.5234884
84.0,7.0,-3.2757332
84.0,10.0,-1.0654311
84.0,45.0,0.022591852
84.0,157.0,-0.17303306
84.0,175.0,0.6154516
84.0,247.0,0.045850348
84.0,234.0,0.06011977
84.0,268.0,0.12314375
84.0,264.0,-0.3673732
84.0,226.0,0.039453685
84.0,229.0,0.054913662
84.0,212.0,0.28941056
84.0,196.0,-0.070804894
84.0,220.0,-0.02924426
84.0,170.0,0.6184604
84.0,148.0,-0.28880137
84.0,77.0,-0.17736095
84.0,161.0,0.15169449
84.0,132.0,-0.128058
84.0,128.0,5.4654126
84.0,117.0,-0.11606438
84.0,92.0,-0.12920746
84.0,69.0,-0.06324829
84.0,65.0,-0.12592608
84.0,22.0,0.64882153
84.0,52.0,2.4567084
84.0,60.0,2.0428483
84.0,56.0,1.3311398
84.0,58.0,2.1865332
84.0,75.0,0.27863467
85.0,294.0,-2.03435
85.0,181.0,0.57492167
85.0,152.0,-0.65956664
85.0,118.0,-0.09105652
85.0,286.0,-0.6628981
85.0,281.0,0.020461138
85.0,276.0,0.28337643
85.0,272.0,0.2751639
85.0,258.0,-0.038546644
85.0,256.0,-0.0019521713
85.0,252.0,0.021064874
85.0,224.0,-0.0068417788
85.0,216.0,0.3015123
85.0,208.0,-0.06213899
85.0,207.0,-0.07445231
85.0,201.0,-0.082024306
85.0,192.0,-0.09330341
85.0,186.0,1.892084
85.0,173.0,0.6660168
85.0,144.0,-4.6340165
85.0,124.0,0.31768742
85.0,122.0,0.07741038
85.0,109.0,-0.28869194
85.0,107.0,-0.30871806
85.0,97.0,0.18321447
85.0,89.0,-0.051912863
85.0,74.0,-1.184549
85.0,136.0,-0.21403362
85.0,99.0,-0.42877108
85.0,79.0,-0.27398068
85.0,199.0,-0.07477805
85.0,297.0,-0.6464103
85.0,23.0,0.2580087
85.0,0.0,-0.69550765
85.0,17.0,0.44931918
85.0,5.0,-5.88009
85.0,12.0,-0.8229523
85.0,7.0,-3.4232774
85.0,10.0,-1.22619
85.0,45.0,0.7402432
85.0,157.0,-0.2163282
85.0,175.0,0.61571133
85.0,247.0,0.023039728
85.0,234.0,0.058763828
85.0,268.0,-0.40573442
85.0,264.0,-0.6191212
85.0,226.0,0.01807981
85.0,229.0,0.04360583
85.0,212.0,0.10349432
85.0,196.0,-0.06436168
85.0,220.0,-0.016975692
85.0,170.0,0.6588918
85.0,148.0,0.47940746
85.0,77.0,0.06372422
85.0,161.0,0.1488505
85.0,132.0,0.1720982
85.0,128.0,-0.36350024
85.0,117.0,-0.12627411
85.0,92.0,-0.12478089
85.0,69.0,-0.36967838
85.0,65.0,0.2193409
85.0,22.0,-0.114971384
85.0,52.0,4.580159
85.0,60.0,2.2732363
85.0,56.0,1.0473459
85.0,58.0,2.386011
85.0,75.0,-0.25072533
86.0,294.0,-2.821283
86.0,181.0,0.7067387
86.0,152.0,-1.4189134
86.0,118.0,-0.10303723
86.0,286.0,-0.13941655
86.0,281.0,0.33684537
86.0,276.0,0.57606673
86.0,272.0,-0.36906573
86.0,258.0,-0.006656926
86.0,256.0,0.0003372021
86.0,252.0,0.0035628416
86.0,224.0,-0.03274878
86.0,216.0,0.24737988
86.0,208.0,-0.1069127
86.0,207.0,-0.10983807
86.0,201.0,-0.08372334
86.0,192.0,0.86022156
86.0,186.0,2.1207983
86.0,173.0,0.6615135
86.0,144.0,-6.1616693
86.0,124.0,0.1463182
86.0,122.0,0.050172478
86.0,109.0,-0.35846874
86.0,107.0,-0.3447491
86.0,97.0,0.49819374
86.0,89.0,-0.012089331
86.0,74.0,-1.9981767
86.0,136.0,-0.26011032
86.0,99.0,-0.54951626
86.0,79.0,-0.19391146
86.0,199.0,-0.06511183
86.0,297.0,-1.7634684
86.0,23.0,0.64427435
86.0,0.0,0.06611713
86.0,17.0,0.61527854
86.0,5.0,-5.3316855
86.0,12.0,-0.9684607
86.0,7.0,-3.2698324
86.0,10.0,-1.3037417
86.0,45.0,1.2751948
86.0,157.0,-0.2376037
86.0,175.0,0.6099448
86.0,247.0,0.014954055
86.0,234.0,0.055842716
86.0,268.0,-1.1041805
86.0,264.0,-0.30387974
86.0,226.0,-0.0135199465
86.0,229.0,0.023923853
86.0,212.0,-0.041647978
86.0,196.0,-0.034160413
86.0,220.0,0.17241444
86.0,170.0,0.6832457
86.0,148.0,2.5721912
86.0,77.0,0.09016912
86.0,161.0,0.104850575
86.0,132.0,5.3967295
86.0,128.0,0.076252654
86.0,117.0,-0.130835
86.0,92.0,-0.11754123
86.0,69.0,-1.3756145
86.0,65.0,0.3315171
86.0,22.0,-1.2201022
86.0,52.0,11.33488
86.0,60.0,3.5318031
86.0,56.0,0.8408398
86.0,58.0,2.3432012
86.0,75.0,-1.2275004
87.0,294.0,-1.6575656
87.0,181.0,1.0422206
87.0,152.0,-0.2655323
87.0,118.0,-0.10590522
87.0,286.0,0.35130394
87.0,281.0,0.9316197
87.0,276.0,0.0714608
87.0,272.0,-2.2126312
87.0,258.0,-0.022103745
87.0,256.0,-0.019681223
87.0,252.0,-0.009976678
87.0,224.0,0.059379347
87.0,216.0,0.0069262087
87.0,208.0,-0.13754326
87.0,207.0,-0.13345245
87.0,201.0,-0.064860076
87.0,192.0,0.8666172
87.0,186.0,0.76689535
87.0,173.0,0.65025175
87.0,144.0,-5.368378
87.0,124.0,0.10547683
87.0,122.0,0.03586075
87.0,109.0,-0.43025014
87.0,107.0,-0.3761421
87.0,97.0,0.043651838
87.0,89.0,0.124051735
87.0,74.0,-1.442646
87.0,136.0,-0.111717075
87.0,99.0,0.43531954
87.0,79.0,0.03479016
87.0,199.0,-0.02435702
87.0,297.0,-2.45661
87.0,23.0,0.9576992
87.0,0.0,0.0802229
87.0,17.0,0.31531855
87.0,5.0,-2.0308747
87.0,12.0,-1.256625
87.0,7.0,-2.586953
87.0,10.0,-1.9954818
87.0,45.0,1.7016008
87.0,157.0,0.09480137
87.0,175.0,0.6072068
87.0,247.0,0.026647676
87.0,234.0,0.04550527
87.0,268.0,-0.6763086
87.0,264.0,-0.09152728
87.0,226.0,-0.027544161
87.0,229.0,-0.009803943
87.0,212.0,-0.12237811
87.0,196.0,0.026661903
87.0,220.0,0.36400628
87.0,170.0,0.69644266
87.0,148.0,-2.8259685
87.0,77.0,-0.29473966
87.0,161.0,0.0064362288
87.0,132.0,-0.7135104
87.0,128.0,0.47463903
87.0,117.0,-0.13726857
87.0,92.0,-0.1157576
87.0,69.0,-2.9231846
87.0,65.0,0.2942297
87.0,22.0,-3.3553574
87.0,52.0,15.316291
87.0,60.0,6.044894
87.0,56.0,0.7041611
87.0,58.0,1.9772856
87.0,75.0,-1.8318124
88.0,294.0,-0.43844265
88.0,181.0,1.1902355
88.0,152.0,-0.1541783
88.0,118.0,-0.11932817
88.0,286.0,1.0417942
88.0,281.0,0.84677
88.0,276.0,-2.1683438
88.0,272.0,-1.552939
88.0,258.0,-0.04832852
88.0,256.0,-0.036279954
88.0,252.0,-0.00083793886
88.0,224.0,0.41795725
88.0,216.0,-0.12960872
88.0,208.0,-0.15379012
88.0,207.0,-0.14183766
88.0,201.0,-0.002425976
88.0,192.0,0.96097594
88.0,186.0,1.1180755
88.0,173.0,0.63756776
88.0,144.0,-3.8899143
88.0,124.0,0.08967312
88.0,122.0,0.018702807
88.0,109.0,-0.483303
88.0,107.0,-0.400987
88.0,97.0,-0.12311079
88.0,89.0,0.48102826
88.0,74.0,-0.73335284
88.0,136.0,2.0346756
88.0,99.0,0.34683096
88.0,79.0,0.100783065
88.0,199.0,0.07297152
88.0,297.0,-1.4817655
88.0,23.0,-0.5632188
88.0,0.0,0.13111456
88.0,17.0,-0.3677884
88.0,5.0,-1.080873
88.0,12.0,-1.4444175
88.0,7.0,-2.2450619
88.0,10.0,-1.5902511
