TimeStep,Station_Number,q_x
66.0,5.0,4.396709
66.0,12.0,-38.508553
66.0,7.0,27.500608
66.0,10.0,-13.135143
66.0,45.0,12.800835
66.0,157.0,-0.5117683
66.0,175.0,-12.367617
66.0,247.0,-0.5428152
66.0,234.0,-2.5577734
66.0,268.0,-8.515045
66.0,264.0,-2.7558641
66.0,226.0,5.652523
66.0,229.0,3.0351274
66.0,212.0,-5.761136
66.0,196.0,3.5143533
66.0,220.0,0.5880622
66.0,170.0,-0.113188386
66.0,148.0,-2.8605905
66.0,77.0,40.58612
66.0,161.0,-0.715888
66.0,132.0,2.3628967
66.0,128.0,-0.5608449
66.0,117.0,-5.274255
66.0,92.0,-3.582622
66.0,69.0,13.292915
66.0,65.0,-27.772436
66.0,22.0,5.7768993
66.0,52.0,-0.18224621
66.0,60.0,-15.88593
66.0,56.0,5.741641
66.0,58.0,-95.573494
66.0,75.0,36.46449
67.0,294.0,-5.5646915
67.0,181.0,-0.3277242
67.0,152.0,-2.0384645
67.0,118.0,-9.015793
67.0,286.0,-6.254223
67.0,281.0,-8.483507
67.0,276.0,-12.105956
67.0,272.0,-6.25026
67.0,258.0,-0.24950412
67.0,256.0,0.043607593
67.0,252.0,-0.21016298
67.0,224.0,2.8569098
67.0,216.0,-5.324595
67.0,208.0,-3.4702344
67.0,207.0,-2.423347
67.0,201.0,2.2793298
67.0,192.0,-4.552273
67.0,186.0,-0.48278356
67.0,173.0,0.55464387
67.0,144.0,-22.98307
67.0,124.0,-12.96563
67.0,122.0,-3.5281594
67.0,109.0,29.34516
67.0,107.0,25.738089
67.0,97.0,-2.5114436
67.0,89.0,-4.958114
67.0,74.0,4.864
67.0,136.0,7.029698
67.0,99.0,0.34022397
67.0,79.0,19.532005
67.0,199.0,4.083559
67.0,297.0,-5.509035
67.0,23.0,10.7380905
67.0,0.0,-4.788458
67.0,17.0,-7.9988985
67.0,5.0,10.444286
67.0,12.0,-45.857185
67.0,7.0,31.245811
67.0,10.0,-9.947414
67.0,45.0,13.410642
67.0,157.0,-0.51436764
67.0,175.0,3.8678854
67.0,247.0,1.8362352
67.0,234.0,0.8274594
67.0,268.0,-0.8611489
67.0,264.0,-0.15970798
67.0,226.0,5.819947
67.0,229.0,6.954543
67.0,212.0,-5.48766
67.0,196.0,5.445362
67.0,220.0,-2.5210876
67.0,170.0,-0.75354046
67.0,148.0,-4.1937547
67.0,77.0,44.982735
67.0,161.0,-0.19361503
67.0,132.0,1.6633685
67.0,128.0,-1.2443993
67.0,117.0,-29.014076
67.0,92.0,-3.7390528
67.0,69.0,3.903727
67.0,65.0,-27.539608
67.0,22.0,3.3314233
67.0,52.0,4.6607943
67.0,60.0,-21.521574
67.0,56.0,11.688256
67.0,58.0,-37.993393
67.0,75.0,12.511126
68.0,294.0,-6.159615
68.0,181.0,-10.811819
68.0,152.0,-3.9503367
68.0,118.0,-26.22338
68.0,286.0,-8.658328
68.0,281.0,-13.154168
68.0,276.0,-3.8399508
68.0,272.0,-0.07459909
68.0,258.0,-0.34822512
68.0,256.0,-0.21117458
68.0,252.0,-0.2379583
68.0,224.0,-1.041427
68.0,216.0,-3.285177
68.0,208.0,0.07568441
68.0,207.0,0.5564352
68.0,201.0,5.7980723
68.0,192.0,-10.501421
68.0,186.0,3.2871897
68.0,173.0,-0.3323082
68.0,144.0,34.224926
68.0,124.0,-5.04643
68.0,122.0,1.8722119
68.0,109.0,27.190935
68.0,107.0,25.504997
68.0,97.0,-2.0432847
68.0,89.0,-5.0351577
68.0,74.0,3.1793904
68.0,136.0,5.3314176
68.0,99.0,-0.97091186
68.0,79.0,31.72104
68.0,199.0,6.4168177
68.0,297.0,-5.9511976
68.0,23.0,6.3277664
68.0,0.0,1.367445
68.0,17.0,-6.6082287
68.0,5.0,23.535715
68.0,12.0,-40.038757
68.0,7.0,34.997753
68.0,10.0,-6.9957843
68.0,45.0,14.17824
68.0,157.0,-1.0052346
68.0,175.0,0.5271916
68.0,247.0,0.14638142
68.0,234.0,1.5849121
68.0,268.0,-0.10689272
68.0,264.0,-0.19001037
68.0,226.0,1.808252
68.0,229.0,5.622057
68.0,212.0,-1.6484118
68.0,196.0,-0.8704375
68.0,220.0,-3.9634566
68.0,170.0,-0.4011075
68.0,148.0,2.8861747
68.0,77.0,25.228045
68.0,161.0,0.07719812
68.0,132.0,1.0865397
68.0,128.0,-3.0302415
68.0,117.0,-17.442415
68.0,92.0,-3.8805068
68.0,69.0,-2.23776
68.0,65.0,-20.812956
68.0,22.0,2.049871
68.0,52.0,7.1632347
68.0,60.0,-48.035698
68.0,56.0,10.627779
68.0,58.0,22.05228
68.0,75.0,4.8160667
69.0,294.0,-7.0269847
69.0,181.0,4.3946414
69.0,152.0,-6.1430726
69.0,118.0,-14.184419
69.0,286.0,-13.61279
69.0,281.0,-4.4508896
69.0,276.0,0.22301245
69.0,272.0,-0.10512939
69.0,258.0,-0.111812204
69.0,256.0,-0.16929328
69.0,252.0,-0.37404743
69.0,224.0,-2.033445
69.0,216.0,-0.5346433
69.0,208.0,2.6033156
69.0,207.0,3.7041233
69.0,201.0,6.3276978
69.0,192.0,-14.867414
69.0,186.0,1.1632727
69.0,173.0,-0.11939913
69.0,144.0,26.760078
69.0,124.0,3.4705734
69.0,122.0,3.5079694
69.0,109.0,26.352617
69.0,107.0,4.020917
69.0,97.0,-1.7788689
69.0,89.0,-4.689548
69.0,74.0,3.234841
69.0,136.0,4.5280476
69.0,99.0,-0.633171
69.0,79.0,28.676361
69.0,199.0,0.4547367
69.0,297.0,-6.522008
69.0,23.0,3.4498281
69.0,0.0,7.505685
69.0,17.0,-5.8791547
69.0,5.0,42.68898
69.0,12.0,-1.9181947
69.0,7.0,39.04793
69.0,10.0,-5.845643
69.0,45.0,14.227905
69.0,157.0,-2.2261527
69.0,175.0,-0.04139191
69.0,247.0,-0.083619565
69.0,234.0,1.4393771
69.0,268.0,-0.17292623
69.0,264.0,-0.26156718
69.0,226.0,-1.2930926
69.0,229.0,1.2985351
69.0,212.0,0.1295624
69.0,196.0,-6.874831
69.0,220.0,-1.4772792
69.0,170.0,0.15172336
69.0,148.0,-11.743484
69.0,77.0,6.6483893
69.0,161.0,-0.07182354
69.0,132.0,0.4366158
69.0,128.0,-7.610855
69.0,117.0,-11.3263855
69.0,92.0,-3.8872871
69.0,69.0,18.325716
69.0,65.0,-12.653936
69.0,22.0,1.7166519
69.0,52.0,10.347909
69.0,60.0,-193.8893
69.0,56.0,4.314045
69.0,58.0,11.793034
69.0,75.0,3.6386952
70.0,294.0,-9.28274
70.0,181.0,3.208298
70.0,152.0,2.3276925
70.0,118.0,-9.471846
70.0,286.0,-6.3691406
70.0,281.0,0.45865563
70.0,276.0,-0.05171725
70.0,272.0,-0.16315785
70.0,258.0,-0.1811241
70.0,256.0,-0.24798088
70.0,252.0,-0.11636001
70.0,224.0,-0.47944134
70.0,216.0,0.073561534
70.0,208.0,7.1627493
70.0,207.0,7.8962927
70.0,201.0,-1.2370442
70.0,192.0,-0.6618526
70.0,186.0,-6.184613
70.0,173.0,0.3263937
70.0,144.0,5.6750555
70.0,124.0,5.0744286
70.0,122.0,-8.020994
70.0,109.0,14.714728
70.0,107.0,-19.634161
70.0,97.0,-1.7400417
70.0,89.0,-4.0445886
70.0,74.0,2.4016125
70.0,136.0,4.3618646
70.0,99.0,-0.39010334
70.0,79.0,8.954637
70.0,199.0,-5.4107456
70.0,297.0,-7.4845953
70.0,23.0,1.7498468
70.0,0.0,12.713503
70.0,17.0,-7.295964
70.0,5.0,58.65342
70.0,12.0,-25.145996
70.0,7.0,43.69443
70.0,10.0,-7.7925816
70.0,45.0,12.564685
70.0,157.0,-4.109572
70.0,175.0,0.18189555
70.0,247.0,-0.16003925
70.0,234.0,0.6197862
70.0,268.0,-0.20679352
70.0,264.0,-0.2397388
70.0,226.0,-0.68944955
70.0,229.0,-0.55533516
70.0,212.0,2.4675136
70.0,196.0,-14.879719
70.0,220.0,-0.18393314
70.0,170.0,0.61921287
70.0,148.0,-22.109894
70.0,77.0,2.8450494
70.0,161.0,-0.77361774
70.0,132.0,-0.9306768
70.0,128.0,-5.663691
70.0,117.0,-7.9174747
70.0,92.0,-3.6684496
70.0,69.0,5.1156626
70.0,65.0,-8.5678835
70.0,22.0,2.15932
70.0,52.0,11.776239
70.0,60.0,-8.60289
70.0,56.0,-8.454623
70.0,58.0,9.784155
70.0,75.0,3.5787733
71.0,294.0,-13.955108
71.0,181.0,1.2662761
71.0,152.0,-5.1972566
71.0,118.0,-6.008486
71.0,286.0,0.5974871
71.0,281.0,0.17934012
71.0,276.0,-0.13171157
71.0,272.0,-0.21703172
71.0,258.0,-0.15629883
71.0,256.0,-0.12139083
71.0,252.0,-0.13065594
71.0,224.0,-0.13520196
71.0,216.0,2.4358077
71.0,208.0,8.47334
71.0,207.0,7.6367183
71.0,201.0,-5.643228
71.0,192.0,-0.6536019
71.0,186.0,-0.19806904
71.0,173.0,0.71440107
71.0,144.0,0.5355574
71.0,124.0,3.525032
71.0,122.0,-14.69565
71.0,109.0,-16.312065
71.0,107.0,11.815874
71.0,97.0,-1.7346678
71.0,89.0,-3.3173785
71.0,74.0,-0.052024364
71.0,136.0,4.4362655
71.0,99.0,-0.3703745
71.0,79.0,1.3685908
71.0,199.0,-11.276487
71.0,297.0,-10.192425
71.0,23.0,0.90063643
71.0,0.0,16.578203
71.0,17.0,-17.199274
71.0,5.0,66.707855
71.0,12.0,-95.42268
71.0,7.0,49.103397
71.0,10.0,-14.3547
71.0,45.0,8.714758
71.0,157.0,-6.407306
71.0,175.0,0.54921937
71.0,247.0,-0.32396197
71.0,234.0,-0.15526071
71.0,268.0,-0.24021982
71.0,264.0,-0.000607118
71.0,226.0,-0.048415586
71.0,229.0,-0.13042945
71.0,212.0,7.3940525
71.0,196.0,-11.131392
71.0,220.0,-0.2545545
71.0,170.0,0.8786013
71.0,148.0,8.715357
71.0,77.0,2.4489434
71.0,161.0,-2.1121104
71.0,132.0,-4.0265822
71.0,128.0,4.3142643
71.0,117.0,-4.2979307
71.0,92.0,-3.211882
71.0,69.0,-15.710506
71.0,65.0,-9.270666
71.0,22.0,3.2010694
71.0,52.0,-0.61168385
71.0,60.0,11.832464
71.0,56.0,-6.5042286
71.0,58.0,5.739484
71.0,75.0,2.5936868
72.0,294.0,-6.3567667
72.0,181.0,0.89221907
72.0,152.0,-12.784751
72.0,118.0,-2.8882885
72.0,286.0,0.5391345
72.0,281.0,-0.025225654
72.0,276.0,-0.2516434
72.0,272.0,-0.25699198
72.0,258.0,-0.10738352
72.0,256.0,-0.120417744
72.0,252.0,-0.22862422
72.0,224.0,-0.67360723
72.0,216.0,7.588237
72.0,208.0,3.3669071
72.0,207.0,0.58462393
72.0,201.0,-11.83469
72.0,192.0,-0.5552192
72.0,186.0,5.983461
72.0,173.0,0.9252497
72.0,144.0,2.1287894
72.0,124.0,-14.344554
72.0,122.0,-5.398122
72.0,109.0,8.523237
72.0,107.0,10.747339
72.0,97.0,-1.6011622
72.0,89.0,-2.7083993
72.0,74.0,-1.9386797
72.0,136.0,3.780136
72.0,99.0,-0.38394994
72.0,79.0,1.4661422
72.0,199.0,-16.156519
72.0,297.0,-13.734527
72.0,23.0,0.6612618
72.0,0.0,18.983969
72.0,17.0,-40.715466
72.0,5.0,68.99312
72.0,12.0,-63.826225
72.0,7.0,54.96461
72.0,10.0,-24.580517
72.0,45.0,2.5598383
72.0,157.0,-5.815833
72.0,175.0,0.830094
72.0,247.0,-0.8966117
72.0,234.0,-0.027067393
72.0,268.0,0.15942931
72.0,264.0,-0.10007453
72.0,226.0,-0.4102403
72.0,229.0,0.0062048137
72.0,212.0,8.519394
72.0,196.0,-5.949447
72.0,220.0,2.4073439
72.0,170.0,0.8995748
72.0,148.0,30.984833
72.0,77.0,1.9456
72.0,161.0,-4.111794
72.0,132.0,-2.5634532
72.0,128.0,6.569733
72.0,117.0,-0.8989048
72.0,92.0,-2.6067243
72.0,69.0,-15.197775
72.0,65.0,-16.768291
72.0,22.0,4.6101475
72.0,52.0,-5.320553
72.0,60.0,4.2781157
72.0,56.0,8.40813
72.0,58.0,-0.67642903
72.0,75.0,0.5528202
73.0,294.0,0.9924896
73.0,181.0,0.9193251
73.0,152.0,-6.8403463
73.0,118.0,-0.62197226
73.0,286.0,0.17906095
73.0,281.0,-0.22085452
73.0,276.0,-0.28644308
73.0,272.0,0.45451355
73.0,258.0,-0.17037159
73.0,256.0,-0.28068864
73.0,252.0,-0.81772345
73.0,224.0,2.1894224
73.0,216.0,8.167297
73.0,208.0,-2.269442
73.0,207.0,-3.235771
73.0,201.0,-12.402272
73.0,192.0,-8.235861
73.0,186.0,3.0136387
73.0,173.0,0.93521845
73.0,144.0,-1.458835
73.0,124.0,-6.185461
73.0,122.0,-2.2218065
73.0,109.0,12.604326
73.0,107.0,8.580186
73.0,97.0,-1.2909229
73.0,89.0,-2.4149702
73.0,74.0,13.903782
73.0,136.0,2.3028145
73.0,99.0,-0.28237265
73.0,79.0,1.3825933
73.0,199.0,-5.4858403
73.0,297.0,-3.6662505
73.0,23.0,0.8995608
73.0,0.0,19.917543
73.0,17.0,17.996374
73.0,5.0,53.30903
73.0,12.0,-47.690228
73.0,7.0,62.63389
73.0,10.0,-33.097668
73.0,45.0,-2.3618717
73.0,157.0,-1.13075
73.0,175.0,0.93883127
73.0,247.0,-1.3919808
73.0,234.0,0.13110214
73.0,268.0,0.005024284
73.0,264.0,-0.08794278
73.0,226.0,-0.5432429
73.0,229.0,-0.60579765
73.0,212.0,6.0417695
73.0,196.0,-6.861694
73.0,220.0,7.8141813
73.0,170.0,0.72990996
73.0,148.0,40.27457
73.0,77.0,0.8078799
73.0,161.0,-7.5388246
73.0,132.0,5.0941515
73.0,128.0,8.472795
73.0,117.0,1.3795577
73.0,92.0,-1.9898186
73.0,69.0,-9.091697
73.0,65.0,-34.776875
73.0,22.0,5.9368176
73.0,52.0,-1.652647
73.0,60.0,2.3780432
73.0,56.0,3.4673629
73.0,58.0,14.510813
73.0,75.0,-0.5962615
74.0,294.0,1.0647136
74.0,181.0,0.98173857
74.0,152.0,-8.728832
74.0,118.0,0.8611437
74.0,286.0,-0.13840696
74.0,281.0,-0.4779404
74.0,276.0,0.94269836
74.0,272.0,0.2907434
74.0,258.0,-0.70180106
74.0,256.0,-1.0900615
74.0,252.0,-1.8469723
74.0,224.0,8.140695
74.0,216.0,6.732813
74.0,208.0,-4.3506565
74.0,207.0,-5.95644
74.0,201.0,-4.837024
74.0,192.0,6.1160326
74.0,186.0,2.0630536
74.0,173.0,0.7990111
74.0,144.0,-10.725758
74.0,124.0,-1.5071784
74.0,122.0,-0.8947197
74.0,109.0,9.727557
74.0,107.0,8.058892
74.0,97.0,-0.87092555
74.0,89.0,-2.858874
74.0,74.0,65.91965
74.0,136.0,4.265689
74.0,99.0,-0.03684491
74.0,79.0,0.5277139
74.0,199.0,-8.752125
74.0,297.0,1.4307771
74.0,23.0,1.5301366
74.0,0.0,19.466583
74.0,17.0,0.41805017
74.0,5.0,18.378181
74.0,12.0,-44.355404
74.0,7.0,153.59651
74.0,10.0,-33.193542
74.0,45.0,1.8813311
74.0,157.0,6.8456573
74.0,175.0,0.8826246
74.0,247.0,-0.7269717
74.0,234.0,-0.197201
74.0,268.0,-0.037501834
74.0,264.0,-0.1458852
74.0,226.0,6.199375
74.0,229.0,-0.06217691
74.0,212.0,-0.53863454
74.0,196.0,-6.3256693
74.0,220.0,7.6506667
74.0,170.0,0.48401797
74.0,148.0,49.830772
74.0,77.0,-0.45759964
74.0,161.0,-9.622459
74.0,132.0,7.2327037
74.0,128.0,3.5066838
74.0,117.0,2.6481915
74.0,92.0,-1.4717886
74.0,69.0,-5.8373566
74.0,65.0,-62.305653
74.0,22.0,5.9986324
74.0,52.0,-2.3687778
74.0,60.0,5.2865396
74.0,56.0,5.395979
74.0,58.0,-0.56856215
74.0,75.0,12.978819
75.0,294.0,0.4846433
75.0,181.0,0.973925
75.0,152.0,-9.063791
75.0,118.0,1.5623364
75.0,286.0,-0.6255276
75.0,281.0,1.2762983
75.0,276.0,1.1666045
75.0,272.0,0.11324024
75.0,258.0,-2.1719604
75.0,256.0,-2.5737436
75.0,252.0,-1.2890491
75.0,224.0,7.0193195
75.0,216.0,1.9028275
75.0,208.0,-9.811057
75.0,207.0,-13.764048
75.0,201.0,-8.366578
75.0,192.0,7.2857933
75.0,186.0,1.7518584
75.0,173.0,0.6380806
75.0,144.0,-13.139929
75.0,124.0,0.050397575
75.0,122.0,-0.14262486
75.0,109.0,8.866633
75.0,107.0,7.8783236
75.0,97.0,-0.44849914
75.0,89.0,-5.487595
75.0,74.0,13.562506
75.0,136.0,6.197247
75.0,99.0,0.28769237
75.0,79.0,-0.73076683
75.0,199.0,-9.782535
75.0,297.0,1.0966914
75.0,23.0,2.3009033
75.0,0.0,17.89849
75.0,17.0,-10.475208
75.0,5.0,38.626606
75.0,12.0,-34.596718
75.0,7.0,-63.061466
75.0,10.0,-14.731786
75.0,45.0,9.485604
75.0,157.0,5.239695
75.0,175.0,0.74006647
75.0,247.0,-0.14231116
75.0,234.0,-0.7914053
75.0,268.0,-0.31154835
75.0,264.0,-0.95448804
75.0,226.0,7.872896
75.0,229.0,8.101762
75.0,212.0,-2.8593988
75.0,196.0,-12.873031
75.0,220.0,6.226694
75.0,170.0,0.3637377
75.0,148.0,60.4534
75.0,77.0,-1.0409713
75.0,161.0,12.443339
75.0,132.0,8.265282
75.0,128.0,-9.210756
75.0,117.0,1.1863508
75.0,92.0,-1.1221477
75.0,69.0,-7.3588448
75.0,65.0,-54.58044
75.0,22.0,-0.49334124
75.0,52.0,-15.867173
75.0,60.0,6.317826
75.0,56.0,6.252087
75.0,58.0,2.3356242
75.0,75.0,62.57472
76.0,294.0,-0.15020773
76.0,181.0,0.9148597
76.0,152.0,-8.132209
76.0,118.0,-1.3580134
76.0,286.0,1.0348201
76.0,281.0,3.4504414
76.0,276.0,0.5377041
76.0,272.0,-0.67616856
76.0,258.0,-3.2657173
76.0,256.0,-1.4844284
76.0,252.0,0.056474037
76.0,224.0,5.4576044
76.0,216.0,-2.0795794
76.0,208.0,-7.2531595
76.0,207.0,-1.2528579
76.0,201.0,-10.14375
76.0,192.0,4.6765738
76.0,186.0,1.6353068
76.0,173.0,0.6793343
76.0,144.0,-16.332752
76.0,124.0,0.7991889
76.0,122.0,0.41395396
76.0,109.0,8.858383
76.0,107.0,7.799082
76.0,97.0,-0.09403911
76.0,89.0,-13.6312
76.0,74.0,-13.887881
76.0,136.0,6.605896
76.0,99.0,0.6099842
76.0,79.0,-2.0580647
76.0,199.0,-13.801947
76.0,297.0,0.42272708
76.0,23.0,2.28361
76.0,0.0,15.629349
76.0,17.0,-16.258724
76.0,5.0,47.905796
76.0,12.0,88.56216
76.0,7.0,-35.80582
76.0,10.0,-31.217916
76.0,45.0,12.068808
76.0,157.0,4.1619644
76.0,175.0,0.65968406
76.0,247.0,-0.24281992
76.0,234.0,6.5245223
76.0,268.0,-2.2483826
76.0,264.0,-2.5244846
76.0,226.0,5.666992
76.0,229.0,6.851006
76.0,212.0,-4.8704257
76.0,196.0,4.6416583
76.0,220.0,4.3509955
76.0,170.0,0.7118552
76.0,148.0,69.879684
76.0,77.0,21.691904
76.0,161.0,11.08485
76.0,132.0,9.457069
76.0,128.0,-3.4988961
76.0,117.0,-5.9302325
76.0,92.0,-1.0579811
76.0,69.0,-15.892633
76.0,65.0,10.886704
76.0,22.0,-205.69308
76.0,52.0,-78.838806
76.0,60.0,1.0217026
76.0,56.0,7.5949917
76.0,58.0,10.627846
76.0,75.0,11.5445
77.0,294.0,-0.9388094
77.0,181.0,0.9138402
77.0,152.0,-6.418695
77.0,118.0,-12.483589
77.0,286.0,5.7791038
77.0,281.0,2.4384449
77.0,276.0,-0.9146577
77.0,272.0,-3.962635
77.0,258.0,1.1062826
77.0,256.0,0.9914056
77.0,252.0,-0.87584007
77.0,224.0,5.270583
77.0,216.0,-3.0436
77.0,208.0,-0.58108497
77.0,207.0,-2.4044821
77.0,201.0,-15.4440155
77.0,192.0,3.4795442
77.0,186.0,1.631099
77.0,173.0,1.3791869
77.0,144.0,-20.875338
77.0,124.0,1.3693007
77.0,122.0,0.83161575
77.0,109.0,9.099742
77.0,107.0,7.9026494
77.0,97.0,0.17435902
77.0,89.0,-10.450623
77.0,74.0,-15.093831
77.0,136.0,7.1159797
77.0,99.0,0.88577366
77.0,79.0,-3.6114016
77.0,199.0,-10.472374
77.0,297.0,-0.4000332
77.0,23.0,-2.502542
77.0,0.0,13.070379
77.0,17.0,-23.527475
77.0,5.0,-13.179498
77.0,12.0,-61.489902
77.0,7.0,-33.66352
77.0,10.0,-5.367777
77.0,45.0,12.299109
77.0,157.0,8.813139
77.0,175.0,0.945451
77.0,247.0,-0.42604962
77.0,234.0,7.2621055
77.0,268.0,-4.9773355
77.0,264.0,-5.3383265
77.0,226.0,4.9693146
77.0,229.0,4.7461643
77.0,212.0,-12.012983
77.0,196.0,4.49408
77.0,220.0,-1.1317264
77.0,170.0,0.8250623
77.0,148.0,59.067474
77.0,77.0,49.146954
77.0,161.0,7.0368395
77.0,132.0,4.0540094
77.0,128.0,0.5602693
77.0,117.0,-20.749271
77.0,92.0,-1.7180767
77.0,69.0,-33.60282
77.0,65.0,34.73075
77.0,22.0,-17.26269
77.0,52.0,-227.11575
77.0,60.0,2.34792
77.0,56.0,12.271979
77.0,58.0,7.7835617
77.0,75.0,-15.580006
78.0,294.0,1.955518
78.0,181.0,1.2378138
78.0,152.0,-5.542167
78.0,118.0,-30.970135
78.0,286.0,5.82244
78.0,281.0,-0.22853856
78.0,276.0,-4.1346197
78.0,272.0,-8.996035
78.0,258.0,0.48873317
78.0,256.0,-1.3765999
78.0,252.0,-2.047698
78.0,224.0,0.71416515
78.0,216.0,-6.054657
78.0,208.0,-2.9672756
78.0,207.0,-4.221415
78.0,201.0,-11.291826
78.0,192.0,2.3176641
78.0,186.0,1.797089
78.0,173.0,2.785565
78.0,144.0,-27.167116
78.0,124.0,1.8768878
78.0,122.0,0.50187564
78.0,109.0,9.540696
78.0,107.0,8.275371
78.0,97.0,0.35183114
78.0,89.0,-12.569427
78.0,74.0,-9.63879
78.0,136.0,8.276363
78.0,99.0,1.1042885
78.0,79.0,45.050133
78.0,199.0,0.36675835
78.0,297.0,-1.0040677
78.0,23.0,-186.29689
78.0,0.0,10.509452
78.0,17.0,-45.69439
78.0,5.0,-43.773952
78.0,12.0,-14.633225
78.0,7.0,-15.448383
78.0,10.0,-4.0478945
78.0,45.0,12.1892185
78.0,157.0,2.4060187
78.0,175.0,2.1325035
78.0,247.0,-0.106409475
78.0,234.0,4.0890155
78.0,268.0,-6.7207327
78.0,264.0,-2.479093
78.0,226.0,4.4977036
78.0,229.0,4.442458
78.0,212.0,-0.2129302
78.0,196.0,0.98291475
78.0,220.0,-2.3456073
78.0,170.0,-11.593134
78.0,148.0,29.062733
78.0,77.0,4.5105276
78.0,161.0,-2.4583783
78.0,132.0,-6.8880835
78.0,128.0,2.2554634
78.0,117.0,-10.597532
78.0,92.0,-4.7849817
78.0,69.0,-85.89158
78.0,65.0,4.61899
78.0,22.0,-44.23226
78.0,52.0,-21.622955
78.0,60.0,-10.203268
78.0,56.0,23.0235
78.0,58.0,-24.892366
78.0,75.0,-17.854403
79.0,294.0,14.577045
79.0,181.0,2.5284183
79.0,152.0,-3.9216747
79.0,118.0,0.8197059
79.0,286.0,0.2643876
79.0,281.0,-1.5926636
79.0,276.0,-9.918947
79.0,272.0,-9.721714
79.0,258.0,-3.065538
79.0,256.0,-3.669735
79.0,252.0,-1.5267694
79.0,224.0,-1.9839892
79.0,216.0,-10.885132
79.0,208.0,-3.9717326
79.0,207.0,-5.495062
79.0,201.0,-0.17500877
79.0,192.0,-0.3678006
79.0,186.0,1.8783363
79.0,173.0,6.111115
79.0,144.0,-37.211723
79.0,124.0,1.834086
79.0,122.0,-6.2633314
79.0,109.0,10.07398
79.0,107.0,8.890268
79.0,97.0,0.40278068
79.0,89.0,-11.671318
79.0,74.0,-4.778308
79.0,136.0,9.744271
79.0,99.0,1.2542764
79.0,79.0,34.216843
79.0,199.0,-2.047781
79.0,297.0,4.488045
79.0,23.0,-5.302652
79.0,0.0,8.111437
79.0,17.0,-58.00543
79.0,5.0,-43.94269
79.0,12.0,30.105759
79.0,7.0,-29.0616
79.0,10.0,100.52418
79.0,45.0,11.227216
79.0,157.0,2.7005806
79.0,175.0,4.22608
79.0,247.0,4.939791
79.0,234.0,3.419004
79.0,268.0,-7.389496
79.0,264.0,5.8200626
79.0,226.0,-0.6297436
79.0,229.0,4.535381
79.0,212.0,0.28760386
79.0,196.0,-2.1374931
79.0,220.0,-3.2276921
79.0,170.0,22.952028
79.0,148.0,-29.294682
79.0,77.0,-24.36945
79.0,161.0,-1.1878526
79.0,132.0,-2.9766264
79.0,128.0,3.3410375
79.0,117.0,11.037544
79.0,92.0,-14.617159
79.0,69.0,22.157015
79.0,65.0,-1.8558873
79.0,22.0,-38.85358
79.0,52.0,115.97042
79.0,60.0,-6.8508654
79.0,56.0,23.673159
79.0,58.0,-16.08872
79.0,75.0,-11.136894
80.0,294.0,3.429597
80.0,181.0,5.709515
80.0,152.0,-2.5361602
80.0,118.0,-4.669644
80.0,286.0,-0.21789107
80.0,281.0,-3.691938
80.0,276.0,-15.219217
80.0,272.0,-14.935409
80.0,258.0,-4.8863034
80.0,256.0,-3.1751988
80.0,252.0,2.5982487
80.0,224.0,-2.2959309
80.0,216.0,2.2861917
80.0,208.0,-6.4110208
80.0,207.0,-10.383842
80.0,201.0,-0.16996169
80.0,192.0,-3.5017717
80.0,186.0,-2.1861744
80.0,173.0,35.963173
80.0,144.0,-13.0246315
80.0,124.0,-3.0159478
80.0,122.0,-44.504837
80.0,109.0,10.313917
80.0,107.0,9.493686
80.0,97.0,0.26199704
80.0,89.0,-0.48934096
80.0,74.0,-3.3818574
80.0,136.0,5.3242073
80.0,99.0,1.3017231
80.0,79.0,-7.52676
80.0,199.0,-1.5416491
80.0,297.0,20.296743
80.0,23.0,-29.715279
80.0,0.0,5.981237
80.0,17.0,-32.04454
80.0,5.0,-34.9361
80.0,12.0,64.68172
80.0,7.0,2.977007
80.0,10.0,-13.360144
80.0,45.0,8.345033
80.0,157.0,1.8668888
80.0,175.0,11.9845295
80.0,247.0,7.6110644
80.0,234.0,4.0573874
80.0,268.0,9.834003
80.0,264.0,-0.6134193
80.0,226.0,-2.032506
80.0,229.0,-0.28164345
80.0,212.0,-1.2055589
80.0,196.0,-2.4326282
80.0,220.0,-7.7347956
80.0,170.0,7.2343783
80.0,148.0,-65.188995
80.0,77.0,-27.981956
80.0,161.0,0.44510776
80.0,132.0,1.5233443
80.0,128.0,4.4687767
80.0,117.0,-6.4082527
80.0,92.0,-7.001701
80.0,69.0,19.146658
80.0,65.0,-0.523304
80.0,22.0,-22.630098
80.0,52.0,97.06398
80.0,60.0,-6.664645
80.0,56.0,-8.266704
80.0,58.0,-9.593993
80.0,75.0,-3.062377
81.0,294.0,-0.102456555
81.0,181.0,11.076712
81.0,152.0,-1.4440818
81.0,118.0,-2.5976026
81.0,286.0,-0.12525746
81.0,281.0,-10.525442
81.0,276.0,-14.37786
81.0,272.0,15.39267
81.0,258.0,-1.4903407
81.0,256.0,1.1442438
81.0,252.0,11.546665
81.0,224.0,-3.575026
81.0,216.0,0.77750266
81.0,208.0,-11.465099
81.0,207.0,-6.294202
81.0,201.0,0.5731933
81.0,192.0,-2.7686315
81.0,186.0,-12.808395
81.0,173.0,7.6390734
81.0,144.0,-20.477737
81.0,124.0,-43.326595
81.0,122.0,17.233942
81.0,109.0,9.826295
