TimeStep,Station_Number,q_x
141.0,281.0,-3.2956855
141.0,276.0,-2.9306116
141.0,272.0,-2.7411804
141.0,258.0,-1.3692139
141.0,256.0,-1.025672
141.0,252.0,-0.35772642
141.0,224.0,-0.020941496
141.0,216.0,-3.421854
141.0,208.0,0.922065
141.0,207.0,1.4824487
141.0,201.0,2.726914
141.0,192.0,1.770865
141.0,186.0,-0.56837904
141.0,173.0,-0.4190588
141.0,144.0,2.6618292
141.0,124.0,-1.6077803
141.0,122.0,-10.571986
141.0,109.0,4.3264675
141.0,107.0,4.4231944
141.0,97.0,2.251569
141.0,89.0,-8.67214
141.0,74.0,-5.276782
141.0,136.0,2.2069736
141.0,99.0,6.134627
141.0,79.0,-0.2280441
141.0,199.0,2.7185216
141.0,297.0,-10.567285
141.0,23.0,0.8678809
141.0,0.0,-12.201915
141.0,17.0,-0.52572936
141.0,5.0,-16.867313
141.0,12.0,51.77853
141.0,7.0,-38.57709
141.0,10.0,16.64125
141.0,45.0,-12.705585
141.0,157.0,-5.73514
141.0,175.0,-6.95836
141.0,247.0,0.268151
141.0,234.0,0.50422114
141.0,268.0,-2.536653
141.0,264.0,-2.2089922
141.0,226.0,0.029166222
141.0,229.0,0.21179575
141.0,212.0,-1.0090876
141.0,196.0,2.4409528
141.0,220.0,1.4271058
141.0,170.0,4.5993714
141.0,148.0,-5.0379577
141.0,77.0,19.893631
141.0,161.0,1.2357836
141.0,132.0,2.4256718
141.0,128.0,-0.6919457
141.0,117.0,1.5246909
141.0,92.0,-10.909473
141.0,69.0,54.52617
141.0,65.0,-84.93285
141.0,22.0,-0.30527002
141.0,52.0,12.568934
141.0,60.0,-25.678347
141.0,56.0,14.746687
141.0,58.0,88.35172
141.0,75.0,6.1383915
142.0,294.0,-6.1241465
142.0,181.0,-4.321265
142.0,152.0,0.26974156
142.0,118.0,1.6385615
142.0,286.0,-3.8230274
142.0,281.0,-3.2998414
142.0,276.0,-3.0069118
142.0,272.0,-2.8418477
142.0,258.0,-1.4448541
142.0,256.0,-1.0969297
142.0,252.0,-0.42530993
142.0,224.0,0.07166052
142.0,216.0,-1.6486561
142.0,208.0,1.5544322
142.0,207.0,1.8893719
142.0,201.0,2.699882
142.0,192.0,1.6067065
142.0,186.0,-1.487128
142.0,173.0,8.742733
142.0,144.0,0.801869
142.0,124.0,-6.7331495
142.0,122.0,35.21718
142.0,109.0,3.334488
142.0,107.0,5.738007
142.0,97.0,1.5999756
142.0,89.0,-8.673847
142.0,74.0,-6.702437
142.0,136.0,3.2017887
142.0,99.0,5.606522
142.0,79.0,2.4565573
142.0,199.0,2.6248422
142.0,297.0,-7.910834
142.0,23.0,1.0892019
142.0,0.0,-12.298691
142.0,17.0,-1.0162541
142.0,5.0,-17.143057
142.0,12.0,51.30591
142.0,7.0,-37.40806
142.0,10.0,16.301975
142.0,45.0,5.1570725
142.0,157.0,3.6390889
142.0,175.0,-0.3223517
142.0,247.0,0.20586833
142.0,234.0,0.4816818
142.0,268.0,-2.6428711
142.0,264.0,-2.3062775
142.0,226.0,0.054510117
142.0,229.0,0.20686513
142.0,212.0,-2.3911881
142.0,196.0,2.292855
142.0,220.0,7.861453
142.0,170.0,-0.17086458
142.0,148.0,-4.7449627
142.0,77.0,39.15104
142.0,161.0,3.3240566
142.0,132.0,2.2417717
142.0,128.0,-0.85313696
142.0,117.0,0.79467225
142.0,92.0,-10.305439
142.0,69.0,62.32043
142.0,65.0,-84.96952
142.0,22.0,-0.8139992
142.0,52.0,13.291471
142.0,60.0,-32.0108
142.0,56.0,14.99719
142.0,58.0,93.27983
142.0,75.0,-1.581033
143.0,294.0,-5.326396
143.0,181.0,-1.2615032
143.0,152.0,0.017722271
143.0,118.0,1.0474392
143.0,286.0,-3.7675598
143.0,281.0,-3.3505158
143.0,276.0,-3.0998237
143.0,272.0,-2.9457724
143.0,258.0,-1.5103309
143.0,256.0,-1.1598846
143.0,252.0,-0.4884931
143.0,224.0,0.39570367
143.0,216.0,4.759017
143.0,208.0,1.86561
143.0,207.0,2.1045477
143.0,201.0,2.6267173
143.0,192.0,1.4300622
143.0,186.0,-2.9609952
143.0,173.0,2.3399854
143.0,144.0,0.17901462
143.0,124.0,-14.621427
143.0,122.0,28.557388
143.0,109.0,4.268006
143.0,107.0,6.7075276
143.0,97.0,0.8582008
143.0,89.0,-9.685372
143.0,74.0,-5.563837
143.0,136.0,4.054009
143.0,99.0,6.7918177
143.0,79.0,5.7535257
143.0,199.0,2.5009925
143.0,297.0,-6.304537
143.0,23.0,-0.45519993
143.0,0.0,-12.326964
143.0,17.0,-0.5997046
143.0,5.0,-17.597725
143.0,12.0,50.856926
143.0,7.0,-36.163445
143.0,10.0,16.025011
143.0,45.0,7.499676
143.0,157.0,7.69632
143.0,175.0,10.189274
143.0,247.0,0.14478499
143.0,234.0,0.4581817
143.0,268.0,-2.7434995
143.0,264.0,-2.3928537
143.0,226.0,0.092818975
143.0,229.0,0.20156917
143.0,212.0,-0.12411487
143.0,196.0,2.135761
143.0,220.0,-22.74432
143.0,170.0,-1.4875313
143.0,148.0,-3.9907625
143.0,77.0,32.238644
143.0,161.0,1.085319
143.0,132.0,1.9632463
143.0,128.0,-0.9575176
143.0,117.0,0.5305313
143.0,92.0,-9.981671
143.0,69.0,65.1287
143.0,65.0,-77.70125
143.0,22.0,-1.8626846
143.0,52.0,12.801984
143.0,60.0,-30.885715
143.0,56.0,15.303835
143.0,58.0,97.67354
143.0,75.0,-5.7643843
144.0,294.0,-4.9225025
144.0,181.0,-2.3837824
144.0,152.0,-0.14684089
144.0,118.0,0.8691711
144.0,286.0,-3.7868226
144.0,281.0,-3.4309673
144.0,276.0,-3.2015898
144.0,272.0,-3.0486805
144.0,258.0,-1.5660589
144.0,256.0,-1.2150167
144.0,252.0,-0.5475215
144.0,224.0,2.1032372
144.0,216.0,-3.8238335
144.0,208.0,2.036067
144.0,207.0,2.219703
144.0,201.0,2.5197518
144.0,192.0,1.2214085
144.0,186.0,-5.2786393
144.0,173.0,-0.5235894
144.0,144.0,0.94879925
144.0,124.0,30.50293
144.0,122.0,8.624758
144.0,109.0,5.1955047
144.0,107.0,7.294345
144.0,97.0,0.18950844
144.0,89.0,-12.062266
144.0,74.0,-2.1283746
144.0,136.0,4.6861157
144.0,99.0,9.30759
144.0,79.0,6.013586
144.0,199.0,2.3578024
144.0,297.0,-5.4189744
144.0,23.0,-2.258624
144.0,0.0,-12.283447
144.0,17.0,0.0742968
144.0,5.0,-18.23134
144.0,12.0,50.430435
144.0,7.0,-34.88023
144.0,10.0,15.810172
144.0,45.0,-21.1023
144.0,157.0,6.51377
144.0,175.0,3.530428
144.0,247.0,0.08506322
144.0,234.0,0.43353066
144.0,268.0,-2.836265
144.0,264.0,-2.4678106
144.0,226.0,0.24760485
144.0,229.0,0.19466245
144.0,212.0,0.8118042
144.0,196.0,1.9767079
144.0,220.0,-3.873457
144.0,170.0,-1.8752946
144.0,148.0,-2.7091317
144.0,77.0,15.919694
144.0,161.0,0.20241708
144.0,132.0,1.6128894
144.0,128.0,-1.2067431
144.0,117.0,0.33422476
144.0,92.0,-10.268644
144.0,69.0,61.991264
144.0,65.0,-66.76377
144.0,22.0,-3.6455264
144.0,52.0,11.332837
144.0,60.0,-22.188084
144.0,56.0,15.68631
144.0,58.0,101.46957
144.0,75.0,-6.816703
145.0,294.0,-4.7419863
145.0,181.0,-3.4299192
145.0,152.0,-0.28154853
145.0,118.0,0.78924173
145.0,286.0,-3.8548625
145.0,281.0,-3.5297892
145.0,276.0,-3.3068545
145.0,272.0,-3.1475778
145.0,258.0,-1.6126472
145.0,256.0,-1.2629383
145.0,252.0,-0.6026709
145.0,224.0,13.038135
145.0,216.0,-1.7017367
145.0,208.0,2.1275954
145.0,207.0,2.2701912
145.0,201.0,2.3894162
145.0,192.0,0.942364
145.0,186.0,-8.496059
145.0,173.0,-1.1907878
145.0,144.0,-0.37340114
145.0,124.0,30.011656
145.0,122.0,3.6476617
145.0,109.0,5.593843
145.0,107.0,7.5228405
145.0,97.0,-0.85325694
145.0,89.0,-15.580132
145.0,74.0,2.6078324
145.0,136.0,5.050095
145.0,99.0,12.23242
145.0,79.0,4.5420594
145.0,199.0,2.204768
145.0,297.0,-4.938606
145.0,23.0,-4.1363645
145.0,0.0,-12.167809
145.0,17.0,0.7796875
145.0,5.0,-19.035994
145.0,12.0,50.024967
145.0,7.0,-33.593994
145.0,10.0,15.657705
145.0,45.0,-28.707727
145.0,157.0,4.744751
145.0,175.0,0.08195567
145.0,247.0,0.02676801
145.0,234.0,0.4073481
145.0,268.0,-2.919643
145.0,264.0,-2.530792
145.0,226.0,1.1142693
145.0,229.0,0.19847465
145.0,212.0,1.2132682
145.0,196.0,1.8186834
145.0,220.0,1.7495136
145.0,170.0,-2.6524265
145.0,148.0,-1.2743266
145.0,77.0,3.9060104
145.0,161.0,-0.9761233
145.0,132.0,1.2044524
145.0,128.0,-2.4795194
145.0,117.0,-0.18800274
145.0,92.0,-11.2507105
145.0,69.0,54.352024
145.0,65.0,-55.867577
145.0,22.0,-5.267638
145.0,52.0,9.363889
145.0,60.0,-10.599578
145.0,56.0,16.169115
145.0,58.0,104.5439
145.0,75.0,-5.100917
146.0,294.0,-4.690918
146.0,181.0,10.375071
146.0,152.0,-0.3862951
146.0,118.0,0.5454931
146.0,286.0,-3.9546835
146.0,281.0,-3.6391778
146.0,276.0,-3.411885
146.0,272.0,-3.240386
146.0,258.0,-1.6509035
146.0,256.0,-1.304242
146.0,252.0,-0.65411305
146.0,224.0,-19.224102
146.0,216.0,-0.06785035
146.0,208.0,2.1646957
146.0,207.0,2.2722864
146.0,201.0,2.2451735
146.0,192.0,0.52844936
146.0,186.0,-11.291329
146.0,173.0,-1.2767987
146.0,144.0,-0.17755027
146.0,124.0,9.054354
146.0,122.0,2.5519252
146.0,109.0,5.4228854
146.0,107.0,7.430868
146.0,97.0,-2.5228434
146.0,89.0,-17.58954
146.0,74.0,7.854506
146.0,136.0,5.135825
146.0,99.0,13.538202
146.0,79.0,9.061858
146.0,199.0,2.0496693
146.0,297.0,-4.679477
146.0,23.0,-5.7066765
146.0,0.0,-11.982054
146.0,17.0,1.4363742
146.0,5.0,-19.994703
146.0,12.0,49.639515
146.0,7.0,-32.33792
146.0,10.0,15.567778
146.0,45.0,-24.568739
146.0,157.0,3.3572216
146.0,175.0,-0.82535875
146.0,247.0,-0.029915467
146.0,234.0,0.37924886
146.0,268.0,-2.9926515
146.0,264.0,-2.5818675
146.0,226.0,6.409941
146.0,229.0,0.31259567
146.0,212.0,1.4263904
146.0,196.0,1.6577407
146.0,220.0,-1.7371645
146.0,170.0,-5.3270807
146.0,148.0,-0.41125435
146.0,77.0,-2.8259277
146.0,161.0,-3.082704
146.0,132.0,0.7381797
146.0,128.0,-6.932027
146.0,117.0,-2.1730485
146.0,92.0,-12.669199
146.0,69.0,44.102707
146.0,65.0,-46.694412
146.0,22.0,-2.3181505
146.0,52.0,7.4190545
146.0,60.0,-1.2361126
146.0,56.0,16.778511
146.0,58.0,106.735855
146.0,75.0,-1.9439049
147.0,294.0,-4.713988
147.0,181.0,11.784204
147.0,152.0,-0.4242338
147.0,118.0,-0.50161296
147.0,286.0,-4.0748615
147.0,281.0,-3.7537777
147.0,276.0,-3.5140498
147.0,272.0,-3.3256655
147.0,258.0,-1.6815281
147.0,256.0,-1.339589
147.0,252.0,-0.7020625
147.0,224.0,-3.7935436
147.0,216.0,0.53248465
147.0,208.0,2.1590862
147.0,207.0,2.235503
147.0,201.0,2.0954213
147.0,192.0,-0.12161577
147.0,186.0,-10.689603
147.0,173.0,-1.4813578
147.0,144.0,0.05552627
147.0,124.0,3.9629884
147.0,122.0,2.4527578
147.0,109.0,4.780828
147.0,107.0,7.056772
147.0,97.0,-4.3306994
147.0,89.0,-13.941614
147.0,74.0,14.106071
147.0,136.0,4.9623275
147.0,99.0,11.736514
147.0,79.0,10.736231
147.0,199.0,1.897344
147.0,297.0,-4.5423303
147.0,23.0,-4.108435
147.0,0.0,-11.730742
147.0,17.0,2.0197551
147.0,5.0,-21.07958
147.0,12.0,49.27434
147.0,7.0,-31.142673
147.0,10.0,15.541115
147.0,45.0,-20.654726
147.0,157.0,2.3298135
147.0,175.0,-0.9493736
147.0,247.0,-0.084805205
147.0,234.0,0.3506363
147.0,268.0,-3.0548172
147.0,264.0,-2.621362
147.0,226.0,5.0171213
147.0,229.0,1.0108693
147.0,212.0,1.5553639
147.0,196.0,1.478461
147.0,220.0,-4.391076
147.0,170.0,-10.309971
147.0,148.0,-0.35992485
147.0,77.0,-5.068676
147.0,161.0,-7.005631
147.0,132.0,0.178448
147.0,128.0,-18.079165
147.0,117.0,-10.552184
147.0,92.0,-14.5261135
147.0,69.0,32.649788
147.0,65.0,-39.44582
147.0,22.0,9.065552
147.0,52.0,5.9178505
147.0,60.0,-7.737002
147.0,56.0,17.536953
147.0,58.0,107.8611
147.0,75.0,1.2806438
148.0,294.0,-4.7766232
148.0,181.0,4.184057
148.0,152.0,-0.3346584
148.0,118.0,-4.91265
148.0,286.0,-4.2075787
148.0,281.0,-3.8698347
148.0,276.0,-3.6115544
148.0,272.0,-3.4024608
148.0,258.0,-1.7053776
148.0,256.0,-1.3695742
148.0,252.0,-0.74662614
148.0,224.0,1.7148495
148.0,216.0,0.8016065
148.0,208.0,2.1182086
148.0,207.0,2.167117
148.0,201.0,1.9467505
148.0,192.0,-1.1699138
148.0,186.0,-7.180124
148.0,173.0,-2.6425207
148.0,144.0,-0.028908754
148.0,124.0,3.104663
148.0,122.0,2.6471157
148.0,109.0,3.7885656
148.0,107.0,6.437948
148.0,97.0,-5.675829
148.0,89.0,-7.842885
148.0,74.0,22.062984
148.0,136.0,4.5666265
148.0,99.0,7.9765058
148.0,79.0,5.3566976
148.0,199.0,1.7471734
148.0,297.0,-4.4745083
148.0,23.0,5.070269
148.0,0.0,-11.4203
148.0,17.0,2.5277824
148.0,5.0,-22.252546
148.0,12.0,48.92918
148.0,7.0,-30.035275
148.0,10.0,15.578329
148.0,45.0,-18.119694
148.0,157.0,1.5412472
148.0,175.0,-0.92656493
148.0,247.0,-0.13756478
148.0,234.0,0.3326758
148.0,268.0,-3.1058993
148.0,264.0,-2.6498659
148.0,226.0,-7.949813
148.0,229.0,5.0860376
148.0,212.0,1.6337683
148.0,196.0,1.2487988
148.0,220.0,-1.4039927
148.0,170.0,-5.6704974
148.0,148.0,0.4729384
148.0,77.0,-4.433881
148.0,161.0,-11.6726265
148.0,132.0,-0.6335133
148.0,128.0,7.7689333
148.0,117.0,-34.03329
148.0,92.0,-17.804382
148.0,69.0,22.73837
148.0,65.0,-33.76323
148.0,22.0,13.926378
148.0,52.0,5.140547
148.0,60.0,-40.141983
148.0,56.0,18.45055
148.0,58.0,107.71971
148.0,75.0,4.5656915
149.0,294.0,-4.856879
149.0,181.0,1.1529102
149.0,152.0,-0.13354185
149.0,118.0,-20.189133
149.0,286.0,-4.3474364
149.0,281.0,-3.984807
149.0,276.0,-3.703094
149.0,272.0,-3.4701147
149.0,258.0,-1.7231599
149.0,256.0,-1.3946589
149.0,252.0,-0.78774023
149.0,224.0,-6.7500114
149.0,216.0,0.9574491
149.0,208.0,2.0484223
149.0,207.0,2.074085
149.0,201.0,1.8021169
149.0,192.0,-2.8943434
149.0,186.0,4.8348274
149.0,173.0,-6.19603
149.0,144.0,-0.03798549
149.0,124.0,3.2494006
149.0,122.0,2.9223256
149.0,109.0,2.5587516
149.0,107.0,5.609777
149.0,97.0,-6.346718
149.0,89.0,-4.106962
149.0,74.0,29.75639
149.0,136.0,3.988234
149.0,99.0,4.1076293
149.0,79.0,-0.13091135
149.0,199.0,1.5892586
149.0,297.0,-4.448841
149.0,23.0,13.025774
149.0,0.0,-11.058798
149.0,17.0,2.968088
149.0,5.0,-23.467615
149.0,12.0,48.604767
149.0,7.0,-29.039396
149.0,10.0,15.67975
149.0,45.0,-15.79054
149.0,157.0,0.9041078
149.0,175.0,-1.2310965
149.0,247.0,-0.18766761
149.0,234.0,0.37593418
149.0,268.0,-3.1459594
149.0,264.0,-2.668075
149.0,226.0,1.0054016
149.0,229.0,16.513329
149.0,212.0,1.6737117
149.0,196.0,0.9145951
149.0,220.0,-0.18689549
149.0,170.0,0.25095528
149.0,148.0,-0.24963757
149.0,77.0,-2.8371964
149.0,161.0,-7.8273997
149.0,132.0,-2.2462559
149.0,128.0,26.98552
149.0,117.0,-30.36476
149.0,92.0,-24.439722
149.0,69.0,15.202042
149.0,65.0,-29.189816
149.0,22.0,9.269322
149.0,52.0,5.31604
149.0,60.0,-50.505825
149.0,56.0,19.487705
149.0,58.0,106.074394
149.0,75.0,9.1085
150.0,294.0,-4.9415755
150.0,181.0,0.18569326
150.0,152.0,0.054334674
150.0,118.0,-29.232897
150.0,286.0,-4.4906397
150.0,281.0,-4.096858
150.0,276.0,-3.7877786
150.0,272.0,-3.5282376
150.0,258.0,-1.7355416
150.0,256.0,-1.4152664
150.0,252.0,-0.8252878
150.0,224.0,-4.61476
150.0,216.0,1.061796
150.0,208.0,1.956078
150.0,207.0,1.9634895
150.0,201.0,1.6577696
150.0,192.0,-5.7615466
150.0,186.0,17.551758
150.0,173.0,-8.929659
150.0,144.0,0.07752521
150.0,124.0,3.5976794
150.0,122.0,3.19672
150.0,109.0,1.188803
150.0,107.0,4.5955243
150.0,97.0,-6.4532757
150.0,89.0,-2.3580058
150.0,74.0,33.284126
150.0,136.0,3.2481172
150.0,99.0,0.9121603
150.0,79.0,-2.938818
150.0,199.0,1.3993976
150.0,297.0,-4.451963
150.0,23.0,10.880645
150.0,0.0,-10.655473
150.0,17.0,3.3510656
150.0,5.0,-24.674728
150.0,12.0,48.302094
150.0,7.0,-28.173883
150.0,10.0,15.845442
150.0,45.0,-12.022749
150.0,157.0,0.36894807
150.0,175.0,-2.7466874
150.0,247.0,-0.23432198
150.0,234.0,0.62544453
150.0,268.0,-3.1752536
150.0,264.0,-2.6768398
150.0,226.0,-5.55743
150.0,229.0,-9.736838
150.0,212.0,1.6805587
150.0,196.0,0.3937366
150.0,220.0,0.24492052
150.0,170.0,-0.23491049
150.0,148.0,-0.5110071
150.0,77.0,-1.3233452
150.0,161.0,2.2743351
150.0,132.0,-6.2637787
150.0,128.0,8.427051
150.0,117.0,-9.57545
150.0,92.0,-37.291313
150.0,69.0,8.881535
150.0,65.0,-25.32869
150.0,22.0,4.7201276
150.0,52.0,6.851866
150.0,60.0,-37.72432
150.0,56.0,20.553276
150.0,58.0,102.585304
150.0,75.0,16.205307
151.0,294.0,-5.0238056
151.0,181.0,-0.065402985
151.0,152.0,0.8175462
151.0,118.0,-11.954892
151.0,286.0,-4.634477
151.0,281.0,-4.2047153
151.0,276.0,-3.8649523
151.0,272.0,-3.5766191
151.0,258.0,-1.7429847
151.0,256.0,-1.4315641
151.0,252.0,-0.8588666
151.0,224.0,-1.416603
151.0,216.0,1.132682
151.0,208.0,1.847947
151.0,207.0,1.8425199
151.0,201.0,1.498909
151.0,192.0,-10.248108
151.0,186.0,8.919374
151.0,173.0,-0.79855895
151.0,144.0,0.32344726
151.0,124.0,3.9354618
151.0,122.0,3.4143977
151.0,109.0,-0.24418944
151.0,107.0,3.3751392
151.0,97.0,-6.191012
151.0,89.0,-1.6512617
151.0,74.0,34.530823
151.0,136.0,2.3177738
151.0,99.0,-1.4368448
151.0,79.0,-3.5627441
151.0,199.0,1.1343691
151.0,297.0,-4.4773674
151.0,23.0,6.3564744
151.0,0.0,-10.220104
151.0,17.0,3.6880257
151.0,5.0,-25.825607
151.0,12.0,48.02242
151.0,7.0,-27.452818
151.0,10.0,16.075047
151.0,45.0,-6.3649464
151.0,157.0,-0.08261514
151.0,175.0,-6.5523014
151.0,247.0,-0.2762192
151.0,234.0,1.5706654
151.0,268.0,-3.1942196
151.0,264.0,-2.677008
151.0,226.0,-7.6919765
151.0,229.0,-1.2776003
151.0,212.0,1.6579415
151.0,196.0,-0.4391755
151.0,220.0,0.44524541
151.0,170.0,-0.96559286
151.0,148.0,-0.44841012
151.0,77.0,0.08160329
151.0,161.0,4.4880815
151.0,132.0,-16.871866
151.0,128.0,3.519649
151.0,117.0,-1.973038
151.0,92.0,-57.17192
151.0,69.0,2.0480745
151.0,65.0,-21.877026
151.0,22.0,2.139828
151.0,52.0,10.739687
151.0,60.0,-28.897337
151.0,56.0,21.475655
151.0,58.0,96.52646
151.0,75.0,24.360853
152.0,294.0,-5.101101
152.0,181.0,-0.048327327
152.0,152.0,0.7864013
152.0,118.0,-2.1871653
152.0,286.0,-4.7769585
152.0,281.0,-4.30742
152.0,276.0,-3.9341226
152.0,272.0,-3.615229
152.0,258.0,-1.7458758
152.0,256.0,-1.4436436
152.0,252.0,-0.88782763
152.0,224.0,-0.34035975
152.0,216.0,1.1753622
152.0,208.0,1.7308986
152.0,207.0,1.7179275
152.0,201.0,1.2948638
152.0,192.0,-15.018915
152.0,186.0,3.6150875
152.0,173.0,1.4367383
152.0,144.0,0.71555275
152.0,124.0,4.2128196
152.0,122.0,3.4377153
152.0,109.0,-1.6942818
152.0,107.0,1.813972
152.0,97.0,-5.716942
152.0,89.0,-1.5530825
152.0,74.0,38.948845
152.0,136.0,1.0581849
152.0,99.0,-2.9539566
152.0,79.0,-3.141223
152.0,199.0,0.72762626
152.0,297.0,-4.52132
152.0,23.0,3.3930485
152.0,0.0,-9.762653
152.0,17.0,3.9890418
152.0,5.0,-26.878462
152.0,12.0,47.767284
152.0,7.0,-26.88398
152.0,10.0,16.367271
152.0,45.0,-0.9139248
152.0,157.0,-0.43642512
152.0,175.0,-6.1656413
152.0,247.0,-0.31116533
152.0,234.0,7.846905
152.0,268.0,-3.2033474
152.0,264.0,-2.6694493
152.0,226.0,-2.810354
152.0,229.0,-5.276413
152.0,212.0,1.6097065
152.0,196.0,-1.7972771
152.0,220.0,0.5673858
152.0,170.0,-1.0705397
152.0,148.0,-0.43693456
152.0,77.0,1.9922507
152.0,161.0,2.9985497
152.0,132.0,-13.2309885
152.0,128.0,3.087587
152.0,117.0,-0.3423097
152.0,92.0,-65.85907
152.0,69.0,-5.2939854
152.0,65.0,-18.61665
152.0,22.0,0.7818861
152.0,52.0,18.694754
152.0,60.0,-26.218664
152.0,56.0,22.04528
152.0,58.0,85.863396
152.0,75.0,28.42197
153.0,294.0,-5.1736193
153.0,181.0,0.02202046
153.0,152.0,-0.848982
153.0,118.0,0.29433012
153.0,286.0,-4.9166117
153.0,281.0,-4.4042683
153.0,276.0,-3.994939
153.0,272.0,-3.6441154
153.0,258.0,-1.7444013
153.0,256.0,-1.4512968
153.0,252.0,-0.9110943
153.0,224.0,0.03827014
153.0,216.0,1.1916902
153.0,208.0,1.6112133
153.0,207.0,1.5948759
153.0,201.0,0.99491185
153.0,192.0,-9.217383
153.0,186.0,1.6426082
153.0,173.0,-0.18336368
153.0,144.0,1.2786938
153.0,124.0,4.4375024
153.0,122.0,2.4671476
153.0,109.0,-3.1657078
153.0,107.0,-0.42507005
153.0,97.0,-5.136548
153.0,89.0,-1.139673
153.0,74.0,47.832523
153.0,136.0,-0.94900703
153.0,99.0,-3.7579484
153.0,79.0,-2.3721972
153.0,199.0,0.08134496
153.0,297.0,-4.580921
153.0,23.0,1.775737
153.0,0.0,-9.292795
153.0,17.0,4.2628813
153.0,5.0,-27.802822
153.0,12.0,47.5379
153.0,7.0,-26.468142
153.0,10.0,16.719318
153.0,45.0,3.1205478
153.0,157.0,-0.62820345
153.0,175.0,1.864888
153.0,247.0,-0.33543593
153.0,234.0,9.188395
153.0,268.0,-3.2032692
153.0,264.0,-2.6550002
153.0,226.0,-0.8277816
153.0,229.0,-10.792628
153.0,212.0,1.5403472
153.0,196.0,-4.083049
153.0,220.0,0.65351963
153.0,170.0,-0.93648314
153.0,148.0,-0.43915862
153.0,77.0,5.33362
153.0,161.0,1.5132422
153.0,132.0,13.539571
153.0,128.0,3.4069512
153.0,117.0,-0.36833078
153.0,92.0,-44.530876
153.0,69.0,-10.2632065
153.0,65.0,-15.391701
153.0,22.0,0.050343633
153.0,52.0,28.61865
153.0,60.0,-26.824718
153.0,56.0,22.159489
153.0,58.0,64.54912
153.0,75.0,28.458597
154.0,294.0,-5.2428436
154.0,181.0,-0.107883334
154.0,152.0,-1.1690596
154.0,118.0,0.5346842
154.0,286.0,-5.0523334
154.0,281.0,-4.4946833
154.0,276.0,-4.0471945
154.0,272.0,-3.6634958
154.0,258.0,-1.73844
154.0,256.0,-1.4540328
154.0,252.0,-0.92686594
154.0,224.0,0.21093434
154.0,216.0,1.1831938
154.0,208.0,1.4934726
154.0,207.0,1.4749051
154.0,201.0,0.5241542
154.0,192.0,14.95112
154.0,186.0,0.8958618
154.0,173.0,-0.85537255
154.0,144.0,2.0375545
154.0,124.0,4.653706
154.0,122.0,-2.468199
154.0,109.0,-4.734262
154.0,107.0,-2.2306502
154.0,97.0,-4.5295544
154.0,89.0,-1.114222
154.0,74.0,58.585297
154.0,136.0,-4.894583
154.0,99.0,-4.007603
154.0,79.0,-1.3695836
154.0,199.0,-0.9614339
154.0,297.0,-4.6534023
154.0,23.0,0.8897367
154.0,0.0,-8.819613
154.0,17.0,4.516323
154.0,5.0,-28.58104
154.0,12.0,47.336067
154.0,7.0,-26.19804
154.0,10.0,17.127583
154.0,45.0,9.318146
154.0,157.0,-0.5061343
154.0,175.0,1.5715348
154.0,247.0,-0.34246564
154.0,234.0,-0.065591335
154.0,268.0,-3.1946595
154.0,264.0,-2.6343806
154.0,226.0,-0.1841443
154.0,229.0,-4.6270337
154.0,212.0,1.4552286
154.0,196.0,-7.986103
154.0,220.0,0.71504974
154.0,170.0,-0.76493263
154.0,148.0,-0.4273792
154.0,77.0,10.240853
154.0,161.0,0.5425633
154.0,132.0,3.4784384
154.0,128.0,3.6155274
154.0,117.0,-0.5790744
154.0,92.0,-24.539879
154.0,69.0,-11.959054
154.0,65.0,-12.086313
154.0,22.0,-0.35360307
154.0,52.0,23.115011
154.0,60.0,-28.936598
154.0,56.0,22.098087
154.0,58.0,20.488506
154.0,75.0,30.292751
155.0,294.0,-5.3106947
155.0,181.0,-0.97682667
155.0,152.0,-1.0510724
155.0,118.0,0.41672063
155.0,286.0,-5.1831503
155.0,281.0,-4.5782394
155.0,276.0,-4.090724
155.0,272.0,-3.673654
155.0,258.0,-1.7276305
155.0,256.0,-1.4508868
155.0,252.0,-0.9322621
155.0,224.0,0.31226242
155.0,216.0,1.1521233
155.0,208.0,1.3779905
155.0,207.0,1.3527304
155.0,201.0,-0.22927284
155.0,192.0,12.81106
155.0,186.0,0.63884544
155.0,173.0,-0.86720306
155.0,144.0,2.9980574
155.0,124.0,4.865245
155.0,122.0,-7.4279594
155.0,109.0,-6.5585213
155.0,107.0,23.658236
155.0,97.0,-3.9952538
155.0,89.0,-5.6675444
155.0,74.0,66.91134
155.0,136.0,-13.913827
155.0,99.0,-3.8436508
155.0,79.0,0.10138011
155.0,199.0,-2.6944406
155.0,297.0,-4.7360134
155.0,23.0,0.37584123
155.0,0.0,-8.351253
155.0,17.0,4.7546473
155.0,5.0,-29.208153
155.0,12.0,47.16302
155.0,7.0,-26.058384
155.0,10.0,17.586441
155.0,45.0,22.559715
155.0,157.0,0.035788745
155.0,175.0,-0.2509169
155.0,247.0,-0.3205187
155.0,234.0,2.8480365
155.0,268.0,-3.1782286
155.0,264.0,-2.6082296
155.0,226.0,0.067335434
155.0,229.0,-1.4593756
155.0,212.0,1.360081
155.0,196.0,-13.538037
155.0,220.0,0.7545885
155.0,170.0,-0.6251502
155.0,148.0,-0.38724458
155.0,77.0,14.395842
155.0,161.0,-0.039141893
155.0,132.0,1.1624825
155.0,128.0,3.6218176
155.0,117.0,-0.6288336
