TimeStep,Station_Number,k_t
68.0,97.0,0.091282874
68.0,89.0,0.10390961
68.0,74.0,0.3899144
68.0,136.0,0.19155888
68.0,99.0,0.1055595
68.0,79.0,-0.32152414
68.0,199.0,0.059110012
68.0,297.0,0.61013204
68.0,23.0,0.6602952
68.0,0.0,0.30693823
68.0,17.0,0.9830323
68.0,5.0,0.034190923
68.0,12.0,0.78475624
68.0,7.0,0.18675166
68.0,10.0,0.39420232
68.0,45.0,0.33283183
68.0,157.0,0.36820778
68.0,175.0,0.45558587
68.0,247.0,0.36148074
68.0,234.0,0.26118568
68.0,268.0,0.4472931
68.0,264.0,0.31431016
68.0,226.0,0.3364291
68.0,229.0,0.24901089
68.0,212.0,0.3729631
68.0,196.0,0.12348411
68.0,220.0,0.441998
68.0,170.0,0.48563418
68.0,148.0,-0.06289367
68.0,77.0,-0.17573708
68.0,161.0,0.45785856
68.0,132.0,0.22716844
68.0,128.0,0.24244703
68.0,117.0,0.20727435
68.0,92.0,0.091961876
68.0,69.0,0.62717134
68.0,65.0,0.30856207
68.0,22.0,0.50866586
68.0,52.0,-0.13524982
68.0,60.0,0.50790673
68.0,56.0,0.43828255
68.0,58.0,1.3269298
68.0,75.0,0.3719188
69.0,294.0,0.6094653
69.0,181.0,0.39096698
69.0,152.0,-0.0023038164
69.0,118.0,0.17458966
69.0,286.0,0.58612555
69.0,281.0,0.5606309
69.0,276.0,0.5063546
69.0,272.0,0.426163
69.0,258.0,0.37170193
69.0,256.0,0.3576472
69.0,252.0,0.30823326
69.0,224.0,0.41201642
69.0,216.0,0.33412236
69.0,208.0,0.035622895
69.0,207.0,0.01987081
69.0,201.0,0.04535588
69.0,192.0,0.25828248
69.0,186.0,0.3459067
69.0,173.0,0.43538284
69.0,144.0,0.09243818
69.0,124.0,0.21483564
69.0,122.0,0.20671448
69.0,109.0,-0.22508739
69.0,107.0,0.44023865
69.0,97.0,0.05010632
69.0,89.0,0.05289792
69.0,74.0,0.3541768
69.0,136.0,0.20578808
69.0,99.0,0.059601523
69.0,79.0,-0.4210779
69.0,199.0,0.090680115
69.0,297.0,0.61793524
69.0,23.0,0.5453199
69.0,0.0,0.2739887
69.0,17.0,0.9618057
69.0,5.0,0.03040751
69.0,12.0,0.8669133
69.0,7.0,0.19381025
69.0,10.0,0.45989737
69.0,45.0,0.58091474
69.0,157.0,0.22855847
69.0,175.0,0.4274109
69.0,247.0,0.4705635
69.0,234.0,0.18752109
69.0,268.0,0.29806986
69.0,264.0,0.16444162
69.0,226.0,0.38877335
69.0,229.0,0.31573528
69.0,212.0,0.1771083
69.0,196.0,0.16828083
69.0,220.0,0.40547794
69.0,170.0,0.4409054
69.0,148.0,-0.13329469
69.0,77.0,0.27627724
69.0,161.0,0.35405266
69.0,132.0,0.21811277
69.0,128.0,0.22140558
69.0,117.0,0.1606783
69.0,92.0,0.0558685
69.0,69.0,0.01528091
69.0,65.0,0.16281575
69.0,22.0,0.46424523
69.0,52.0,-0.04335236
69.0,60.0,1.2129438
69.0,56.0,-0.023063526
69.0,58.0,0.68375194
69.0,75.0,0.36808375
70.0,294.0,0.59521943
70.0,181.0,0.3732025
70.0,152.0,-0.11742632
70.0,118.0,0.12451597
70.0,286.0,0.5538614
70.0,281.0,0.5014914
70.0,276.0,0.40524954
70.0,272.0,0.28061992
70.0,258.0,0.3258496
70.0,256.0,0.3070036
70.0,252.0,0.41998443
70.0,224.0,0.37511525
70.0,216.0,0.1420326
70.0,208.0,-0.02090085
70.0,207.0,-0.018819816
70.0,201.0,0.08740625
70.0,192.0,0.2782264
70.0,186.0,0.3419466
70.0,173.0,0.39222133
70.0,144.0,0.2678464
70.0,124.0,0.1796501
70.0,122.0,0.16674052
70.0,109.0,0.086303934
70.0,107.0,0.96504074
70.0,97.0,0.024175312
70.0,89.0,-0.0015418865
70.0,74.0,0.3049631
70.0,136.0,0.21871468
70.0,99.0,0.02537258
70.0,79.0,0.0878445
70.0,199.0,0.13910837
70.0,297.0,0.6075344
70.0,23.0,0.43814445
70.0,0.0,0.24811992
70.0,17.0,1.0687298
70.0,5.0,0.06027815
70.0,12.0,0.98963153
70.0,7.0,0.24151295
70.0,10.0,0.57933205
70.0,45.0,0.9008446
70.0,157.0,0.093784295
70.0,175.0,0.39194566
70.0,247.0,0.3887091
70.0,234.0,0.22224705
70.0,268.0,0.14414486
70.0,264.0,0.23670794
70.0,226.0,0.38088754
70.0,229.0,0.35580224
70.0,212.0,0.014982046
70.0,196.0,0.20889089
70.0,220.0,0.30110446
70.0,170.0,0.38336957
70.0,148.0,0.0630368
70.0,77.0,0.3147099
70.0,161.0,0.23926523
70.0,132.0,0.20794386
70.0,128.0,0.19693315
70.0,117.0,0.10728406
70.0,92.0,0.019442372
70.0,69.0,-0.019022241
70.0,65.0,0.10127708
70.0,22.0,0.43658105
70.0,52.0,0.038448986
70.0,60.0,1.2205833
70.0,56.0,-0.46682155
70.0,58.0,0.29035354
70.0,75.0,0.3054809
71.0,294.0,0.5686879
71.0,181.0,0.3496682
71.0,152.0,0.002548255
71.0,118.0,0.06980487
71.0,286.0,0.49937353
71.0,281.0,0.41225475
71.0,276.0,0.26568636
71.0,272.0,0.12679304
71.0,258.0,0.3518035
71.0,256.0,0.39926183
71.0,252.0,0.38864407
71.0,224.0,0.27198613
71.0,216.0,-0.01091091
71.0,208.0,-0.021771563
71.0,207.0,-0.005163258
71.0,201.0,0.14107361
71.0,192.0,0.2911339
71.0,186.0,0.33414593
71.0,173.0,0.3352589
71.0,144.0,0.38089007
71.0,124.0,0.13901906
71.0,122.0,0.12150729
71.0,109.0,0.8785544
71.0,107.0,-0.05544315
71.0,97.0,0.0072085112
71.0,89.0,-0.052642133
71.0,74.0,0.2639651
71.0,136.0,0.22280964
71.0,99.0,0.0072579086
71.0,79.0,0.25264913
71.0,199.0,0.18632618
71.0,297.0,0.5847407
71.0,23.0,0.35900968
71.0,0.0,0.2382669
71.0,17.0,1.2998981
71.0,5.0,0.13003059
71.0,12.0,1.1588439
71.0,7.0,0.34194738
71.0,10.0,0.76398045
71.0,45.0,1.3206395
71.0,157.0,0.007662654
71.0,175.0,0.3448385
71.0,247.0,0.19251126
71.0,234.0,0.27446505
71.0,268.0,0.19256148
71.0,264.0,0.40061954
71.0,226.0,0.31684917
71.0,229.0,0.33621442
71.0,212.0,-0.041796304
71.0,196.0,0.24079028
71.0,220.0,0.10105304
71.0,170.0,0.3098731
71.0,148.0,0.38903382
71.0,77.0,0.24601227
71.0,161.0,0.13096853
71.0,132.0,0.19300199
71.0,128.0,0.16736233
71.0,117.0,0.048993357
71.0,92.0,-0.018054783
71.0,69.0,0.3561127
71.0,65.0,0.14329706
71.0,22.0,0.44773468
71.0,52.0,0.077875145
71.0,60.0,0.43664873
71.0,56.0,-0.5711056
71.0,58.0,-0.024719276
71.0,75.0,0.2452232
72.0,294.0,0.53179276
72.0,181.0,0.31455243
72.0,152.0,0.44512582
72.0,118.0,0.01281362
72.0,286.0,0.42301276
72.0,281.0,0.29023358
72.0,276.0,0.11306502
72.0,272.0,0.15888683
72.0,258.0,0.42120877
72.0,256.0,0.38358894
72.0,252.0,0.20146367
72.0,224.0,0.069733575
72.0,216.0,-0.057069212
72.0,208.0,0.022533601
72.0,207.0,0.04804942
72.0,201.0,0.19152099
72.0,192.0,0.2985906
72.0,186.0,0.3194179
72.0,173.0,0.26093617
72.0,144.0,0.39161646
72.0,124.0,0.09354334
72.0,122.0,0.07249928
72.0,109.0,0.03613331
72.0,107.0,-0.06643197
72.0,97.0,-0.0067428723
72.0,89.0,-0.090241864
72.0,74.0,0.15141636
72.0,136.0,0.20576736
72.0,99.0,-0.0017485768
72.0,79.0,0.18577895
72.0,199.0,0.22606128
72.0,297.0,0.5544167
72.0,23.0,0.3335831
72.0,0.0,0.24518508
72.0,17.0,1.6303504
72.0,5.0,0.2511504
72.0,12.0,1.3809228
72.0,7.0,0.512634
72.0,10.0,1.0265805
72.0,45.0,1.8381482
72.0,157.0,0.007350713
72.0,175.0,0.28075135
72.0,247.0,0.0218123
72.0,234.0,0.2779123
72.0,268.0,0.44150564
72.0,264.0,0.39719045
72.0,226.0,0.1710281
72.0,229.0,0.26396912
72.0,212.0,-0.04964731
72.0,196.0,0.26513925
72.0,220.0,-0.044772025
72.0,170.0,0.22215766
72.0,148.0,0.58672905
72.0,77.0,0.1769761
72.0,161.0,0.07158589
72.0,132.0,0.16765481
72.0,128.0,0.13090186
72.0,117.0,-0.012141107
72.0,92.0,-0.051085636
72.0,69.0,0.35632238
72.0,65.0,0.33119974
72.0,22.0,0.533519
72.0,52.0,0.09833107
72.0,60.0,0.10049786
72.0,56.0,-0.268682
72.0,58.0,-0.24143912
72.0,75.0,0.1902755
73.0,294.0,0.48473486
73.0,181.0,0.2610954
73.0,152.0,0.8238206
73.0,118.0,-0.044204757
73.0,286.0,0.318926
73.0,281.0,0.13638021
73.0,276.0,0.13602847
73.0,272.0,0.5129826
73.0,258.0,0.31488273
73.0,256.0,0.17970046
73.0,252.0,-0.022000428
73.0,224.0,-0.08325815
73.0,216.0,-0.065861315
73.0,208.0,0.09191792
73.0,207.0,0.117484555
73.0,201.0,0.23284121
73.0,192.0,0.29694358
73.0,186.0,0.29062223
73.0,173.0,0.17345776
73.0,144.0,0.32390606
73.0,124.0,0.044916958
73.0,122.0,0.02206221
73.0,109.0,-0.109643176
73.0,107.0,-0.025468223
73.0,97.0,-0.01809834
73.0,89.0,-0.10670111
73.0,74.0,-0.26313308
73.0,136.0,0.15880291
73.0,99.0,-0.006670898
73.0,79.0,0.11572825
73.0,199.0,0.25647792
73.0,297.0,0.5179531
73.0,23.0,0.38653117
73.0,0.0,0.26147485
73.0,17.0,2.001288
73.0,5.0,0.44166428
73.0,12.0,1.6581568
73.0,7.0,0.77678514
73.0,10.0,1.3790871
73.0,45.0,2.075988
73.0,157.0,0.24161401
73.0,175.0,0.19945273
73.0,247.0,-0.016010748
73.0,234.0,0.23672731
73.0,268.0,0.5566286
73.0,264.0,0.49067113
73.0,226.0,-0.041996747
73.0,229.0,0.11046559
73.0,212.0,-0.010837352
73.0,196.0,0.28099924
73.0,220.0,-0.07021001
73.0,170.0,0.13384871
73.0,148.0,0.6394131
73.0,77.0,0.12585843
73.0,161.0,0.115654565
73.0,132.0,0.12729745
73.0,128.0,0.08692772
73.0,117.0,-0.0738527
73.0,92.0,-0.07086641
73.0,69.0,0.26533598
73.0,65.0,0.75125337
73.0,22.0,0.74551594
73.0,52.0,0.14450768
73.0,60.0,-0.07262664
73.0,56.0,0.022087086
73.0,58.0,-0.3372946
73.0,75.0,0.055011153
74.0,294.0,0.4249116
74.0,181.0,0.18756625
74.0,152.0,1.109672
74.0,118.0,-0.09798155
74.0,286.0,0.17342101
74.0,281.0,0.07744922
74.0,276.0,0.6281729
74.0,272.0,0.86765647
74.0,258.0,0.0067947526
74.0,256.0,-0.096641116
74.0,252.0,-0.109870136
74.0,224.0,-0.08495682
74.0,216.0,-0.03544239
74.0,208.0,0.16141818
74.0,207.0,0.1816494
74.0,201.0,0.2606429
74.0,192.0,0.27874014
74.0,186.0,0.24103886
74.0,173.0,0.08952132
74.0,144.0,0.24343301
74.0,124.0,-0.003766073
74.0,122.0,-0.02682935
74.0,109.0,-0.035452798
74.0,107.0,-0.010773491
74.0,97.0,-0.022256477
74.0,89.0,-0.099452116
74.0,74.0,-0.6793833
74.0,136.0,0.088074744
74.0,99.0,-0.0071273763
74.0,79.0,0.07213136
74.0,199.0,0.27352592
74.0,297.0,0.4748889
74.0,23.0,0.5420412
74.0,0.0,0.27604377
74.0,17.0,2.3158953
74.0,5.0,0.7228648
74.0,12.0,1.9797207
74.0,7.0,1.1590234
74.0,10.0,1.8265747
74.0,45.0,1.4011754
74.0,157.0,0.88256836
74.0,175.0,0.11143147
74.0,247.0,0.042375058
74.0,234.0,0.14342122
74.0,268.0,0.66981214
74.0,264.0,0.53755164
74.0,226.0,-0.109431304
74.0,229.0,-0.090659976
74.0,212.0,0.06204184
74.0,196.0,0.28289533
74.0,220.0,-0.07190088
74.0,170.0,0.07377475
74.0,148.0,0.6888889
74.0,77.0,0.06927498
74.0,161.0,0.24169274
74.0,132.0,0.073628835
74.0,128.0,0.03794779
74.0,117.0,-0.12447733
74.0,92.0,-0.072129115
74.0,69.0,0.23743427
74.0,65.0,1.4055979
74.0,22.0,1.157897
74.0,52.0,0.24779896
74.0,60.0,-0.11763719
74.0,56.0,0.08566646
74.0,58.0,-0.35002485
74.0,75.0,-0.34334946
75.0,294.0,0.3364675
75.0,181.0,0.10140166
75.0,152.0,1.3604835
75.0,118.0,-0.12846518
75.0,286.0,0.057658114
75.0,281.0,0.55417573
75.0,276.0,1.4092075
75.0,272.0,0.9926822
75.0,258.0,-0.23250882
75.0,256.0,-0.1968956
75.0,252.0,-0.05829142
75.0,224.0,-0.07112561
75.0,216.0,0.03404732
75.0,208.0,0.21387719
75.0,207.0,0.22717483
75.0,201.0,0.26885474
75.0,192.0,0.23777092
75.0,186.0,0.1700959
75.0,173.0,0.038391538
75.0,144.0,0.19499305
75.0,124.0,-0.048736237
75.0,122.0,-0.0714543
75.0,109.0,0.009857919
75.0,107.0,0.009975009
75.0,97.0,-0.015356984
75.0,89.0,-0.064844236
75.0,74.0,-0.076676145
75.0,136.0,0.014081392
75.0,99.0,-0.00028595887
75.0,79.0,0.042680256
75.0,199.0,0.27069014
75.0,297.0,0.41797867
75.0,23.0,0.8271973
75.0,0.0,0.27904174
75.0,17.0,2.457293
75.0,5.0,1.1063173
75.0,12.0,2.3084636
75.0,7.0,1.6706994
75.0,10.0,2.3490791
75.0,45.0,0.46328348
75.0,157.0,1.6865513
75.0,175.0,0.03841105
75.0,247.0,0.10687656
75.0,234.0,-0.03388967
75.0,268.0,0.7582065
75.0,264.0,0.22388597
75.0,226.0,-0.07744594
75.0,229.0,-0.12187423
75.0,212.0,0.13845745
75.0,196.0,0.26375112
75.0,220.0,-0.05189918
75.0,170.0,0.08949417
75.0,148.0,0.7771509
75.0,77.0,-0.07051642
75.0,161.0,0.80902326
75.0,132.0,0.016643457
75.0,128.0,-0.009905702
75.0,117.0,-0.08273487
75.0,92.0,-0.056392137
75.0,69.0,0.3100485
75.0,65.0,0.9970175
75.0,22.0,1.8576783
75.0,52.0,0.39555168
75.0,60.0,-0.12767455
75.0,56.0,0.004698407
75.0,58.0,-0.15018983
75.0,75.0,-0.6634958
76.0,294.0,0.19374913
76.0,181.0,0.017806469
76.0,152.0,1.4885788
76.0,118.0,-0.03743922
76.0,286.0,0.41670662
76.0,281.0,2.2205827
76.0,276.0,1.4817432
76.0,272.0,1.1049973
76.0,258.0,-0.22306165
76.0,256.0,-0.127904
76.0,252.0,0.035804983
76.0,224.0,-0.06166835
76.0,216.0,0.11133522
76.0,208.0,0.24021725
76.0,207.0,0.24676454
76.0,201.0,0.25269192
76.0,192.0,0.17410758
76.0,186.0,0.085501336
76.0,173.0,0.06306051
76.0,144.0,0.18601605
76.0,124.0,-0.087491706
76.0,122.0,-0.11014885
76.0,109.0,0.051309004
76.0,107.0,0.04236576
76.0,97.0,0.0021389928
76.0,89.0,0.022110209
76.0,74.0,0.47434917
76.0,136.0,-0.04196371
76.0,99.0,0.01501273
76.0,79.0,7.692468e-05
76.0,199.0,0.24349707
76.0,297.0,0.32309225
76.0,23.0,1.2713236
76.0,0.0,0.26295125
76.0,17.0,2.3345482
76.0,5.0,1.568077
76.0,12.0,2.5691707
76.0,7.0,2.2783477
76.0,10.0,2.8678734
76.0,45.0,0.1320321
76.0,157.0,2.0991645
76.0,175.0,0.011612507
76.0,247.0,0.1463017
76.0,234.0,-0.15025182
76.0,268.0,0.3367076
76.0,264.0,-0.35681993
76.0,226.0,-0.06754811
76.0,229.0,-0.073015004
76.0,212.0,0.19407053
76.0,196.0,0.22032529
76.0,220.0,0.0059358925
76.0,170.0,0.239894
76.0,148.0,0.8684768
76.0,77.0,-0.40404257
76.0,161.0,2.113023
76.0,132.0,-0.030242069
76.0,128.0,-0.049423587
76.0,117.0,0.13013773
76.0,92.0,-0.028068652
76.0,69.0,0.5496413
76.0,65.0,-0.21909451
76.0,22.0,2.839925
76.0,52.0,0.51862156
76.0,60.0,-0.28285164
76.0,56.0,-0.0901114
76.0,58.0,-0.069155134
76.0,75.0,-0.03216239
77.0,294.0,0.06985978
77.0,181.0,-0.04453884
77.0,152.0,1.4829339
77.0,118.0,0.38891745
77.0,286.0,2.7426453
77.0,281.0,2.3573635
77.0,276.0,1.5434511
77.0,272.0,0.5432364
77.0,258.0,-0.09840683
77.0,256.0,-0.0063934885
77.0,252.0,0.11579319
77.0,224.0,-0.023094412
77.0,216.0,0.16698115
77.0,208.0,0.23871684
77.0,207.0,0.23930739
77.0,201.0,0.21260348
77.0,192.0,0.09462887
77.0,186.0,0.0001352746
77.0,173.0,0.21459442
77.0,144.0,0.20515716
77.0,124.0,-0.120372616
77.0,122.0,-0.13934256
77.0,109.0,0.109258786
77.0,107.0,0.08696178
77.0,97.0,0.028641542
77.0,89.0,0.21555401
77.0,74.0,0.5644488
77.0,136.0,-0.06952825
77.0,99.0,0.038947016
77.0,79.0,-0.120142415
77.0,199.0,0.19325507
77.0,297.0,0.16781233
77.0,23.0,1.8839768
77.0,0.0,0.22039947
77.0,17.0,1.9316075
77.0,5.0,2.0132022
77.0,12.0,2.6537192
77.0,7.0,2.8676882
77.0,10.0,3.2293973
77.0,45.0,-0.085758
77.0,157.0,2.003989
77.0,175.0,0.07320134
77.0,247.0,0.16097866
77.0,234.0,-0.09506978
77.0,268.0,-0.5670178
77.0,264.0,-0.5278234
77.0,226.0,-0.05526592
77.0,229.0,-0.065923944
77.0,212.0,0.21934754
77.0,196.0,0.15588614
77.0,220.0,0.077416666
77.0,170.0,0.45552352
77.0,148.0,0.92739236
77.0,77.0,-0.5647364
77.0,161.0,2.6092722
77.0,132.0,-0.057766587
77.0,128.0,-0.07657762
77.0,117.0,0.90258193
77.0,92.0,0.014373733
77.0,69.0,1.129957
77.0,65.0,-0.33782613
77.0,22.0,3.707593
77.0,52.0,0.54196715
77.0,60.0,-0.3639548
77.0,56.0,-0.13526934
77.0,58.0,-0.1557548
77.0,75.0,0.5257804
78.0,294.0,0.59914404
78.0,181.0,-0.06547223
78.0,152.0,1.3834643
78.0,118.0,1.5099945
78.0,286.0,3.7213664
78.0,281.0,2.0978212
78.0,276.0,0.82317746
78.0,272.0,-0.79160213
78.0,258.0,0.040728293
78.0,256.0,0.106866
78.0,252.0,0.1783051
78.0,224.0,0.0365278
78.0,216.0,0.19203606
78.0,208.0,0.21421996
78.0,207.0,0.20964164
78.0,201.0,0.15389633
78.0,192.0,0.009411441
78.0,186.0,-0.072415374
78.0,173.0,0.44678918
78.0,144.0,0.24117437
78.0,124.0,-0.14734074
78.0,122.0,-0.13531974
78.0,109.0,0.19014995
78.0,107.0,0.14756197
78.0,97.0,0.067583516
78.0,89.0,0.4704397
78.0,74.0,0.610197
78.0,136.0,-0.069984056
78.0,99.0,0.07521065
78.0,79.0,-0.38690275
78.0,199.0,0.1259946
78.0,297.0,0.107230544
78.0,23.0,2.569179
78.0,0.0,0.14345679
78.0,17.0,1.312274
78.0,5.0,2.2751114
78.0,12.0,2.4589024
78.0,7.0,3.2192447
78.0,10.0,3.2550025
78.0,45.0,-0.47536135
78.0,157.0,1.7118385
78.0,175.0,0.25850874
78.0,247.0,0.106232606
78.0,234.0,-0.060577605
78.0,268.0,-0.8848302
78.0,264.0,-0.32943022
78.0,226.0,-0.0133367255
78.0,229.0,-0.06361194
78.0,212.0,0.2172317
78.0,196.0,0.0780305
78.0,220.0,0.13155437
78.0,170.0,1.0583754
78.0,148.0,0.94525737
78.0,77.0,0.102699466
78.0,161.0,2.1458182
78.0,132.0,-0.06504937
78.0,128.0,-0.093683705
78.0,117.0,0.7795622
78.0,92.0,0.08403915
78.0,69.0,1.9076967
78.0,65.0,-0.19490767
78.0,22.0,3.5870829
78.0,52.0,0.47647
78.0,60.0,-0.30493334
78.0,56.0,-0.115221746
78.0,58.0,-0.26201767
78.0,75.0,0.6988089
79.0,294.0,4.8040648
79.0,181.0,-0.021892127
79.0,152.0,1.2429761
79.0,118.0,0.7380053
79.0,286.0,2.4422593
79.0,281.0,1.4596354
79.0,276.0,-0.93072045
79.0,272.0,-1.4490565
79.0,258.0,0.16840716
79.0,256.0,0.20996873
79.0,252.0,0.20341983
79.0,224.0,0.08895619
79.0,216.0,0.19317399
79.0,208.0,0.1739716
79.0,207.0,0.16465871
79.0,201.0,0.0831785
79.0,192.0,-0.07185561
79.0,186.0,-0.119956814
79.0,173.0,1.0297432
79.0,144.0,0.2923998
79.0,124.0,-0.1496791
79.0,122.0,0.13051407
79.0,109.0,0.2947126
79.0,107.0,0.22854206
79.0,97.0,0.12784304
79.0,89.0,0.39857656
79.0,74.0,0.71780777
79.0,136.0,-0.0510178
79.0,99.0,0.13179606
79.0,79.0,-0.41156602
79.0,199.0,0.048864998
79.0,297.0,1.244603
79.0,23.0,2.958582
79.0,0.0,0.02695465
79.0,17.0,0.57450384
79.0,5.0,2.1976392
79.0,12.0,1.9421804
79.0,7.0,3.0824296
79.0,10.0,2.8346362
79.0,45.0,-0.84933096
79.0,157.0,1.3952422
79.0,175.0,0.50293267
79.0,247.0,-0.07105201
79.0,234.0,-0.07915686
79.0,268.0,-0.5280868
79.0,264.0,-0.0997835
79.0,226.0,0.041294824
79.0,229.0,-0.032035254
79.0,212.0,0.19653092
79.0,196.0,-0.005006939
79.0,220.0,0.15928642
79.0,170.0,3.5100093
79.0,148.0,0.93894786
79.0,77.0,0.79015803
79.0,161.0,1.5771858
79.0,132.0,-0.05872055
79.0,128.0,-0.10930651
79.0,117.0,0.599213
79.0,92.0,0.18469648
79.0,69.0,1.084075
79.0,65.0,-0.098134786
79.0,22.0,2.1704364
79.0,52.0,0.38812703
79.0,60.0,-0.35567346
79.0,56.0,-0.030733544
79.0,58.0,-0.32769984
79.0,75.0,0.80774313
80.0,294.0,5.0144672
80.0,181.0,0.10874498
80.0,152.0,1.1119133
80.0,118.0,0.7424862
80.0,286.0,1.7691302
80.0,281.0,-0.28040108
80.0,276.0,-2.1674516
80.0,272.0,-0.8865561
80.0,258.0,0.3040498
80.0,256.0,0.3018265
80.0,252.0,0.0634535
80.0,224.0,0.12308706
80.0,216.0,0.18087973
80.0,208.0,0.12339802
80.0,207.0,0.1095158
80.0,201.0,0.006014241
80.0,192.0,-0.1411166
80.0,186.0,-0.13097136
80.0,173.0,3.6766322
80.0,144.0,0.36627397
80.0,124.0,0.04894464
80.0,122.0,2.3742714
80.0,109.0,0.4094657
80.0,107.0,0.32460505
80.0,97.0,0.21180007
80.0,89.0,0.044721074
80.0,74.0,0.9184688
80.0,136.0,-0.020937443
80.0,99.0,0.21162209
80.0,79.0,0.37686995
80.0,199.0,-0.03198757
80.0,297.0,7.271355
80.0,23.0,2.4627624
80.0,0.0,-0.12639546
80.0,17.0,-0.19902128
80.0,5.0,1.7114695
80.0,12.0,1.1463993
80.0,7.0,2.378194
80.0,10.0,1.9887091
80.0,45.0,-1.0139629
80.0,157.0,1.1248417
80.0,175.0,1.5586754
80.0,247.0,-0.15707242
80.0,234.0,-0.086578995
80.0,268.0,-0.17027149
80.0,264.0,0.1136833
80.0,226.0,0.08668555
80.0,229.0,0.017163452
80.0,212.0,0.16490282
80.0,196.0,-0.086167194
80.0,220.0,0.16836238
80.0,170.0,2.9908788
80.0,148.0,0.9376918
80.0,77.0,1.1866117
80.0,161.0,1.1465032
80.0,132.0,-0.049700037
80.0,128.0,-0.13278544
80.0,117.0,0.7455557
80.0,92.0,0.2918851
80.0,69.0,-0.7869166
80.0,65.0,-0.1894872
80.0,22.0,0.291296
80.0,52.0,0.29712045
80.0,60.0,-0.43690705
80.0,56.0,0.112464264
80.0,58.0,-0.3424814
80.0,75.0,0.90882367
81.0,294.0,2.035318
81.0,181.0,0.3387971
81.0,152.0,1.0272517
81.0,118.0,0.8322358
81.0,286.0,0.41338623
81.0,281.0,-2.4894571
81.0,276.0,-1.4998423
81.0,272.0,-0.28809586
81.0,258.0,0.40427077
81.0,256.0,0.20936958
81.0,252.0,-0.18639794
81.0,224.0,0.14495447
81.0,216.0,0.16198128
81.0,208.0,0.06549619
81.0,207.0,0.047256425
81.0,201.0,-0.07303366
81.0,192.0,-0.19141561
81.0,186.0,-0.09202003
81.0,173.0,3.0220375
81.0,144.0,0.4734185
81.0,124.0,2.0436494
81.0,122.0,1.7491487
81.0,109.0,0.50052845
81.0,107.0,0.41083217
81.0,97.0,0.29328158
81.0,89.0,-0.09998882
81.0,74.0,1.2159343
81.0,136.0,0.013217942
81.0,99.0,0.29738587
81.0,79.0,1.3589507
81.0,199.0,-0.11133506
81.0,297.0,3.7013626
81.0,23.0,0.9651175
81.0,0.0,-0.30292776
81.0,17.0,-0.957575
81.0,5.0,0.893178
81.0,12.0,0.16951254
81.0,7.0,1.2488852
81.0,10.0,0.848736
81.0,45.0,-0.9288562
81.0,157.0,0.93337566
81.0,175.0,4.202208
81.0,247.0,-0.08792169
81.0,234.0,-0.05590311
81.0,268.0,0.1326296
81.0,264.0,0.35418695
81.0,226.0,0.12010113
81.0,229.0,0.06556527
81.0,212.0,0.1262332
81.0,196.0,-0.15936078
81.0,220.0,0.16900659
81.0,170.0,1.2702851
81.0,148.0,0.96818846
81.0,77.0,1.2290719
81.0,161.0,0.8632847
81.0,132.0,-0.05072721
81.0,128.0,-0.15325998
81.0,117.0,0.82753843
81.0,92.0,0.4915659
81.0,69.0,-1.088103
81.0,65.0,-0.6865584
81.0,22.0,-1.1975949
81.0,52.0,0.19733757
81.0,60.0,-0.4869789
81.0,56.0,0.29366434
81.0,58.0,-0.3040468
81.0,75.0,1.0325745
82.0,294.0,1.2978771
82.0,181.0,1.2406039
82.0,152.0,1.0059371
82.0,118.0,0.8181612
82.0,286.0,-1.6916541
82.0,281.0,-2.921123
82.0,276.0,-0.5041369
82.0,272.0,0.16365573
82.0,258.0,0.08944222
82.0,256.0,-0.21908678
82.0,252.0,-0.15878664
82.0,224.0,0.16328904
82.0,216.0,0.1394076
82.0,208.0,0.0026095659
82.0,207.0,-0.019520272
82.0,201.0,-0.14921725
82.0,192.0,-0.21535945
82.0,186.0,0.02015378
82.0,173.0,0.91045654
82.0,144.0,0.62104464
82.0,124.0,2.8130915
82.0,122.0,0.65771383
82.0,109.0,0.5276705
82.0,107.0,0.44959697
82.0,97.0,0.29778996
82.0,89.0,-0.12753545
82.0,74.0,1.4648364
82.0,136.0,0.04360384
82.0,99.0,0.3463819
82.0,79.0,1.6433882
82.0,199.0,-0.1837365
82.0,297.0,1.508143
82.0,23.0,-0.79832804
82.0,0.0,-0.479257
82.0,17.0,-1.6719526
82.0,5.0,-0.069128364
82.0,12.0,-0.88341105
82.0,7.0,-0.06477183
82.0,10.0,-0.4194018
82.0,45.0,-0.6866672
82.0,157.0,0.83132553
82.0,175.0,2.1016347
82.0,247.0,-0.05550385
82.0,234.0,0.0019531995
82.0,268.0,0.49674752
82.0,264.0,0.715776
82.0,226.0,0.14906107
82.0,229.0,0.11095746
82.0,212.0,0.08245376
82.0,196.0,-0.21838176
82.0,220.0,0.16704701
82.0,170.0,0.499297
82.0,148.0,1.044804
82.0,77.0,1.0722648
82.0,161.0,0.7061499
82.0,132.0,-0.07355214
82.0,128.0,-0.047707476
82.0,117.0,0.8129094
82.0,92.0,0.2098318
82.0,69.0,-0.7959267
82.0,65.0,-1.2052103
82.0,22.0,-2.0263155
82.0,52.0,0.10661164
82.0,60.0,-0.49272925
82.0,56.0,0.44847032
82.0,58.0,-0.20826796
82.0,75.0,1.1691693
83.0,294.0,0.4243598
83.0,181.0,3.7877197
