TimeStep,Station_Number,k_t
177.0,294.0,-0.030123826
177.0,181.0,-0.08250668
177.0,152.0,0.1261816
177.0,118.0,-0.37281424
177.0,286.0,-0.033796154
177.0,281.0,-0.05715587
177.0,276.0,-0.103338204
177.0,272.0,0.24148533
177.0,258.0,-0.025982182
177.0,256.0,-0.025967699
177.0,252.0,-0.023815662
177.0,224.0,-0.084532306
177.0,216.0,-0.05180022
177.0,208.0,-0.015010385
177.0,207.0,-0.012583572
177.0,201.0,-0.08889384
177.0,192.0,-0.027726263
177.0,186.0,-0.066609755
177.0,173.0,-0.0028004004
177.0,144.0,0.02201145
177.0,124.0,0.009711022
177.0,122.0,0.10846075
177.0,109.0,-0.5301237
177.0,107.0,-0.20154318
177.0,97.0,0.02060005
177.0,89.0,-0.06785745
177.0,74.0,0.021522209
177.0,136.0,-0.014635887
177.0,99.0,0.04198013
177.0,79.0,0.014014151
177.0,199.0,0.015624056
177.0,297.0,-0.032153867
177.0,23.0,-0.018112367
177.0,0.0,-0.040027652
177.0,17.0,-0.019482892
177.0,5.0,-0.04496371
177.0,12.0,-0.0013502836
177.0,7.0,-0.04097787
177.0,10.0,-0.01771983
177.0,45.0,-0.080517605
177.0,157.0,-0.032985643
177.0,175.0,0.15489788
177.0,247.0,-0.019553104
177.0,234.0,-0.059337065
177.0,268.0,-0.1323239
177.0,264.0,-0.010526206
177.0,226.0,-0.08883411
177.0,229.0,-0.08860568
177.0,212.0,-0.03187029
177.0,196.0,-0.00070487894
177.0,220.0,-0.07050966
177.0,170.0,-0.059161153
177.0,148.0,0.071579784
177.0,77.0,0.009119514
177.0,161.0,-0.08483566
177.0,132.0,-0.05340724
177.0,128.0,-0.06459119
177.0,117.0,-0.18364894
177.0,92.0,-0.034488395
177.0,69.0,0.017544962
177.0,65.0,0.29553196
177.0,22.0,-0.011416938
177.0,52.0,0.07575368
177.0,60.0,-0.014936635
177.0,56.0,-0.01403181
177.0,58.0,-0.021380998
177.0,75.0,0.016312152
178.0,294.0,-0.029973563
178.0,181.0,-0.033171277
178.0,152.0,0.1500122
178.0,118.0,-0.24644014
178.0,286.0,-0.03647429
178.0,281.0,-0.07166291
178.0,276.0,0.04445322
178.0,272.0,-0.043586165
178.0,258.0,-0.023299387
178.0,256.0,-0.02261231
178.0,252.0,-0.020023342
178.0,224.0,-0.08450691
178.0,216.0,-0.04581409
178.0,208.0,-0.01264292
178.0,207.0,-0.018815337
178.0,201.0,0.0006651096
178.0,192.0,-0.03254379
178.0,186.0,-0.07439535
178.0,173.0,-0.034348626
178.0,144.0,0.01342353
178.0,124.0,0.04202032
178.0,122.0,0.12542163
178.0,109.0,-0.73100567
178.0,107.0,-0.08440392
178.0,97.0,-0.023477517
178.0,89.0,-0.049880713
178.0,74.0,0.019816995
178.0,136.0,-0.01114158
178.0,99.0,0.08094801
178.0,79.0,0.00027936324
178.0,199.0,0.01573917
178.0,297.0,-0.031783406
178.0,23.0,-0.015681019
178.0,0.0,-0.036972195
178.0,17.0,-0.020229017
178.0,5.0,-0.04561787
178.0,12.0,-0.0053073503
178.0,7.0,-0.04404742
178.0,10.0,-0.019562587
178.0,45.0,-0.10813356
178.0,157.0,0.021335509
178.0,175.0,0.060229704
178.0,247.0,-0.017063176
178.0,234.0,-0.07560349
178.0,268.0,-0.02294082
178.0,264.0,-0.015013496
178.0,226.0,-0.091305405
178.0,229.0,-0.09623349
178.0,212.0,-0.025836412
178.0,196.0,-0.008101367
178.0,220.0,-0.06646995
178.0,170.0,-0.062466875
178.0,148.0,0.05247005
178.0,77.0,0.0020538606
178.0,161.0,-0.0850675
178.0,132.0,-0.044930547
178.0,128.0,-0.047950532
178.0,117.0,-0.009359293
178.0,92.0,-0.04432209
178.0,69.0,0.013700455
178.0,65.0,0.38120395
178.0,22.0,-0.009888805
178.0,52.0,0.092784084
178.0,60.0,-0.021942537
178.0,56.0,-0.01667593
178.0,58.0,-0.023022238
178.0,75.0,0.0140718855
179.0,294.0,-0.029836819
179.0,181.0,0.074380755
179.0,152.0,0.16217004
179.0,118.0,-0.09963096
179.0,286.0,-0.040681537
179.0,281.0,-0.09254614
179.0,276.0,0.32653397
179.0,272.0,-0.18862756
179.0,258.0,-0.020195171
179.0,256.0,-0.019170417
179.0,252.0,-0.016745722
179.0,224.0,-0.081414975
179.0,216.0,-0.039549295
179.0,208.0,-0.02438319
179.0,207.0,-0.090962216
179.0,201.0,0.019616917
179.0,192.0,-0.037450425
179.0,186.0,-0.08260996
179.0,173.0,-0.049737662
179.0,144.0,-0.024212912
179.0,124.0,0.07056821
179.0,122.0,0.111735374
179.0,109.0,-0.62794894
179.0,107.0,-0.013623219
179.0,97.0,-0.03274867
179.0,89.0,-0.026086118
179.0,74.0,0.018837798
179.0,136.0,-0.008238753
179.0,99.0,0.10166149
179.0,79.0,-0.0102823
179.0,199.0,0.007987566
179.0,297.0,-0.031431448
179.0,23.0,-0.013703225
179.0,0.0,-0.03394709
179.0,17.0,-0.021405097
179.0,5.0,-0.04584925
179.0,12.0,-0.009413149
179.0,7.0,-0.046978697
179.0,10.0,-0.021310218
179.0,45.0,-0.13816246
179.0,157.0,0.102240555
179.0,175.0,-0.00014462322
179.0,247.0,-0.016382493
179.0,234.0,-0.09089765
179.0,268.0,-0.00026883
179.0,264.0,-0.017094895
179.0,226.0,-0.090406634
179.0,229.0,-0.10000679
179.0,212.0,-0.020412566
179.0,196.0,-0.014664371
179.0,220.0,-0.060681734
179.0,170.0,-0.064274654
179.0,148.0,0.04159887
179.0,77.0,-0.0013586581
179.0,161.0,-0.08139388
179.0,132.0,-0.03610859
179.0,128.0,-0.030389624
179.0,117.0,0.105238475
179.0,92.0,-0.0524331
179.0,69.0,0.010608658
179.0,65.0,0.45307046
179.0,22.0,-0.009049095
179.0,52.0,0.10299192
179.0,60.0,-0.027309079
179.0,56.0,-0.020004265
179.0,58.0,-0.025354896
179.0,75.0,0.013334129
180.0,294.0,-0.029710794
180.0,181.0,0.21465093
180.0,152.0,0.13844562
180.0,118.0,0.010356218
180.0,286.0,-0.047618944
180.0,281.0,-0.10569094
180.0,276.0,0.08555936
180.0,272.0,-0.07901381
180.0,258.0,-0.01699639
180.0,256.0,-0.015937256
180.0,252.0,-0.0143950675
180.0,224.0,-0.07593693
180.0,216.0,-0.03357783
180.0,208.0,-0.11703007
180.0,207.0,-0.3174607
180.0,201.0,0.01579564
180.0,192.0,-0.04265783
180.0,186.0,-0.08961063
180.0,173.0,-0.056899156
180.0,144.0,-0.13520513
180.0,124.0,0.09042257
180.0,122.0,0.057972662
180.0,109.0,-0.37708867
180.0,107.0,0.03462837
180.0,97.0,-0.020931216
180.0,89.0,0.0016546356
180.0,74.0,0.018138379
180.0,136.0,-0.0050642435
180.0,99.0,0.07562357
180.0,79.0,-0.016771447
180.0,199.0,-0.0006289445
180.0,297.0,-0.03106812
180.0,23.0,-0.012227779
180.0,0.0,-0.031001218
180.0,17.0,-0.02299496
180.0,5.0,-0.045631185
180.0,12.0,-0.013584763
180.0,7.0,-0.04969225
180.0,10.0,-0.02291875
180.0,45.0,-0.16841182
180.0,157.0,0.20380676
180.0,175.0,-0.032274477
180.0,247.0,-0.018134551
180.0,234.0,-0.10281885
180.0,268.0,-0.003948247
180.0,264.0,-0.016951948
180.0,226.0,-0.08642553
180.0,229.0,-0.09977645
180.0,212.0,-0.016197871
180.0,196.0,-0.020518664
180.0,220.0,-0.054149542
180.0,170.0,-0.065670244
180.0,148.0,0.03707478
180.0,77.0,-0.0019850582
180.0,161.0,-0.06993686
180.0,132.0,-0.026923273
180.0,128.0,-0.012196355
180.0,117.0,0.1554153
180.0,92.0,-0.055812374
180.0,69.0,0.008861534
180.0,65.0,0.483819
180.0,22.0,-0.008894049
180.0,52.0,0.101819664
180.0,60.0,-0.031775236
180.0,56.0,-0.023882437
180.0,58.0,-0.028411236
180.0,75.0,0.013441347
181.0,294.0,-0.029618941
181.0,181.0,0.2917847
181.0,152.0,0.10343237
181.0,118.0,0.06514224
181.0,286.0,-0.059353113
181.0,281.0,-0.011379136
181.0,276.0,-0.145413
181.0,272.0,0.0015666392
181.0,258.0,-0.014012268
181.0,256.0,-0.013245229
181.0,252.0,-0.013456361
181.0,224.0,-0.069101736
181.0,216.0,-0.02821586
181.0,208.0,-0.34504682
181.0,207.0,-0.33635628
181.0,201.0,0.0068827365
181.0,192.0,-0.048364114
181.0,186.0,-0.09090083
181.0,173.0,-0.060196463
181.0,144.0,-0.3470654
181.0,124.0,0.09497215
181.0,122.0,-0.026816692
181.0,109.0,-0.16224444
181.0,107.0,0.07537504
181.0,97.0,-0.0038600203
181.0,89.0,0.031271704
181.0,74.0,0.017394446
181.0,136.0,-0.0014016246
181.0,99.0,0.023375269
181.0,79.0,-0.019316655
181.0,199.0,-0.008433918
181.0,297.0,-0.030665576
181.0,23.0,-0.011289217
181.0,0.0,-0.02818186
181.0,17.0,-0.02497723
181.0,5.0,-0.04495456
181.0,12.0,-0.017734624
181.0,7.0,-0.052111864
181.0,10.0,-0.024352698
181.0,45.0,-0.19481766
181.0,157.0,0.2633103
181.0,175.0,-0.047969215
181.0,247.0,-0.022900272
181.0,234.0,-0.10971535
181.0,268.0,-0.0081782825
181.0,264.0,-0.015447874
181.0,226.0,-0.08019778
181.0,229.0,-0.095962755
181.0,212.0,-0.014577553
181.0,196.0,-0.025914084
181.0,220.0,-0.047680568
181.0,170.0,-0.067217164
181.0,148.0,0.036220312
181.0,77.0,-0.0007508807
181.0,161.0,-0.04410966
181.0,132.0,-0.017370436
181.0,128.0,0.006055084
181.0,117.0,0.15415952
181.0,92.0,-0.05259202
181.0,69.0,0.009272389
181.0,65.0,0.45417708
181.0,22.0,-0.009404419
181.0,52.0,0.088944204
181.0,60.0,-0.0358532
181.0,56.0,-0.028158095
181.0,58.0,-0.03219436
181.0,75.0,0.013874836
182.0,294.0,-0.02963787
182.0,181.0,0.24798843
182.0,152.0,0.074289426
182.0,118.0,0.07183548
182.0,286.0,-0.07827379
182.0,281.0,0.2879527
182.0,276.0,-0.18101391
182.0,272.0,0.009014628
182.0,258.0,-0.011580642
182.0,256.0,-0.011487134
182.0,252.0,-0.014465926
182.0,224.0,-0.061920267
182.0,216.0,-0.023651991
182.0,208.0,-0.31118155
182.0,207.0,-0.1240033
182.0,201.0,-0.0020871796
182.0,192.0,-0.0547477
182.0,186.0,-0.075665936
182.0,173.0,-0.061882015
182.0,144.0,-0.4525257
182.0,124.0,0.07749081
182.0,122.0,-0.108122386
182.0,109.0,-0.020831525
182.0,107.0,0.112185106
182.0,97.0,0.009114673
182.0,89.0,0.060608126
182.0,74.0,0.016383149
182.0,136.0,0.0027456135
182.0,99.0,-0.010440773
182.0,79.0,-0.018665086
182.0,199.0,-0.015264334
182.0,297.0,-0.030202467
182.0,23.0,-0.010908678
182.0,0.0,-0.025532864
182.0,17.0,-0.02732275
182.0,5.0,-0.04382586
182.0,12.0,-0.02177778
182.0,7.0,-0.05416748
182.0,10.0,-0.025585102
182.0,45.0,-0.21177447
182.0,157.0,0.219621
182.0,175.0,-0.055263847
182.0,247.0,-0.031076744
182.0,234.0,-0.111086875
182.0,268.0,-0.009840866
182.0,264.0,-0.013238236
182.0,226.0,-0.072815776
182.0,229.0,-0.08950279
182.0,212.0,-0.021308053
182.0,196.0,-0.031094959
182.0,220.0,-0.041769974
182.0,170.0,-0.06921075
182.0,148.0,0.03506839
182.0,77.0,0.0015116818
182.0,161.0,0.0057927016
182.0,132.0,-0.0074700033
182.0,128.0,0.023346314
182.0,117.0,0.12038254
182.0,92.0,-0.042372264
182.0,69.0,0.012914918
182.0,65.0,0.37089244
182.0,22.0,-0.010550793
182.0,52.0,0.06879773
182.0,60.0,-0.039897278
182.0,56.0,-0.032648303
182.0,58.0,-0.036688626
182.0,75.0,0.014253583
183.0,294.0,-0.029952543
183.0,181.0,0.14754426
183.0,152.0,0.05498545
183.0,118.0,0.047456767
183.0,286.0,-0.09828641
183.0,281.0,0.1159952
183.0,276.0,-0.02950473
183.0,272.0,0.0034391154
183.0,258.0,-0.010091665
183.0,256.0,-0.011116516
183.0,252.0,-0.01795102
183.0,224.0,-0.055146623
183.0,216.0,-0.020178434
183.0,208.0,-0.10203601
183.0,207.0,-0.008844137
183.0,201.0,-0.0100226365
183.0,192.0,-0.061932452
183.0,186.0,-0.0225555
183.0,173.0,-0.06310855
183.0,144.0,-0.2435174
183.0,124.0,0.03515365
183.0,122.0,-0.15042888
183.0,109.0,0.07229392
183.0,107.0,0.14426255
183.0,97.0,0.013986092
183.0,89.0,0.08733675
183.0,74.0,0.014966734
183.0,136.0,0.0073085977
183.0,99.0,-0.014337877
183.0,79.0,-0.015804179
183.0,199.0,-0.021327026
183.0,297.0,-0.029674396
183.0,23.0,-0.011094844
183.0,0.0,-0.023095112
183.0,17.0,-0.029997561
183.0,5.0,-0.042268135
183.0,12.0,-0.025630973
183.0,7.0,-0.055798106
183.0,10.0,-0.026600791
183.0,45.0,-0.21384469
183.0,157.0,0.16879454
183.0,175.0,-0.058590047
183.0,247.0,-0.042676657
183.0,234.0,-0.10755196
183.0,268.0,-0.009588458
183.0,264.0,-0.010797637
183.0,226.0,-0.06529264
183.0,229.0,-0.08159767
183.0,212.0,-0.06775245
183.0,196.0,-0.036279667
183.0,220.0,-0.036627494
183.0,170.0,-0.071791954
183.0,148.0,0.025494838
183.0,77.0,0.0041362196
183.0,161.0,0.09038816
183.0,132.0,0.0027124304
183.0,128.0,0.038018305
183.0,117.0,0.07223349
183.0,92.0,-0.026025685
183.0,69.0,0.021163478
183.0,65.0,0.26451942
183.0,22.0,-0.012293536
183.0,52.0,0.04671815
183.0,60.0,-0.044151295
183.0,56.0,-0.037123214
183.0,58.0,-0.041865606
183.0,75.0,0.014320388
184.0,294.0,-0.030969992
184.0,181.0,0.06019853
184.0,152.0,0.044163205
184.0,118.0,0.009305298
184.0,286.0,-0.04997353
184.0,281.0,-0.124426946
184.0,276.0,0.01931424
184.0,272.0,-0.0006662216
184.0,258.0,-0.009989534
184.0,256.0,-0.012621124
184.0,252.0,-0.024325449
184.0,224.0,-0.049201775
184.0,216.0,-0.018698383
184.0,208.0,-0.002474904
184.0,207.0,0.01907426
184.0,201.0,-0.016918749
184.0,192.0,-0.06987275
184.0,186.0,0.091279276
184.0,173.0,-0.06447289
184.0,144.0,-0.028594155
184.0,124.0,-0.02500212
184.0,122.0,-0.15069726
184.0,109.0,0.14112082
184.0,107.0,0.16930865
184.0,97.0,0.010292152
184.0,89.0,0.10882437
184.0,74.0,0.013069447
184.0,136.0,0.012207324
184.0,99.0,-0.0022441028
184.0,79.0,-0.011714485
184.0,199.0,-0.02688001
184.0,297.0,-0.029116604
184.0,23.0,-0.011844313
184.0,0.0,-0.02090673
184.0,17.0,-0.03296314
184.0,5.0,-0.040321022
184.0,12.0,-0.029218264
184.0,7.0,-0.056954883
184.0,10.0,-0.027397199
184.0,45.0,-0.19844031
184.0,157.0,0.1745275
184.0,175.0,-0.06024261
184.0,247.0,-0.057099298
184.0,234.0,-0.100493744
184.0,268.0,-0.00825346
184.0,264.0,-0.008524198
184.0,226.0,-0.05834765
184.0,229.0,-0.07338652
184.0,212.0,-0.24340317
184.0,196.0,-0.04166563
184.0,220.0,-0.03226984
184.0,170.0,-0.074983865
184.0,148.0,-0.012168601
184.0,77.0,0.0066349655
184.0,161.0,0.20993169
184.0,132.0,0.013030756
184.0,128.0,0.0475713
184.0,117.0,0.024467353
184.0,92.0,-0.0051844167
184.0,69.0,0.035676524
184.0,65.0,0.16641241
184.0,22.0,-0.014587855
184.0,52.0,0.02533668
184.0,60.0,-0.048778526
184.0,56.0,-0.04128498
184.0,58.0,-0.04768778
184.0,75.0,0.013910297
185.0,294.0,-0.033559103
185.0,181.0,0.003926009
185.0,152.0,0.039275434
185.0,118.0,-0.028900404
185.0,286.0,0.21913409
185.0,281.0,-0.2373197
185.0,276.0,0.0182181
185.0,272.0,-0.0022716708
185.0,258.0,-0.01174465
185.0,256.0,-0.016467096
185.0,252.0,-0.033738673
185.0,224.0,-0.04421535
185.0,216.0,-0.02245911
185.0,208.0,0.018838765
185.0,207.0,0.016478254
185.0,201.0,-0.023015972
185.0,192.0,-0.07805337
185.0,186.0,0.2315161
185.0,173.0,-0.06629061
185.0,144.0,0.059180297
185.0,124.0,-0.08384721
185.0,122.0,-0.13292968
185.0,109.0,0.19660038
185.0,107.0,0.18370086
185.0,97.0,9.1727125e-05
185.0,89.0,0.12218774
185.0,74.0,0.010664139
185.0,136.0,0.017366156
185.0,99.0,0.011282282
185.0,79.0,-0.0072122123
185.0,199.0,-0.032157898
185.0,297.0,-0.028650053
185.0,23.0,-0.013145711
185.0,0.0,-0.019004013
185.0,17.0,-0.036175165
185.0,5.0,-0.038037434
185.0,12.0,-0.032473285
185.0,7.0,-0.057603855
185.0,10.0,-0.027984232
185.0,45.0,-0.16765215
185.0,157.0,0.168021
185.0,175.0,-0.061396945
185.0,247.0,-0.072956756
185.0,234.0,-0.09156052
185.0,268.0,-0.0064713676
185.0,264.0,-0.006805256
185.0,226.0,-0.052358177
185.0,229.0,-0.06571816
185.0,212.0,-0.373899
185.0,196.0,-0.04743696
185.0,220.0,-0.028650127
185.0,170.0,-0.078669615
185.0,148.0,-0.12136769
185.0,77.0,0.008678056
185.0,161.0,0.31725293
185.0,132.0,0.023199506
185.0,128.0,0.048622187
185.0,117.0,-0.01152404
185.0,92.0,0.018282447
185.0,69.0,0.05824072
185.0,65.0,0.090622544
185.0,22.0,-0.017384432
185.0,52.0,0.0049453266
185.0,60.0,-0.053885896
185.0,56.0,-0.04474067
185.0,58.0,-0.054107502
185.0,75.0,0.012934491
186.0,294.0,-0.039506536
186.0,181.0,-0.0270681
186.0,152.0,0.03754885
186.0,118.0,-0.057219572
186.0,286.0,0.13455802
186.0,281.0,-0.06558793
186.0,276.0,0.011662624
186.0,272.0,-0.0022340445
186.0,258.0,-0.015797628
186.0,256.0,-0.022993423
186.0,252.0,-0.04589333
186.0,224.0,-0.040124726
186.0,216.0,-0.045958124
186.0,208.0,0.014331281
186.0,207.0,0.0066590607
186.0,201.0,-0.028571509
186.0,192.0,-0.08474012
186.0,186.0,0.26871184
186.0,173.0,-0.06872176
186.0,144.0,0.07984611
186.0,124.0,-0.12155775
186.0,122.0,-0.11911796
186.0,109.0,0.24177656
186.0,107.0,0.1823355
186.0,97.0,-0.012923384
186.0,89.0,0.124830835
186.0,74.0,0.0077623203
186.0,136.0,0.022714423
186.0,99.0,0.018271938
186.0,79.0,-0.002908431
186.0,199.0,-0.037365146
186.0,297.0,-0.028583776
186.0,23.0,-0.014978277
186.0,0.0,-0.017419122
186.0,17.0,-0.03958746
186.0,5.0,-0.035481185
186.0,12.0,-0.03534176
186.0,7.0,-0.057727262
186.0,10.0,-0.028382832
186.0,45.0,-0.12753388
186.0,157.0,0.1340999
186.0,175.0,-0.06266281
186.0,247.0,-0.08811326
186.0,234.0,-0.082220234
186.0,268.0,-0.0047446564
186.0,264.0,-0.006051734
186.0,226.0,-0.047418684
186.0,229.0,-0.059071586
186.0,212.0,-0.19554861
186.0,196.0,-0.05375974
186.0,220.0,-0.025829744
186.0,170.0,-0.08251364
186.0,148.0,-0.3410864
186.0,77.0,0.010063477
186.0,161.0,0.31104243
186.0,132.0,0.03270772
186.0,128.0,0.03745176
186.0,117.0,-0.026351172
186.0,92.0,0.04258053
186.0,69.0,0.090348855
186.0,65.0,0.03608825
186.0,22.0,-0.02063279
186.0,52.0,-0.014448453
186.0,60.0,-0.059542075
186.0,56.0,-0.046984408
186.0,58.0,-0.061063424
186.0,75.0,0.011357568
187.0,294.0,-0.05189169
187.0,181.0,-0.042809345
187.0,152.0,0.035286915
187.0,118.0,-0.067971535
187.0,286.0,-0.09917323
187.0,281.0,0.027638152
187.0,276.0,0.0074657993
187.0,272.0,-0.001386024
187.0,258.0,-0.022453027
187.0,256.0,-0.0322693
187.0,252.0,-0.059889294
187.0,224.0,-0.036768533
187.0,216.0,-0.14770278
187.0,208.0,0.0041382425
187.0,207.0,-0.0035037752
187.0,201.0,-0.03381137
187.0,192.0,-0.08522956
187.0,186.0,0.19167231
187.0,173.0,-0.071818024
187.0,144.0,0.07851886
187.0,124.0,-0.1343829
187.0,122.0,-0.116251975
187.0,109.0,0.2753532
187.0,107.0,0.15920174
187.0,97.0,-0.0246072
187.0,89.0,0.11550766
187.0,74.0,0.004404746
187.0,136.0,0.02817487
187.0,99.0,0.0162698
187.0,79.0,0.00078518316
187.0,199.0,-0.042685263
187.0,297.0,-0.029644806
187.0,23.0,-0.01731799
187.0,0.0,-0.016182821
187.0,17.0,-0.04314857
187.0,5.0,-0.0327279
187.0,12.0,-0.03778471
187.0,7.0,-0.057325687
187.0,10.0,-0.028625218
187.0,45.0,-0.08537583
187.0,157.0,0.096046224
187.0,175.0,-0.06436336
187.0,247.0,-0.10007779
187.0,234.0,-0.07351504
187.0,268.0,-0.0035264306
187.0,264.0,-0.0067030815
187.0,226.0,-0.043437123
187.0,229.0,-0.05360906
187.0,212.0,-0.03959857
187.0,196.0,-0.060746655
187.0,220.0,-0.02431273
187.0,170.0,-0.08579429
187.0,148.0,-0.483775
187.0,77.0,0.0106885135
187.0,161.0,0.20453104
187.0,132.0,0.04069712
187.0,128.0,0.0118096005
187.0,117.0,-0.011690954
187.0,92.0,0.066050746
187.0,69.0,0.13227887
187.0,65.0,-0.0029473994
187.0,22.0,-0.024282593
187.0,52.0,-0.03238643
187.0,60.0,-0.06578739
187.0,56.0,-0.047393948
187.0,58.0,-0.0684738
187.0,75.0,0.009181779
188.0,294.0,-0.07087355
188.0,181.0,-0.0504594
188.0,152.0,0.02537974
188.0,118.0,-0.05386342
188.0,286.0,-0.27593422
188.0,281.0,0.035413057
188.0,276.0,0.0055917483
188.0,272.0,-0.0003873147
188.0,258.0,-0.031743202
188.0,256.0,-0.043938525
188.0,252.0,-0.0741934
188.0,224.0,-0.033978965
188.0,216.0,-0.34112734
188.0,208.0,-0.005966671
188.0,207.0,-0.012421698
188.0,201.0,-0.038929544
188.0,192.0,-0.06831811
188.0,186.0,0.11399456
188.0,173.0,-0.075516954
188.0,144.0,0.07215496
188.0,124.0,-0.13325761
188.0,122.0,-0.12112019
188.0,109.0,0.29313844
188.0,107.0,0.10923684
188.0,97.0,-0.031635568
188.0,89.0,0.09534917
188.0,74.0,0.0006599985
188.0,136.0,0.033647455
188.0,99.0,0.006566653
188.0,79.0,0.003625743
188.0,199.0,-0.048289172
188.0,297.0,-0.03345561
188.0,23.0,-0.020136883
188.0,0.0,-0.015324171
188.0,17.0,-0.0468059
188.0,5.0,-0.029856896
188.0,12.0,-0.039779007
188.0,7.0,-0.056417942
188.0,10.0,-0.028752571
188.0,45.0,-0.0470627
188.0,157.0,0.0663428
188.0,175.0,-0.06666664
188.0,247.0,-0.106736764
188.0,234.0,-0.066020615
188.0,268.0,-0.00326653
188.0,264.0,-0.009203693
188.0,226.0,-0.040224068
188.0,229.0,-0.049269274
188.0,212.0,0.00909324
188.0,196.0,-0.068345144
188.0,220.0,-0.02599239
188.0,170.0,-0.08710148
188.0,148.0,-0.27180248
188.0,77.0,0.010516349
188.0,161.0,0.15485057
188.0,132.0,0.045808796
188.0,128.0,-0.026088972
188.0,117.0,0.036918983
188.0,92.0,0.08706094
188.0,69.0,0.1814987
188.0,65.0,-0.031306583
188.0,22.0,-0.028286763
188.0,52.0,-0.048365578
188.0,60.0,-0.07264152
188.0,56.0,-0.045283016
188.0,58.0,-0.07622258
188.0,75.0,0.0064380392
189.0,294.0,-0.054417074
189.0,181.0,-0.054125074
189.0,152.0,-0.008893367
189.0,118.0,-0.0072717313
189.0,286.0,-0.12954979
189.0,281.0,0.027734764
189.0,276.0,0.005069265
189.0,272.0,0.00020813197
189.0,258.0,-0.043275826
189.0,256.0,-0.057098128
189.0,252.0,-0.0868209
189.0,224.0,-0.03168644
189.0,216.0,-0.29355836
189.0,208.0,-0.01472592
189.0,207.0,-0.01998831
189.0,201.0,-0.044100165
189.0,192.0,-0.01249773
189.0,186.0,0.049534723
189.0,173.0,-0.07958219
189.0,144.0,0.06585101
189.0,124.0,-0.1293012
189.0,122.0,-0.12797815
189.0,109.0,0.28939238
189.0,107.0,0.03166753
189.0,97.0,-0.032369792
189.0,89.0,0.067885116
189.0,74.0,-0.003376916
189.0,136.0,0.038979
189.0,99.0,-0.007218196
189.0,79.0,0.005495932
189.0,199.0,-0.05433087
189.0,297.0,-0.043077875
189.0,23.0,-0.023406217
189.0,0.0,-0.014869642
189.0,17.0,-0.05050548
189.0,5.0,-0.026953105
189.0,12.0,-0.041318685
189.0,7.0,-0.055041492
189.0,10.0,-0.028812855
189.0,45.0,-0.015907496
189.0,157.0,0.046582002
189.0,175.0,-0.06964041
189.0,247.0,-0.107151896
189.0,234.0,-0.059929103
189.0,268.0,-0.0044233743
189.0,264.0,-0.013936555
189.0,226.0,-0.037571408
189.0,229.0,-0.04586824
189.0,212.0,0.012245631
189.0,196.0,-0.07604133
189.0,220.0,-0.03801725
189.0,170.0,-0.08381897
189.0,148.0,-0.020156458
189.0,77.0,0.009558648
189.0,161.0,0.15925092
189.0,132.0,0.046007164
189.0,128.0,-0.068087
189.0,117.0,0.10445804
189.0,92.0,0.10389744
189.0,69.0,0.23060043
189.0,65.0,-0.052198213
189.0,22.0,-0.032601517
189.0,52.0,-0.062226098
189.0,60.0,-0.0801121
189.0,56.0,-0.040050946
189.0,58.0,-0.08413936
189.0,75.0,0.0031817928
190.0,294.0,0.13606139
190.0,181.0,-0.05599461
190.0,152.0,-0.1053765
190.0,118.0,0.075270504
190.0,286.0,0.023654941
190.0,281.0,0.021153847
190.0,276.0,0.0050349142
190.0,272.0,-0.00011341646
190.0,258.0,-0.05613482
190.0,256.0,-0.07031749
190.0,252.0,-0.095761955
190.0,224.0,-0.03012809
190.0,216.0,-0.10121302
190.0,208.0,-0.022122031
190.0,207.0,-0.02644455
190.0,201.0,-0.049485307
190.0,192.0,0.10098185
190.0,186.0,0.0034645125
190.0,173.0,-0.08347227
190.0,144.0,0.06077998
190.0,124.0,-0.12674262
190.0,122.0,-0.13237312
190.0,109.0,0.2585663
190.0,107.0,-0.06511091
190.0,97.0,-0.02696056
190.0,89.0,0.037761666
190.0,74.0,-0.0075802207
190.0,136.0,0.043919094
190.0,99.0,-0.020636346
190.0,79.0,0.006366156
190.0,199.0,-0.060913507
190.0,297.0,-0.05923208
190.0,23.0,-0.027096344
190.0,0.0,-0.014844205
190.0,17.0,-0.054192647
190.0,5.0,-0.024102503
190.0,12.0,-0.042416375
190.0,7.0,-0.05324992
190.0,10.0,-0.028858779
190.0,45.0,0.0071454123
190.0,157.0,0.034662746
190.0,175.0,-0.07325196
190.0,247.0,-0.101951376
190.0,234.0,-0.05518096
190.0,268.0,-0.0074369237
190.0,264.0,-0.021124367
190.0,226.0,-0.035316825
190.0,229.0,-0.043173194
190.0,212.0,0.00326694
190.0,196.0,-0.08211929
190.0,220.0,-0.089962535
190.0,170.0,-0.07131127
190.0,148.0,0.08301119
190.0,77.0,0.007856809
190.0,161.0,0.14202231
190.0,132.0,0.038480252
190.0,128.0,-0.1034076
190.0,117.0,0.11499924
190.0,92.0,0.114818975
190.0,69.0,0.26618022
190.0,65.0,-0.067838416
190.0,22.0,-0.037187748
190.0,52.0,-0.07417832
190.0,60.0,-0.088191256
190.0,56.0,-0.031447843
190.0,58.0,-0.091972634
190.0,75.0,-0.00051670894
191.0,294.0,0.09323661
191.0,181.0,-0.057213105
191.0,152.0,-0.30892995
191.0,118.0,0.17210126
191.0,286.0,0.0504789
191.0,281.0,0.017151117
191.0,276.0,0.0047847684
191.0,272.0,-0.0018439814
191.0,258.0,-0.06891473
