TimeStep,Station_Number,k_x
11.0,294.0,-0.05470274
11.0,181.0,-0.0016037384
11.0,152.0,-0.022243926
11.0,118.0,-0.054235104
11.0,286.0,-0.042556416
11.0,281.0,-0.03774392
11.0,276.0,-0.033483464
11.0,272.0,-0.030027375
11.0,258.0,-0.014794864
11.0,256.0,-0.012031645
11.0,252.0,-0.006087955
11.0,224.0,0.017487338
11.0,216.0,0.0148188025
11.0,208.0,0.0136864185
11.0,207.0,0.013720658
11.0,201.0,0.014303295
11.0,192.0,0.012761218
11.0,186.0,0.006820108
11.0,173.0,-0.016047608
11.0,144.0,-0.014876828
11.0,124.0,-0.04872942
11.0,122.0,-0.054587264
11.0,109.0,0.13069606
11.0,107.0,0.15644607
11.0,97.0,-0.010216968
11.0,89.0,0.0061098514
11.0,74.0,0.030540537
11.0,136.0,-0.015765548
11.0,99.0,0.022239543
11.0,79.0,0.07771567
11.0,199.0,0.0144247
11.0,297.0,-0.061995182
11.0,23.0,0.13277309
11.0,0.0,0.12995556
11.0,17.0,0.08118949
11.0,5.0,-0.027937178
11.0,12.0,0.051739004
11.0,7.0,0.11592997
11.0,10.0,0.19779262
11.0,45.0,0.03209636
11.0,157.0,-0.021752369
11.0,175.0,-0.013005959
11.0,247.0,0.0017364584
11.0,234.0,0.016780261
11.0,268.0,-0.026297983
11.0,264.0,-0.02213217
11.0,226.0,0.017957766
11.0,229.0,0.018193636
11.0,212.0,0.013929033
11.0,196.0,0.014229132
11.0,220.0,0.016157996
11.0,170.0,-0.01897103
11.0,148.0,-0.019181129
11.0,77.0,0.057118975
11.0,161.0,-0.019936575
11.0,132.0,-0.023555722
11.0,128.0,-0.035219647
11.0,117.0,-0.04849487
11.0,92.0,-0.029702533
11.0,69.0,0.0123397205
11.0,65.0,0.0072221644
11.0,22.0,0.11146342
11.0,52.0,-2.4882448
11.0,60.0,-0.053914435
11.0,56.0,-0.3203162
11.0,58.0,-0.14582723
11.0,75.0,0.0381288
12.0,294.0,-0.05469576
12.0,181.0,-0.0031673769
12.0,152.0,0.0049506556
12.0,118.0,-0.07598056
12.0,286.0,-0.04077435
12.0,281.0,-0.033954486
12.0,276.0,-0.026766643
12.0,272.0,-0.020414175
12.0,258.0,0.0022819396
12.0,256.0,0.0046984237
12.0,252.0,0.008323349
12.0,224.0,0.0030358415
12.0,216.0,0.0019017011
12.0,208.0,0.0036775433
12.0,207.0,0.0040677246
12.0,201.0,0.0066385716
12.0,192.0,0.007789297
12.0,186.0,0.003649408
12.0,173.0,-0.014082779
12.0,144.0,-0.006226372
12.0,124.0,-0.068509035
12.0,122.0,-0.074456856
12.0,109.0,0.11074087
12.0,107.0,0.14350286
12.0,97.0,0.020238452
12.0,89.0,0.08847185
12.0,74.0,0.0012165308
12.0,136.0,-0.030023942
12.0,99.0,0.03455046
12.0,79.0,0.010804165
12.0,199.0,0.0073751733
12.0,297.0,-0.06257111
12.0,23.0,0.14871575
12.0,0.0,0.1970306
12.0,17.0,0.07180461
12.0,5.0,0.105113775
12.0,12.0,0.045198433
12.0,7.0,-0.24062179
12.0,10.0,0.327947
12.0,45.0,-0.02449802
12.0,157.0,0.002509417
12.0,175.0,-0.012156441
12.0,247.0,0.010484602
12.0,234.0,0.0073360763
12.0,268.0,-0.013625661
12.0,264.0,-0.006789243
12.0,226.0,0.0037233569
12.0,229.0,0.004968185
12.0,212.0,0.0024480876
12.0,196.0,0.008077197
12.0,220.0,0.0021132734
12.0,170.0,-0.014736744
12.0,148.0,0.0018719286
12.0,77.0,0.0034615789
12.0,161.0,-0.002503382
12.0,132.0,-0.04248766
12.0,128.0,-0.055242136
12.0,117.0,-0.071151085
12.0,92.0,0.062374935
12.0,69.0,0.007715825
12.0,65.0,0.01083898
12.0,22.0,0.13594788
12.0,52.0,-2.4409716
12.0,60.0,-0.049820714
12.0,56.0,-0.3488287
12.0,58.0,-0.1497583
12.0,75.0,0.0011086315
13.0,294.0,-0.046400346
13.0,181.0,-7.334538e-05
13.0,152.0,0.008860415
13.0,118.0,-0.09309309
13.0,286.0,-0.028389405
13.0,281.0,-0.019610068
13.0,276.0,-0.0125415325
13.0,272.0,-0.0083444845
13.0,258.0,-0.0026119072
13.0,256.0,-0.0024682302
13.0,252.0,-0.0023684725
13.0,224.0,-0.0038616266
13.0,216.0,-0.0029991847
13.0,208.0,-0.0002564136
13.0,207.0,0.00020846352
13.0,201.0,0.0031963643
13.0,192.0,0.005643972
13.0,186.0,0.003587124
13.0,173.0,-0.0013373233
13.0,144.0,-0.023715593
13.0,124.0,-0.082295194
13.0,122.0,-0.08882691
13.0,109.0,0.101463675
13.0,107.0,0.14597431
13.0,97.0,0.11254394
13.0,89.0,0.04261048
13.0,74.0,-0.0014059991
13.0,136.0,-0.047829255
13.0,99.0,0.112306
13.0,79.0,-0.012331389
13.0,199.0,0.00410996
13.0,297.0,-0.05530066
13.0,23.0,0.19088611
13.0,0.0,0.25743803
13.0,17.0,-0.010303288
13.0,5.0,0.13429697
13.0,12.0,0.05207801
13.0,7.0,-0.4091917
13.0,10.0,0.2170046
13.0,45.0,0.01677487
13.0,157.0,0.022449702
13.0,175.0,-0.0024499986
13.0,247.0,-0.002455214
13.0,234.0,-0.0033375528
13.0,268.0,-0.0054753628
13.0,264.0,-0.003747778
13.0,226.0,-0.0038492903
13.0,229.0,-0.0037205983
13.0,212.0,-0.0018679965
13.0,196.0,0.005173498
13.0,220.0,-0.003639998
13.0,170.0,0.003123507
13.0,148.0,-0.0075686853
13.0,77.0,-0.008718019
13.0,161.0,0.023738982
13.0,132.0,-0.057996545
13.0,128.0,-0.069200695
13.0,117.0,-0.089204654
13.0,92.0,0.0860049
13.0,69.0,0.011973602
13.0,65.0,0.0180903
13.0,22.0,0.18561363
13.0,52.0,-2.055321
13.0,60.0,-0.048107702
13.0,56.0,-0.37136394
13.0,58.0,-0.15856884
13.0,75.0,-0.0039849672
14.0,294.0,-0.03748418
14.0,181.0,0.014224527
14.0,152.0,-0.009784114
14.0,118.0,-0.108567305
14.0,286.0,-0.028669313
14.0,281.0,-0.025903858
14.0,276.0,-0.023879608
14.0,272.0,-0.022316592
14.0,258.0,-0.015843727
14.0,256.0,-0.014850916
14.0,252.0,-0.012929976
14.0,224.0,-0.0064170435
14.0,216.0,-0.005246142
14.0,208.0,-0.0025887415
14.0,207.0,-0.0021251217
14.0,201.0,0.0011700448
14.0,192.0,0.0066636074
14.0,186.0,0.010218592
14.0,173.0,0.025274422
14.0,144.0,-0.04031899
14.0,124.0,-0.09388192
14.0,122.0,-0.10170078
14.0,109.0,0.13273183
14.0,107.0,0.20467818
14.0,97.0,0.11918322
14.0,89.0,-0.017917536
14.0,74.0,0.0023291884
14.0,136.0,-0.058413286
14.0,99.0,0.15934977
14.0,79.0,-0.013438478
14.0,199.0,0.002397364
14.0,297.0,-0.04279654
14.0,23.0,0.27397108
14.0,0.0,0.30746114
14.0,17.0,0.0103978
14.0,5.0,0.09643511
14.0,12.0,0.3120034
14.0,7.0,-0.5044964
14.0,10.0,0.23564047
14.0,45.0,0.088479474
14.0,157.0,0.012790324
14.0,175.0,0.022070602
14.0,247.0,-0.0107878
14.0,234.0,-0.007405877
14.0,268.0,-0.020632068
14.0,264.0,-0.018793881
14.0,226.0,-0.0065950174
14.0,229.0,-0.006852757
14.0,212.0,-0.0041481573
14.0,196.0,0.004260808
14.0,220.0,-0.0059601683
14.0,170.0,0.029835138
14.0,148.0,-0.027042707
14.0,77.0,-0.007228395
14.0,161.0,0.026784584
14.0,132.0,-0.06759563
14.0,128.0,-0.07914869
14.0,117.0,-0.1048388
14.0,92.0,0.014621315
14.0,69.0,0.018572174
14.0,65.0,0.025814991
14.0,22.0,0.27010626
14.0,52.0,-1.4473565
14.0,60.0,-0.05712686
14.0,56.0,-0.34729964
14.0,58.0,-0.17322004
14.0,75.0,-0.00087994337
15.0,294.0,-0.057570904
15.0,181.0,0.03902415
15.0,152.0,-0.025360787
15.0,118.0,-0.1103953
15.0,286.0,-0.063295126
15.0,281.0,-0.054976292
15.0,276.0,-0.044831447
