TimeStep,Station_Number,k_x
49.0,286.0,-0.044360816
49.0,281.0,-0.0407833
49.0,276.0,-0.035465404
49.0,272.0,-0.030703569
49.0,258.0,-0.015409088
49.0,256.0,-0.013709208
49.0,252.0,-0.010785073
49.0,224.0,-0.0064334776
49.0,216.0,-0.007319344
49.0,208.0,-0.0055294186
49.0,207.0,-0.004855953
49.0,201.0,0.0038384758
49.0,192.0,0.045166865
49.0,186.0,-0.03440828
49.0,173.0,-0.020476848
49.0,144.0,0.06686185
49.0,124.0,-0.05213882
49.0,122.0,-0.03109163
49.0,109.0,-0.14827222
49.0,107.0,-0.097672045
49.0,97.0,0.12780552
49.0,89.0,0.011830229
49.0,74.0,-0.20372185
49.0,136.0,0.004178386
49.0,99.0,0.1675435
49.0,79.0,0.12316748
49.0,199.0,0.009586785
49.0,297.0,-0.028859781
49.0,23.0,-0.8766454
49.0,0.0,-1.1021359
49.0,17.0,-0.7196605
49.0,5.0,-0.13319811
49.0,12.0,2.1858768
49.0,7.0,-0.09245626
49.0,10.0,0.2896512
49.0,45.0,-0.14479008
49.0,157.0,-0.0471121
49.0,175.0,-0.021801632
49.0,247.0,-0.008049173
49.0,234.0,-0.005417865
49.0,268.0,-0.025911326
49.0,264.0,-0.021366222
49.0,226.0,-0.0061352327
49.0,229.0,-0.0057436917
49.0,212.0,-0.0070255958
49.0,196.0,0.022366371
49.0,220.0,-0.0070024543
49.0,170.0,-0.026209958
49.0,148.0,0.045884237
49.0,77.0,0.10122837
49.0,161.0,-0.027548049
49.0,132.0,-0.029188002
49.0,128.0,-0.05305475
49.0,117.0,0.0371283
49.0,92.0,0.029220391
49.0,69.0,0.026120767
49.0,65.0,0.08248805
49.0,22.0,-0.7568101
49.0,52.0,-0.51167595
49.0,60.0,0.06067414
49.0,56.0,-2.146248
49.0,58.0,-0.23841073
49.0,75.0,-0.27762747
50.0,294.0,-0.04655419
50.0,181.0,-0.040720556
50.0,152.0,0.051044017
50.0,118.0,-0.01623791
50.0,286.0,-0.043845452
50.0,281.0,-0.03959361
50.0,276.0,-0.034418624
50.0,272.0,-0.030036692
50.0,258.0,-0.016529616
50.0,256.0,-0.015074326
50.0,252.0,-0.012611169
50.0,224.0,-0.009175181
50.0,216.0,-0.008151237
50.0,208.0,-0.0006982051
50.0,207.0,0.0012461916
50.0,201.0,0.022773558
50.0,192.0,0.048846364
50.0,186.0,-0.2456903
50.0,173.0,-0.03774566
50.0,144.0,0.071023285
50.0,124.0,-0.05623678
50.0,122.0,-0.03827787
50.0,109.0,-0.09927199
50.0,107.0,0.00216268
50.0,97.0,0.12175456
50.0,89.0,0.008726697
50.0,74.0,-0.015083037
50.0,136.0,-0.0058140624
50.0,99.0,0.17644565
50.0,79.0,0.12848294
50.0,199.0,0.035012618
50.0,297.0,-0.04483536
50.0,23.0,-0.7378328
50.0,0.0,-1.0447664
50.0,17.0,-0.5785495
50.0,5.0,-0.103648484
50.0,12.0,2.1269422
50.0,7.0,-0.043621585
50.0,10.0,0.24571878
50.0,45.0,-0.05434811
50.0,157.0,-0.10467191
50.0,175.0,-0.030113906
50.0,247.0,-0.010390334
50.0,234.0,-0.008590909
50.0,268.0,-0.02573191
50.0,264.0,-0.021712268
50.0,226.0,-0.009087004
50.0,229.0,-0.008879282
50.0,212.0,-0.0057889298
50.0,196.0,0.05589311
50.0,220.0,-0.009049367
50.0,170.0,-0.04434258
50.0,148.0,0.09612838
50.0,77.0,-0.17100102
50.0,161.0,-0.05711113
50.0,132.0,-0.036851596
50.0,128.0,-0.05873608
50.0,117.0,-0.029707205
50.0,92.0,0.021593068
50.0,69.0,0.043287896
50.0,65.0,0.09498429
50.0,22.0,-0.67154336
50.0,52.0,-0.73549765
50.0,60.0,-0.012261812
50.0,56.0,-1.8728276
50.0,58.0,-0.83222455
50.0,75.0,-0.08917679
51.0,294.0,-0.047078423
51.0,181.0,-0.022719044
51.0,152.0,0.12215604
51.0,118.0,-0.080009975
51.0,286.0,-0.04316
51.0,281.0,-0.039169706
51.0,276.0,-0.0345205
51.0,272.0,-0.030646082
51.0,258.0,-0.018946057
51.0,256.0,-0.017722713
51.0,252.0,-0.015690772
51.0,224.0,-0.011788756
51.0,216.0,-0.0071325973
51.0,208.0,0.011341635
51.0,207.0,0.01579773
51.0,201.0,0.05836053
51.0,192.0,-0.14564848
51.0,186.0,-0.06271851
51.0,173.0,-0.061507676
51.0,144.0,0.06490559
51.0,124.0,-0.06347573
51.0,122.0,-0.05439496
51.0,109.0,-0.011719704
51.0,107.0,0.072043076
51.0,97.0,0.11074779
51.0,89.0,0.006745871
51.0,74.0,-0.030315794
51.0,136.0,-0.013507752
51.0,99.0,0.17392601
51.0,79.0,-0.05163445
51.0,199.0,0.07370612
51.0,297.0,-0.04742649
51.0,23.0,-0.6066507
51.0,0.0,-1.0007576
51.0,17.0,-0.43923736
51.0,5.0,-0.067015864
51.0,12.0,2.0152483
51.0,7.0,-0.005548425
51.0,10.0,0.21631576
51.0,45.0,-0.010409951
51.0,157.0,-0.06131445
51.0,175.0,-0.055603094
51.0,247.0,-0.013929322
51.0,234.0,-0.01253452
51.0,268.0,-0.026873674
51.0,264.0,-0.023381976
51.0,226.0,-0.012155559
51.0,229.0,-0.012427703
51.0,212.0,-0.0008261539
51.0,196.0,0.06547719
51.0,220.0,-0.010307241
51.0,170.0,-0.06025797
51.0,148.0,0.105173714
51.0,77.0,-0.16101667
51.0,161.0,-0.11787376
51.0,132.0,-0.04302766
51.0,128.0,-0.064303294
51.0,117.0,-0.101090394
51.0,92.0,0.014302794
51.0,69.0,0.058909915
51.0,65.0,0.10911697
51.0,22.0,-0.6317851
51.0,52.0,-1.2663435
51.0,60.0,-0.2726783
51.0,56.0,-0.8060149
51.0,58.0,-1.5106609
51.0,75.0,-0.025612153
52.0,294.0,-0.04673829
52.0,181.0,-0.050498992
52.0,152.0,0.13193665
52.0,118.0,-0.12850201
52.0,286.0,-0.04322641
52.0,281.0,-0.039785556
52.0,276.0,-0.035773642
52.0,272.0,-0.03243082
52.0,258.0,-0.022487763
52.0,256.0,-0.021483462
52.0,252.0,-0.019845951
52.0,224.0,-0.013594177
52.0,216.0,-0.0024696179
52.0,208.0,0.036831442
52.0,207.0,0.045638476
52.0,201.0,0.091434225
52.0,192.0,-0.16897583
52.0,186.0,-0.01472966
52.0,173.0,-0.0757691
52.0,144.0,0.057885103
52.0,124.0,-0.07531657
52.0,122.0,-0.079373255
52.0,109.0,0.033198785
52.0,107.0,0.08495921
52.0,97.0,0.097649954
52.0,89.0,0.007476583
52.0,74.0,-0.019737847
52.0,136.0,-0.019250734
52.0,99.0,0.16581997
52.0,79.0,-0.22125804
52.0,199.0,0.059225228
52.0,297.0,-0.047310285
52.0,23.0,-0.5099678
52.0,0.0,-0.9659733
52.0,17.0,-0.31724885
52.0,5.0,-0.027692392
52.0,12.0,1.8563352
52.0,7.0,0.025851995
52.0,10.0,0.20586304
52.0,45.0,-0.16433674
52.0,157.0,0.07655196
52.0,175.0,-0.079376265
52.0,247.0,-0.018460253
52.0,234.0,-0.016871843
52.0,268.0,-0.029186737
52.0,264.0,-0.026207162
52.0,226.0,-0.014757
52.0,229.0,-0.015904378
52.0,212.0,0.011314817
52.0,196.0,-0.13485578
52.0,220.0,-0.009749882
52.0,170.0,-0.06694186
52.0,148.0,0.10287801
52.0,77.0,-0.032872394
52.0,161.0,-0.12554592
52.0,132.0,-0.048749875
52.0,128.0,-0.0705285
52.0,117.0,-0.14095306
52.0,92.0,0.008067541
52.0,69.0,0.07388122
52.0,65.0,0.12205577
52.0,22.0,-0.66656953
52.0,52.0,-1.4350893
52.0,60.0,-0.84463805
52.0,56.0,-0.42000228
52.0,58.0,-0.96737766
52.0,75.0,-0.03783784
53.0,294.0,-0.04688892
53.0,181.0,-0.08459532
53.0,152.0,0.12727894
53.0,118.0,-0.13606058
53.0,286.0,-0.044238362
53.0,281.0,-0.041430205
53.0,276.0,-0.03807249
53.0,272.0,-0.035250075
53.0,258.0,-0.026970344
53.0,256.0,-0.026159178
53.0,252.0,-0.024841959
53.0,224.0,-0.013581488
53.0,216.0,0.00904813
53.0,208.0,0.08132127
53.0,207.0,0.09266862
53.0,201.0,-0.03331862
53.0,192.0,-0.0028416328
53.0,186.0,-0.043461036
53.0,173.0,-0.074833795
53.0,144.0,0.053416904
53.0,124.0,-0.09023435
53.0,122.0,-0.10485971
53.0,109.0,0.024810543
53.0,107.0,0.072992705
53.0,97.0,0.08409826
53.0,89.0,0.013667401
53.0,74.0,0.0018976554
53.0,136.0,-0.024086569
53.0,99.0,0.15479717
53.0,79.0,-0.05487081
53.0,199.0,-0.20874342
53.0,297.0,-0.047241252
53.0,23.0,-0.4634521
53.0,0.0,-0.9281133
53.0,17.0,-0.22426674
53.0,5.0,0.010582127
53.0,12.0,1.6755759
53.0,7.0,0.05439734
53.0,10.0,0.2163581
53.0,45.0,-0.52408135
53.0,157.0,0.11089781
53.0,175.0,-0.08296718
53.0,247.0,-0.023679867
53.0,234.0,-0.021059714
53.0,268.0,-0.032514937
53.0,264.0,-0.03002397
53.0,226.0,-0.016051602
53.0,229.0,-0.018624168
53.0,212.0,0.036710024
53.0,196.0,-0.16234273
53.0,220.0,-0.0057068877
53.0,170.0,-0.082833126
53.0,148.0,0.09855117
53.0,77.0,-0.054231733
53.0,161.0,0.0025316216
53.0,132.0,-0.054830156
53.0,128.0,-0.07729903
53.0,117.0,-0.12825763
53.0,92.0,0.004088957
53.0,69.0,0.08934746
53.0,65.0,0.12327817
53.0,22.0,-0.8013044
53.0,52.0,-0.8355493
53.0,60.0,-0.9757662
53.0,56.0,-0.4247653
53.0,58.0,-0.30092847
53.0,75.0,-0.019381545
54.0,294.0,-0.04784657
54.0,181.0,-0.10222022
54.0,152.0,0.117827564
54.0,118.0,-0.09447403
54.0,286.0,-0.046194788
54.0,281.0,-0.044032138
54.0,276.0,-0.041311942
54.0,272.0,-0.03898627
54.0,258.0,-0.03217912
54.0,256.0,-0.03150505
54.0,252.0,-0.030360239
54.0,224.0,-0.010270618
54.0,216.0,0.033051107
54.0,208.0,0.10916762
54.0,207.0,0.09068651
54.0,201.0,-0.21983205
54.0,192.0,-0.021799214
54.0,186.0,-0.07952966
54.0,173.0,-0.08322959
54.0,144.0,0.051805016
54.0,124.0,-0.10315928
54.0,122.0,-0.11929176
54.0,109.0,-0.0018217415
54.0,107.0,0.063182496
54.0,97.0,0.07138594
54.0,89.0,0.029707812
54.0,74.0,0.021301396
54.0,136.0,-0.029038966
54.0,99.0,0.14245324
54.0,79.0,-0.06769328
54.0,199.0,-0.07533781
54.0,297.0,-0.04785796
54.0,23.0,-0.48941588
54.0,0.0,-0.87220603
54.0,17.0,-0.17985772
54.0,5.0,0.045520827
54.0,12.0,1.5017986
54.0,7.0,0.08301731
54.0,10.0,0.24824877
54.0,45.0,-0.7650313
54.0,157.0,0.103503555
54.0,175.0,-0.076886415
54.0,247.0,-0.029162455
54.0,234.0,-0.024394374
54.0,268.0,-0.036727794
54.0,264.0,-0.034680545
54.0,226.0,-0.014883906
54.0,229.0,-0.01969751
54.0,212.0,0.08142764
54.0,196.0,0.010317175
54.0,220.0,0.0046560504
54.0,170.0,-0.11887863
54.0,148.0,0.09558606
54.0,77.0,-0.038240477
54.0,161.0,0.061282873
54.0,132.0,-0.061259188
54.0,128.0,-0.08304435
54.0,117.0,-0.068343304
54.0,92.0,0.004268259
54.0,69.0,0.10522187
54.0,65.0,0.08443247
54.0,22.0,-1.0334193
54.0,52.0,-0.6288349
54.0,60.0,-0.37249404
54.0,56.0,-0.67835784
54.0,58.0,-0.10021715
54.0,75.0,0.0028069392
55.0,294.0,-0.04969143
55.0,181.0,-0.09007997
55.0,152.0,0.10733335
55.0,118.0,-0.026188344
55.0,286.0,-0.04908201
55.0,281.0,-0.047553048
55.0,276.0,-0.04543533
55.0,272.0,-0.04356011
55.0,258.0,-0.03781517
55.0,256.0,-0.037171382
55.0,252.0,-0.03594397
55.0,224.0,-0.0013137534
55.0,216.0,0.075816244
55.0,208.0,-0.08621742
55.0,207.0,-0.17491406
55.0,201.0,0.01946761
55.0,192.0,-0.05847598
55.0,186.0,-0.10465656
55.0,173.0,-0.10823407
55.0,144.0,0.051972616
55.0,124.0,-0.10959519
55.0,122.0,-0.1103166
55.0,109.0,-0.022318184
55.0,107.0,0.06462196
55.0,97.0,0.060813475
55.0,89.0,0.060980458
55.0,74.0,0.03701759
55.0,136.0,-0.034599874
55.0,99.0,0.13012925
55.0,79.0,-0.05399539
55.0,199.0,0.01863772
55.0,297.0,-0.049319103
55.0,23.0,-0.6022185
55.0,0.0,-0.7879325
55.0,17.0,-0.2283497
55.0,5.0,0.0761771
55.0,12.0,1.3567425
55.0,7.0,0.11397526
55.0,10.0,0.30136576
55.0,45.0,-0.8493024
55.0,157.0,0.085728735
55.0,175.0,-0.08805591
55.0,247.0,-0.03432476
55.0,234.0,-0.026128743
55.0,268.0,-0.041709438
55.0,264.0,-0.040003754
55.0,226.0,-0.009631053
55.0,229.0,-0.01808041
55.0,212.0,0.113945715
55.0,196.0,-0.017345093
55.0,220.0,0.026335368
55.0,170.0,-0.10423433
55.0,148.0,0.09453605
55.0,77.0,-0.014061987
55.0,161.0,0.062063407
55.0,132.0,-0.06653437
55.0,128.0,-0.08561008
55.0,117.0,-0.011033848
55.0,92.0,0.011515439
55.0,69.0,0.119451955
55.0,65.0,-0.05389709
55.0,22.0,-1.3074487
55.0,52.0,-0.4877923
55.0,60.0,0.011694627
55.0,56.0,-1.1781121
55.0,58.0,-0.13650261
55.0,75.0,0.020833377
56.0,294.0,-0.05249447
56.0,181.0,-0.07497935
56.0,152.0,0.09766687
56.0,118.0,0.0033165328
56.0,286.0,-0.052943274
56.0,281.0,-0.052012257
56.0,276.0,-0.05041554
56.0,272.0,-0.048883174
56.0,258.0,-0.04340512
56.0,256.0,-0.04262507
56.0,252.0,-0.04096404
56.0,224.0,0.017613828
56.0,216.0,0.1112422
56.0,208.0,-0.10868951
56.0,207.0,-0.03542442
56.0,201.0,0.0015780628
56.0,192.0,-0.08730216
56.0,186.0,-0.09883411
56.0,173.0,-0.09367677
56.0,144.0,0.052474424
56.0,124.0,-0.094674855
56.0,122.0,-0.056001343
56.0,109.0,-0.029284447
56.0,107.0,0.07731953
56.0,97.0,0.053834446
56.0,89.0,0.10220246
56.0,74.0,0.049580686
56.0,136.0,-0.04006939
56.0,99.0,0.11916514
56.0,79.0,-0.028214738
56.0,199.0,-0.024863688
56.0,297.0,-0.051712885
56.0,23.0,-0.79077065
56.0,0.0,-0.6774794
56.0,17.0,-0.455397
56.0,5.0,0.102285266
56.0,12.0,1.25194
56.0,7.0,0.14904915
56.0,10.0,0.37534392
56.0,45.0,-0.96510136
56.0,157.0,0.0648185
56.0,175.0,-0.10277517
56.0,247.0,-0.03849696
56.0,234.0,-0.02565213
56.0,268.0,-0.04728452
56.0,264.0,-0.04570827
56.0,226.0,0.0025648773
56.0,229.0,-0.012316486
56.0,212.0,-0.06493482
56.0,196.0,-0.05410947
56.0,220.0,0.06557804
56.0,170.0,-0.033645146
56.0,148.0,0.0944957
56.0,77.0,0.004776679
56.0,161.0,0.046035293
56.0,132.0,-0.06772126
56.0,128.0,-0.0859032
56.0,117.0,-0.008932069
56.0,92.0,0.030128764
56.0,69.0,0.12767386
56.0,65.0,-0.29491705
56.0,22.0,-1.5247624
56.0,52.0,-0.39897156
56.0,60.0,0.09564927
56.0,56.0,-1.6506865
56.0,58.0,-0.32462993
56.0,75.0,0.0344848
57.0,294.0,-0.056383826
57.0,181.0,-0.07669554
57.0,152.0,0.088914424
57.0,118.0,-0.021247009
57.0,286.0,-0.057872593
57.0,281.0,-0.057435196
57.0,276.0,-0.056163915
57.0,272.0,-0.05474272
57.0,258.0,-0.04829955
57.0,256.0,-0.047201216
57.0,252.0,-0.044797547
57.0,224.0,0.05265724
57.0,216.0,-0.04389538
57.0,208.0,0.052810658
57.0,207.0,0.041482657
57.0,201.0,-0.04100295
57.0,192.0,-0.09739215
57.0,186.0,-0.07840664
57.0,173.0,-0.038123254
57.0,144.0,0.051982015
57.0,124.0,-0.03198975
57.0,122.0,0.015398887
57.0,109.0,-0.023162276
57.0,107.0,0.09846266
57.0,97.0,0.0522309
57.0,89.0,0.06582984
57.0,74.0,0.05903026
57.0,136.0,-0.042835705
57.0,99.0,0.11100519
57.0,79.0,-0.008988593
57.0,199.0,-0.056061894
57.0,297.0,-0.055167437
57.0,23.0,-1.0129333
57.0,0.0,-0.55791074
57.0,17.0,-0.98573357
57.0,5.0,0.12372015
57.0,12.0,1.1913029
57.0,7.0,0.18935466
57.0,10.0,0.4690892
57.0,45.0,-0.85919636
57.0,157.0,0.045105286
57.0,175.0,-0.07426943
57.0,247.0,-0.041240722
57.0,234.0,-0.022208363
57.0,268.0,-0.053097233
57.0,264.0,-0.0512951
57.0,226.0,0.02712759
57.0,229.0,0.0006104186
57.0,212.0,-0.086328186
57.0,196.0,-0.077033326
57.0,220.0,0.1021743
57.0,170.0,0.002553014
57.0,148.0,0.09408721
57.0,77.0,0.017283052
57.0,161.0,0.02410718
57.0,132.0,-0.063216016
57.0,128.0,-0.083173715
57.0,117.0,-0.04604002
57.0,92.0,0.064836316
57.0,69.0,0.124419585
57.0,65.0,-0.26477563
57.0,22.0,-1.633914
57.0,52.0,-0.3531796
57.0,60.0,0.048931003
57.0,56.0,-1.7743968
57.0,58.0,-0.63193643
57.0,75.0,0.044270612
58.0,294.0,-0.06152898
58.0,181.0,-0.08703477
58.0,152.0,0.08026856
58.0,118.0,-0.06355803
58.0,286.0,-0.06392759
58.0,281.0,-0.06373117
58.0,276.0,-0.062392138
58.0,272.0,-0.06068501
58.0,258.0,-0.051933452
58.0,256.0,-0.05042633
58.0,252.0,-0.0472206
58.0,224.0,0.08925017
58.0,216.0,-0.066630214
58.0,208.0,-0.0021636598
58.0,207.0,-0.016465653
58.0,201.0,-0.059284218
58.0,192.0,-0.08490536
58.0,186.0,-0.06827216
58.0,173.0,-0.005017491
58.0,144.0,0.04969483
58.0,124.0,0.03923205
58.0,122.0,0.033527028
58.0,109.0,-0.0067672916
58.0,107.0,0.124873936
58.0,97.0,0.05848436
58.0,89.0,-0.27052763
58.0,74.0,0.06483254
58.0,136.0,-0.03887458
58.0,99.0,0.107381895
58.0,79.0,0.0019690134
58.0,199.0,-0.070189826
58.0,297.0,-0.059859384
58.0,23.0,-1.2231004
58.0,0.0,-0.4543528
58.0,17.0,-1.9041914
58.0,5.0,0.14055248
58.0,12.0,1.1759181
58.0,7.0,0.23501703
58.0,10.0,0.5792866
58.0,45.0,-0.51892895
58.0,157.0,0.028119214
58.0,175.0,-0.026865829
58.0,247.0,-0.04263904
58.0,234.0,-0.013731137
58.0,268.0,-0.058556866
58.0,264.0,-0.056103043
58.0,226.0,0.067078374
58.0,229.0,0.026501592
58.0,212.0,0.0649385
58.0,196.0,-0.085072726
58.0,220.0,-0.025113631
58.0,170.0,0.0062657204
58.0,148.0,0.09195079
58.0,77.0,0.024389183
58.0,161.0,0.0024064071
58.0,132.0,-0.055584863
58.0,128.0,-0.051822253
58.0,117.0,-0.08699558
58.0,92.0,0.106898054
58.0,69.0,0.11314602
58.0,65.0,-0.025699213
58.0,22.0,-1.6962998
58.0,52.0,-0.36653998
58.0,60.0,-0.08059236
58.0,56.0,-1.1655616
58.0,58.0,-1.2734103
58.0,75.0,0.05014777
59.0,294.0,-0.06806364
59.0,181.0,-0.07747528
59.0,152.0,0.07087228
59.0,118.0,-0.09811292
59.0,286.0,-0.0709924
59.0,281.0,-0.07055246
59.0,276.0,-0.06853862
59.0,272.0,-0.06604995
59.0,258.0,-0.05423257
59.0,256.0,-0.052387707
59.0,252.0,-0.04857715
59.0,224.0,-0.009609995
59.0,216.0,0.074434444
59.0,208.0,-0.03869771
59.0,207.0,-0.04281789
59.0,201.0,-0.06413449
59.0,192.0,-0.07032614
59.0,186.0,-0.07324824
59.0,173.0,-0.0008959938
59.0,144.0,0.046061605
59.0,124.0,0.049801856
59.0,122.0,0.0015387442
59.0,109.0,0.016774632
59.0,107.0,0.15383783
59.0,97.0,0.07635395
59.0,89.0,-0.47720948
59.0,74.0,0.066711515
59.0,136.0,-0.026071064
59.0,99.0,0.11072724
59.0,79.0,0.0062165
59.0,199.0,-0.07284497
59.0,297.0,-0.065963715
59.0,23.0,-1.4267071
59.0,0.0,-0.38974583
59.0,17.0,-3.04254
59.0,5.0,0.15373589
59.0,12.0,1.2075014
59.0,7.0,0.28503093
59.0,10.0,0.6987599
59.0,45.0,-0.49363068
59.0,157.0,0.013522018
59.0,175.0,-0.0040883124
59.0,247.0,-0.04304177
59.0,234.0,0.0047325585
59.0,268.0,-0.063015305
59.0,264.0,-0.059630666
59.0,226.0,0.068212196
59.0,229.0,0.06506912
59.0,212.0,0.0028225295
59.0,196.0,-0.07767476
59.0,220.0,-0.051650077
59.0,170.0,-0.008547755
59.0,148.0,0.08716153
59.0,77.0,0.026645072
59.0,161.0,-0.016389633
59.0,132.0,-0.039078698
59.0,128.0,0.026832368
59.0,117.0,-0.116300136
59.0,92.0,0.05007026
59.0,69.0,0.152354
59.0,65.0,0.1595487
59.0,22.0,-1.7972369
59.0,52.0,-0.51081246
59.0,60.0,-0.2875919
59.0,56.0,-0.7336715
59.0,58.0,-1.8671758
59.0,75.0,0.051807053
60.0,294.0,-0.07595784
60.0,181.0,-0.033032335
60.0,152.0,0.0604878
60.0,118.0,-0.11934928
60.0,286.0,-0.078638636
60.0,281.0,-0.07725578
60.0,276.0,-0.07390797
60.0,272.0,-0.070266984
60.0,258.0,-0.055694144
60.0,256.0,-0.05365177
60.0,252.0,-0.049364947
60.0,224.0,-0.041952822
60.0,216.0,0.0074518854
60.0,208.0,-0.03946055
60.0,207.0,-0.040499985
60.0,201.0,-0.06353764
60.0,192.0,-0.06450352
60.0,186.0,-0.09072642
60.0,173.0,-0.016234066
60.0,144.0,0.04379651
60.0,124.0,0.014798191
60.0,122.0,-0.037685506
60.0,109.0,0.044818264
60.0,107.0,0.1834183
60.0,97.0,0.1103354
60.0,89.0,-0.14647
60.0,74.0,0.06677008
60.0,136.0,-0.0051158243
60.0,99.0,0.124787875
60.0,79.0,0.0049782097
60.0,199.0,-0.0683789
60.0,297.0,-0.07355288
60.0,23.0,-1.6841812
60.0,0.0,-0.37845212
60.0,17.0,-3.9316397
60.0,5.0,0.16593622
60.0,12.0,1.2884367
60.0,7.0,0.33741945
60.0,10.0,0.81672406
60.0,45.0,-0.5587764
60.0,157.0,0.00040974095
60.0,175.0,-0.007536512
60.0,247.0,-0.042281106
60.0,234.0,0.038413182
60.0,268.0,-0.06616789
60.0,264.0,-0.061923914
60.0,226.0,-0.08396503
60.0,229.0,0.041411966
60.0,212.0,-0.03473177
60.0,196.0,-0.068262205
60.0,220.0,0.08035813
60.0,170.0,-0.031707805
60.0,148.0,0.08004342
60.0,77.0,0.024198338
60.0,161.0,-0.032197375
60.0,132.0,0.013387489
60.0,128.0,0.08858453
60.0,117.0,-0.13278861
60.0,92.0,-0.39359784
60.0,69.0,0.35978153
60.0,65.0,0.22332484
60.0,22.0,-1.9220742
60.0,52.0,-0.8518561
60.0,60.0,-1.0715995
60.0,56.0,-0.5026809
60.0,58.0,-1.1927294
60.0,75.0,0.04973091
61.0,294.0,-0.084870815
61.0,181.0,-0.007157443
61.0,152.0,0.049929928
61.0,118.0,-0.12985072
61.0,286.0,-0.08612665
61.0,281.0,-0.08310616
61.0,276.0,-0.07804877
61.0,272.0,-0.073253185
61.0,258.0,-0.056931958
61.0,256.0,-0.054696698
61.0,252.0,-0.049504556
61.0,224.0,0.08204462
61.0,216.0,-0.03189628
61.0,208.0,-0.03111908
61.0,207.0,-0.03549017
61.0,201.0,-0.06254298
61.0,192.0,-0.07310351
61.0,186.0,-0.06696545
61.0,173.0,-0.04043223
61.0,144.0,0.04813201
61.0,124.0,-0.021333959
61.0,122.0,-0.06439036
61.0,109.0,0.0754755
61.0,107.0,0.21260162
61.0,97.0,0.15430748
61.0,89.0,-0.08072017
61.0,74.0,0.07531697
61.0,136.0,0.031204313
61.0,99.0,0.15453412
61.0,79.0,-0.0011303425
61.0,199.0,-0.0646038
61.0,297.0,-0.082459815
61.0,23.0,-2.0193832
61.0,0.0,-0.4258175
61.0,17.0,-4.3418107
61.0,5.0,0.18179591
61.0,12.0,1.419897
61.0,7.0,0.3895718
61.0,10.0,0.92243814
61.0,45.0,-0.65620685
61.0,157.0,-0.011985961
61.0,175.0,-0.027623288
61.0,247.0,-0.038703516
61.0,234.0,0.056041747
61.0,268.0,-0.068319
61.0,264.0,-0.06357256
61.0,226.0,0.056119654
61.0,229.0,-0.06854729
61.0,212.0,-0.029491797
61.0,196.0,-0.06390185
61.0,220.0,0.011547738
61.0,170.0,-0.05524275
61.0,148.0,0.07318739
61.0,77.0,0.01744653
61.0,161.0,-0.045990895
61.0,132.0,0.0967198
61.0,128.0,0.08026983
61.0,117.0,-0.13978602
61.0,92.0,-0.58243716
61.0,69.0,0.356097
61.0,65.0,0.22728172
61.0,22.0,-1.9489542
61.0,52.0,-1.2105131
61.0,60.0,-1.6242684
61.0,56.0,-0.387803
61.0,58.0,-0.6981484
61.0,75.0,0.047775913
62.0,294.0,-0.09407547
62.0,181.0,-0.011114801
62.0,152.0,0.04105012
62.0,118.0,-0.13351655
62.0,286.0,-0.092657946
62.0,281.0,-0.08768296
62.0,276.0,-0.08107845
62.0,272.0,-0.07550032
62.0,258.0,-0.058051296
62.0,256.0,-0.05527409
62.0,252.0,-0.047601
62.0,224.0,0.015026133
62.0,216.0,-0.022438204
62.0,208.0,-0.034711394
62.0,207.0,-0.041611034
62.0,201.0,-0.06262415
62.0,192.0,-0.09648426
62.0,186.0,-0.017259639
62.0,173.0,-0.064903244
62.0,144.0,0.064735636
62.0,124.0,-0.04344243
62.0,122.0,-0.07869606
62.0,109.0,0.10769661
62.0,107.0,0.24141978
62.0,97.0,0.11478081
62.0,89.0,-0.06470719
62.0,74.0,0.12776639
62.0,136.0,0.09827596
62.0,99.0,0.1988657
62.0,79.0,-0.011612704
62.0,199.0,-0.06342423
62.0,297.0,-0.09214356
62.0,23.0,-2.3193014
62.0,0.0,-0.5311574
62.0,17.0,-4.418109
62.0,5.0,0.20711677
62.0,12.0,1.6008327
62.0,7.0,0.43903974
62.0,10.0,1.0097903
62.0,45.0,-0.7932502
62.0,157.0,-0.023941396
62.0,175.0,-0.053321738
62.0,247.0,-0.027999837
62.0,234.0,-0.0450081
62.0,268.0,-0.07016094
62.0,264.0,-0.06523433
62.0,226.0,0.055491325
62.0,229.0,0.07254708
62.0,212.0,-0.013516163
62.0,196.0,-0.06918408
62.0,220.0,-0.030150555
62.0,170.0,-0.07558539
62.0,148.0,0.071252875
62.0,77.0,0.008547418
62.0,161.0,-0.05878979
62.0,132.0,0.13549195
62.0,128.0,0.041677427
62.0,117.0,-0.14090544
62.0,92.0,-0.107659265
62.0,69.0,0.22713853
62.0,65.0,0.18014485
62.0,22.0,-1.767452
62.0,52.0,-1.2889054
62.0,60.0,-1.021032
62.0,56.0,-0.35434887
62.0,58.0,-0.44199207
62.0,75.0,0.060134355
63.0,294.0,-0.10261151
63.0,181.0,-0.032978512
63.0,152.0,0.036526345
63.0,118.0,-0.13341512
63.0,286.0,-0.097797476
63.0,281.0,-0.091131195
63.0,276.0,-0.08356458
63.0,272.0,-0.077673234
63.0,258.0,-0.058129575
63.0,256.0,-0.053810213
63.0,252.0,-0.03997697
63.0,224.0,-0.029168399
63.0,216.0,0.00086093973
63.0,208.0,-0.047106802
63.0,207.0,-0.05234459
63.0,201.0,-0.06412952
63.0,192.0,-0.05842765
