0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.030609267,-0.0,-0.0,-0.0,-0.0,0.0,-0.0025372393,0.0,0.0,-0.0,0.017893298,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.003490867,-0.0,-0.0,0.0,-0.0,0.021131713,-0.0,0.0,-0.0
